gene_name	DRC150
SLC2A14	0.00220868
SLC2A3	0.00228011
SLC2A5	0.00133496
SLC2A6	0.00261343
SLC2A7	0.00141952
SLC2A9	0.00142981
SLC30A1	0.00165168
SLC30A10	0.00197429
SLC30A2	0.00212489
SLC30A5	0.00184888
SLC30A7	0.00116843
SLC30A8	0.00233368
SLC30A9	0.00137635
SLC31A1	0.00160338
SLC31A1P1	0.00108826
SLC31A2	0.00165259
SLC32A1	0.00209105
SLC34A1	0.00216136
SLC34A2	0.00219686
SLC35B3	0.00176999
SLC35C2	0.00173909
SLC35D1	0.00183458
SLC35D3	0.00187942
SLC35E1	0.000882042
SLC35E2B	0.00128494
SLC35E4	0.00145528
SLC35F1	0.00229808
SLC35F2	0.00208621
SLC35F3	0.00153375
SLC35F4	0.00131279
SLC35G1	0.00123941
SLC36A1	0.00189069
SLC36A2	0.00211052
SLC36A3	0.00219323
SLC36A4	0.00138779
SLC37A1	0.00284649
SLC37A2	0.00162732
SLC37A3	0.00147314
SLC37A4	0.00173515
SLC38A1	0.00158345
SLC38A10	0.00149974
SLC38A11	0.00184097
SLC38A2	0.00159722
SLC38A4	0.00174544
SLC38A6	0.00196218
SLC38A7	0.00155877
SLC38A8	0.00138916
SLC38A9	0.00166406
SLC39A10	0.00108309
SLC39A11	0.00178325
SLC39A12	0.00247115
SLC39A14	0.00116607
SLC39A2	0.00222181
SLC39A6	0.001811
SLC39A8	0.00165774
SLC39A9	0.00200351
SLC40A1	0.00178557
SLC41A2	0.00193607
SLC41A3	0.00221554
SLC43A1	0.00191107
SLC43A2	0.000862093
SLC43A3	0.00210101
SLC44A1	0.00122345
SLC44A2	0.0016486
SLC44A3	0.00230546
SLC44A5	0.00238923
SLC45A1	0.00176609
SLC45A2	0.00429003
SLC45A3	0.00208973
SLC45A4	0.00166484
SLC46A2	0.00159491
SLC46A3	0.00235648
SLC47A1	0.00129231
SLC47A2	0.00136918
SLC4A1	0.00263115
SLC4A10	0.00124894
SLC4A2	0.00214766
SLC4A3	0.00101331
SLC4A4	0.00106586
SLC4A5	0.00169642
SLC4A8	0.0015262
SLC52A1	0.00193875
SLC52A3	0.00119438
SLC5A10	0.00285184
SLC5A11	0.00189503
SLC5A12	0.00106323
SLC5A3	0.00223437
SLC5A4	0.00179396
SLC5A5	0.00118894
SLC5A7	0.00171494
SLC5A8	0.00144096
SLC6A1	0.00146234
SLC6A11	0.00180177
SLC6A12	0.00229143
SLC6A13	0.00231366
SLC6A15	0.00234146
SLC6A17	0.00178679
SLC6A18	0.00142965
SLC6A19	0.00140948
SLC6A2	0.00218618
SLC6A20	0.00268758
SLC6A21P	0.00195156
SLC6A3	0.00122065
SLC6A5	0.00154627
SLC6A6	0.000955349
SLC6A6P1	0.000903599
SLC6A7	0.00190875
SLC6A9	0.0019417
SLC7A1	0.00137607
SLC7A10	0.00181776
SLC7A11	0.00146113
SLC7A11-AS1	0.0014
SLC7A13	0.00245144
SLC7A14	0.0017794
SLC7A2	0.00212631
SLC7A5	0.00147675
SLC7A6	0.00256554
SLC7A6OS	0.00256554
SLC7A7	0.00171697
SLC7A8	0.00184034
SLC8A1	0.00181819
SLC8A1-AS1	0.00202717
SLC8A2	0.00123002
SLC8A3	0.00192265
SLC8B1	0.00158113
SLC9A1	0.00157207
SLC9A2	0.00272503
SLC9A3	0.00163815
SLC9A3P4	0.000778078
SLC9A3R1	0.00111142
SLC9A3R2	0.00119765
SLC9A4	0.00279258
SLC9A8	0.00159536
SLC9A9	0.00177408
SLC9B1P4	0.00146759
SLC9B2	0.00208153
SLC9C1	0.00225525
SLCO1A2	0.0029846
SLCO1B1	0.00275593
SLCO1B3	0.00250506
SLCO1B7	0.00250506
SLCO1C1	0.00219755
SLCO2A1	0.00162896
SLCO2B1	0.00165028
SLCO3A1	0.0025408
SLCO4A1	0.000989183
SLCO4C1	0.00256389
SLCO5A1	0.0018625
SLCO6A1	0.00257825
SLFN11	0.00134624
SLFN12L	0.00141704
SLFN13	0.00146254
SLFN5	0.00153329
SLIT1	0.00163615
SLIT2	0.00175572
SLIT3	0.00263369
SLITRK1	0.0012523
SLITRK3	0.00240079
SLITRK5	0.00144673
SLITRK6	0.00211412
SLK	0.00243796
SLMAP	0.00216754
SLMO2	0.00144092
SLMO2P2	0.0015816
SLMO2P3	0.000871425
SLN	0.002055
SLU7	0.0015125
SLX4IP	0.00121308
SMAD1	0.00104674
SMAD2	0.00126542
SMAD3	0.00138228
SMAD4	0.00141513
SMAD6	0.00131174
SMAD7	0.00178597
SMAD9	0.00176523
SMAGP	0.00191055
SMAP1	0.0014951
SMAP2	0.00175206
SMARCA2	0.00279072
SMARCA4	0.00154386
SMARCA5	0.00136242
SMARCAD1	0.00148134
SMARCAL1	0.00181863
SMARCB1	0.00191866
SMARCD3	0.00173719
SMARCE1	0.00101413
SMARCE1P4	0.00121252
SMARCE1P5	0.00128251
SMC2	0.00181744
SMC3	0.00160245
SMC4	0.00180433
SMC5-AS1	0.00236496
SMC6	0.00169157
SMCHD1	0.00233499
SMCO4	0.00172152
SMCR2	0.00249722
SMEK1	0.00152826
SMEK2	0.00185113
SMG1	0.000625802
SMG6	0.00167712
SMG7	0.00149196
SMG9	0.00190718
SMIM11	0.00172124
SMIM12	0.0017044
SMIM13	0.000891855
SMIM14	0.00278324
SMIM17	0.00118583
SMIM19	0.0006503
SMIM2-AS1	0.00102757
SMIM20	0.00179963
SMIM3	0.00201283
SMIM5	0.00153711
SMKR1	0.00109076
SMLR1	0.00227062
SMNDC1	0.00183035
SMO	0.0010122
SMOC1	0.00197947
SMOC2	0.00206608
SMOX	0.00269925
SMPD1	0.000953062
SMPD3	0.0026695
SMPD4P1	0.00155967
SMPD4P2	0.00154377
SMPDL3A	0.00133539
SMPDL3B	0.00161815
SMTNL2	0.00219728
SMUG1	0.00369057
SMURF1	0.00127563
SMURF2	0.000642083
SMYD1	0.00130652
SMYD2	0.00170015
SMYD3	0.00176773
SMYD4	0.00160535
SNAI1	0.00162337
SNAI3	0.00169773
SNAI3-AS1	0.00169773
SNAP25	0.00101138
SNAP25-AS1	0.00126872
SNAP47	0.0017412
SNAP91	0.00226042
SNAPC1	0.00159666
SNAPC2	0.00148643
SNAPC3	0.00153998
SNCA	0.00160113
SNCAIP	0.0016363
SNCB	0.00243506
SND1	0.00156383
SNED1	0.0014354
SNHG10	0.00150227
SNHG14	0.0011387
SNHG16	0.00183157
SNHG18	0.000846181
SNIP1	0.00165212
SNN	0.0010536
SNORA17	0.00157029
SNORA18	0.00209344
SNORA19	0.00202066
SNORA2	0.0015342
SNORA25	0.00300982
SNORA26	0.00229264
SNORA27	0.000681472
SNORA3	0.00251377
SNORA31	0.00187198
SNORA32	0.0021038
SNORA33	0.00149702
SNORA40	0.00210237
SNORA42	0.00157138
SNORA48	0.001053
SNORA51	0.00226901
SNORA63	0.00194707
SNORA64	0.00237652
SNORA67	0.0016544
SNORA68	0.000857022
SNORA7	0.00105532
SNORA70	0.00187914
SNORA72	0.0013255
SNORA73	0.0016973
SNORA74	0.00138813
SNORA75	0.0012344
SNORA9	0.00130225
SNORD11	0.00126523
SNORD112	0.00456859
SNORD113	0.00090695
SNORD116	0.00109031
SNORD2	0.00303055
SNORD28	0.00163217
SNORD29	0.00105892
SNORD36	0.00261559
SNORD37	0.00187707
SNORD38	0.00177545
SNORD39	0.00116007
SNORD44	0.0011664
SNORD59	0.00133733
SNORD60	0.00243589
SNORD65	0.00202272
SNORD74	0.00245682
SNORD75	0.00210995
SNORD78	0.00217354
SNORD81	0.00264651
SNORD83	0.00182983
SNPH	0.00135276
SNRK	0.00131342
SNRNP200	0.00143176
SNRNP25	0.00313057
SNRNP35	0.00391702
SNRNP70	0.0019448
SNRPC	0.0024135
SNRPD2P1	0.00141235
SNRPD2P2	0.00177022
SNRPD3	0.0016661
SNRPEP3	0.00171433
SNRPEP5	0.00128161
SNRPEP6	0.000884912
SNRPEP8	0.00267183
SNRPF	0.00233294
SNRPFP1	0.00162894
SNRPFP3	0.00225375
SNRPGP2	0.00213786
SNRPGP5	0.00201413
SNRPGP6	0.00100565
SNRPGP8	0.000867317
SNRPN	0.00120356
SNTB1	0.00200893
SNTB2	0.00220106
SNTG1	0.000865746
SNTG2	0.00162264
SNTN	0.00111463
SNX10	0.00292714
SNX13	0.00144766
SNX16	0.00129809
SNX18	0.00221907
SNX18P13	0.000934756
SNX18P7	0.00121637
SNX19	0.00122263
SNX19P1	0.00195168
SNX19P3	0.00223199
SNX2	0.00204605
SNX20	0.00175276
SNX24	0.00203471
SNX25	0.00171242
SNX29	0.00128773
SNX29P1	0.00117871
SNX29P2	0.00246389
SNX3	0.000707878
SNX30	0.00161619
SNX31	0.00256238
SNX32	0.00238159
SNX33	0.00137847
SNX5	0.00224421
SNX6	0.00148254
SNX7	0.00125284
SNX8	0.00190595
SNX9	0.00161315
SOAT1	0.00181066
SOBP	0.00200283
SOCS2	0.00245971
SOCS2-AS1	0.00242572
SOCS2P2	0.00272669
SOCS5	0.00173332
SOCS5P1	0.00159798
SOCS5P2	0.00110606
SOCS5P3	0.00180497
SOCS5P5	0.00139958
SOCS6	0.00173783
SOCS7	0.00127057
SOD1P2	0.00144109
SOD1P3	0.000993666
SOD2	0.00203443
SOD3	0.00255395
SOGA1	0.00259254
SOGA2	0.00190495
SOGA2P1	0.0014207
SOGA3	0.00121887
SOHLH1	0.00125943
SOHLH2	0.00145721
SORBS1	0.00150182
SORBS2	0.00165979
SORBS3	0.00114148
SORCS1	0.00199496
SORCS2	0.00258435
SORCS3	0.00224699
SORD	0.00266982
SORL1	0.0014131
SORT1	0.0016192
SOS1	0.00161551
SOS2	0.00166535
SOSTDC1	0.00188176
SOX1	0.00111263
SOX12	0.00255847
SOX13	0.00202364
SOX14	0.00162792
SOX2-OT	0.000862704
SOX4	0.00114916
SOX5	0.00149033
SOX5P	0.00176691
SOX6	0.00109146
SOX7	0.0015161
SP100	0.00194494
SP110	0.00202631
SP140	0.00206794
SP140L	0.00197129
SP3	0.00122575
SP3P	0.00178712
SP4	0.00219925
SP7	0.00258363
SPACA1	0.00138736
SPACA3	0.00160878
SPACA7	0.00130858
SPAG1	0.00168963
SPAG16	0.00145865
SPAG17	0.00205355
SPAG6	0.00191913
SPAG7	0.00191343
SPAG9	0.00165571
SPARC	0.00232384
SPARCL1	0.00257092
SPAST	0.00174961
SPATA1	0.00189058
SPATA13	0.00199043
SPATA16	0.000911758
SPATA17	0.0017856
SPATA19	0.0015101
SPATA22	0.00144867
SPATA2P1	0.00274905
SPATA3	0.00140613
SPATA31A6	0.000600238
SPATA31B1	0.0010965
SPATA31E1	0.00222158
SPATA33	0.00505639
SPATA4	0.0015924
SPATA41	0.00154182
SPATA5	0.0019764
SPATA6	0.00151653
SPATA6L	0.00245034
SPATA7	0.00102901
SPATA8	0.000787337
SPATA8-AS1	0.000825176
SPATA9	0.00112864
SPATC1	0.00205895
SPATC1L	0.00109901
SPATS2	0.00217805
SPATS2L	0.00155047
SPC24	0.0018719
SPC25	0.00167606
SPCS3	0.00158651
SPDYA	0.00195393
SPDYE7P	0.00273504
SPECC1	0.00145202
SPECC1L	0.0013531
SPECC1L-ADORA2A	0.0013531
SPEF2	0.00290219
SPEG	0.00152679
SPERT	0.0020499
SPESP1	0.00286208
SPG20	0.00146662
SPG20OS	0.00146662
SPG7	0.00449197
SPHKAP	0.00126475
SPIB	0.00231721
SPIC	0.00145891
SPIN1	0.00102614
SPINK1	0.00139395
SPINK14	0.00160835
SPINK2	0.00153786
SPINK4	0.00108128
SPINK5	0.0016636
SPINT1	0.00154045
SPINT2	0.00139972
SPINT4	0.00269583
SPIRE1	0.00136785
SPIRE2	0.00525894
SPN	0.00228933
SPNS2	0.00144034
SPNS3	0.00119671
SPOCD1	0.00111371
SPOCK1	0.00205094
SPOCK3	0.00116727
SPON1	0.00119735
SPOP	0.00107488
SPP1	0.00337447
SPP2	0.00171129
SPPL2B	0.00133407
SPR	0.00115611
SPRED1	0.002027
SPRED2	0.00135628
SPRN	0.00169041
SPRR2B	0.00273573
SPRR2E	0.00273573
SPRR2G	0.00265258
SPRR3	0.00283859
SPRY1	0.00177097
SPRY2	0.00217536
SPRY4	0.000948174
SPSB1	0.00215768
SPSB2	0.00249544
SPSB4	0.00201367
SPTAN1	0.0012943
SPTB	0.00264574
SPTBN1	0.00185853
SPTBN4	0.00191573
SPTBN5	0.00130611
SPTLC1	0.00203528
SPTLC1P2	0.00185866
SPTLC2	0.00189141
SPTLC3	0.0018052
SPTSSA	0.00123001
SPTY2D1	0.00129829
SQLE	0.00166608
SQRDL	0.00214782
SQSTM1	0.00169648
SQSTM1P1	0.00154334
SRA1	0.00293474
SRBD1	0.00113967
SRC	0.00255025
SRCIN1	0.00175362
SRD5A1	0.00193203
SREK1	0.00158904
SRFBP1	0.00143098
SRGAP1	0.00222107
SRGAP3	0.00181918
SRIP1	0.00164788
SRL	0.00140895
SRMP1	0.00164927
SRMS	0.00216249
SRP54	0.00173545
SRP72	0.00219128
SRP72P2	0.00187326
SRP9	0.00145999
SRPK1	0.00240225
SRPK2	0.00126658
SRPRB	0.00141066
SRRM1	0.00178055
SRRM1P2	0.00224238
SRRM2	0.0014031
SRRM3	0.00201307
SRRM4	0.00184043
SRSF1	0.000948958
SRSF10	0.00211127
SRSF10P1	0.00146117
SRSF12	0.00271463
SRSF1P1	0.00221316
SRSF5	0.00191075
SRSF8	0.00151824
SRSF9P1	0.00102816
SRXN1	0.00149125
SS18L1	0.00198342
SS18L2P1	0.00157867
SSBP2	0.00172332
SSBP3	0.00204848
SSC5D	0.00153724
SSPN	0.00144022
SSPO	0.00181488
SSR1	0.0015032
SSR1P2	0.000958061
SSR3	0.00178071
SSR4P1	0.00188063
SST	0.00188822
SSTR1	0.00127629
SSTR2	0.0013149
SSTR5	0.0013198
SSTR5-AS1	0.00128831
SSU72P2	0.00138497
SSU72P8	0.00108731
SSUH2	0.00155075
SSX2IP	0.00172509
ST13P12	0.00175307
ST13P19	0.00251737
ST13P3	0.00138343
ST14	0.0010759
ST18	0.0016202
ST20-MTHFS	0.00214612
ST3GAL1	0.00128543
ST3GAL3	0.0019458
ST3GAL4	0.00169477
ST3GAL6	0.00234945
ST5	0.001764
ST6GAL1	0.000922181
ST6GAL2	0.00178193
ST6GALNAC1	0.00226201
ST6GALNAC2	0.00198416
ST6GALNAC2P1	0.00120823
ST6GALNAC3	0.0024646
ST6GALNAC4	0.00143659
ST6GALNAC5	0.00191198
ST6GALNAC6	0.00168247
ST7	0.00150902
ST7-AS2	0.00115452
ST7-OT4	0.00103397
ST7L	0.00192048
ST8SIA1	0.00299779
ST8SIA2	0.00287053
ST8SIA3	0.00109929
ST8SIA4	0.00222124
ST8SIA5	0.00121652
ST8SIA6	0.00234652
STAB2	0.00177889
STAC	0.00159446
STAC2	0.00200071
STAG1	0.00153973
STAM	0.00189784
STAMBP	0.00212295
STAMBPL1	0.00163292
STAP1	0.00209722
STAP2	0.00119849
STARD13	0.00190342
STARD3NL	0.00225162
STARD4	0.00161492
STARD4-AS1	0.00195339
STARD5	0.00128237
STARD6	0.00214642
STARD9	0.00128996
STARP1	0.00171903
STAT1	0.00441296
STAT3	0.00315623
STAT4	0.00543809
STAT5B	0.0031365
STAT6	0.00232602
STAU1	0.0025605
STAU2	0.00239424
STAU2-AS1	0.00239751
STC1	0.00110757
STC2	0.0013031
STEAP1	0.00256175
STEAP1B	0.00216924
STEAP2-AS1	0.00256175
STEAP3	0.00199015
STIL	0.00252355
STIM1	0.00148431
STIM2	0.00181224
STK10	0.0014037
STK11	0.0020723
STK11IP	0.000999434
STK17B	0.00107469
STK24	0.00135254
STK24-AS1	0.00131404
STK25	0.00185673
STK3	0.00103301
STK31	0.00255237
STK32A	0.00190853
STK32B	0.00258867
STK32C	0.00261686
STK33	0.00145637
STK33P1	0.00153704
STK35	0.0025299
STK38L	0.00132644
STK39	0.00144949
STK4	0.00150019
STK4-AS1	0.00141286
STK40	0.0013853
STMN1P2	0.0012828
STMN2	0.0015239
STMN4	0.00169781
STMND1	0.00129279
STOM	0.00130855
STOML1	0.0020731
STON1-GTF2A1L	0.00155483
STON2	0.00133074
STOX2	0.00277369
STPG1	0.00174669
STPG2	0.00240017
STRA6	0.00218231
STRA8	0.00137039
STRADBP1	0.00202724
STRAP	0.000773803
STRBP	0.0020994
STRIP1	0.00131645
STRN	0.00240834
STRN3	0.00208108
STRN4	0.00192484
STT3A-AS1	0.00177759
STT3B	0.00122498
STX11	0.00173275
STX12	0.00136914
STX16	0.00137061
STX16-NPEPL1	0.00144764
STX18	0.0014007
STX18-AS1	0.00210016
STX1A	0.00208966
STX1B	0.00139179
STX2	0.000855969
STX3	0.00119806
STX5	0.00229778
STX6	0.00138821
STX7	0.00269078
STX8	0.00142887
STXBP1	0.00210464
STXBP3	0.0015608
STXBP4	0.00119652
STXBP5	0.00124598
STXBP5-AS1	0.00143012
STXBP5L	0.00224778
STXBP6	0.00255048
STYK1	0.00147978
STYXL1	0.00205683
SUB1	0.00205608
SUCLA2	0.00165685
SUCLA2P2	0.00202371
SUCLG2	0.00124551
SUCLG2P2	0.00183993
SUCLG2P4	0.00186599
SUCO	0.00127378
SUDS3	0.001827
SUDS3P1	0.00225257
SUFU	0.00260874
SUGT1	0.00179543
SULF1	0.00187046
SULF2	0.00153254
SULT1B1	0.00120042
SULT1C2	0.0019771
SULT1C2P1	0.00214451
SULT2A1	0.00201612
SULT2B1	0.00288508
SULT4A1	0.00171535
SULT6B1	0.00239469
SUMF1	0.00181398
SUMO1P1	0.00140887
SUMO1P2	0.00156168
SUMO2P2	0.00161624
SUMO2P6	0.00180439
SUN1	0.00116548
SUOX	0.00166532
SUPT3H	0.00124542
SUPT5H	0.00209492
SUPT6H	0.00177737
SUPT7L	0.00201081
SUPV3L1	0.00245729
SUSD1	0.00201748
SUSD3	0.00256134
SUSD4	0.00177799
SUSD5	0.00166815
SUV420H1	0.00137646
SUV420H2	0.00167633
SUZ12	0.00160996
SUZ12P	0.00267333
SV2B	0.00260912
SV2C	0.00184444
SVEP1	0.00202465
SVIL	0.00219823
SVILP1	0.00296111
SVIP	0.00121872
SVOP	0.00143128
SVOPL	0.00201674
SYBU	0.00171526
SYCP1	0.00124039
SYCP2	0.00111341
SYCP2L	0.00101111
SYDE1	0.00167424
SYDE2	0.00170667
SYK	0.00154312
SYN2	0.0017453
SYN3	0.00145072
SYNDIG1	0.00196705
SYNDIG1L	0.00229456
SYNE1	0.00177688
SYNE1-AS1	0.00175077
SYNE2	0.00286707
SYNE3	0.00170127
SYNE4	0.00192561
SYNGR1	0.00153014
SYNGR3	0.00112913
SYNJ1	0.0018707
SYNJ2	0.00180738
SYNJ2BP-COX16	0.00192535
SYNM	0.000985468
SYNPO	0.00193543
SYNPO2	0.0032271
SYNPO2L	0.00145003
SYNPR	0.00108241
SYNPR-AS1	0.00102729
SYNRG	0.00133611
SYPL1	0.000963709
SYS1-DBNDD2	0.00202556
SYT1	0.0010497
SYT10	0.00431767
SYT12	0.00244304
SYT13	0.001808
SYT14	0.00228631
SYT15	0.00190691
SYT16	0.00123913
SYT17	0.00103968
SYT2	0.00132835
SYT3	0.00140175
SYT4	0.00132836
SYT6	0.00127964
SYT7	0.00106121
SYT8	0.00133301
SYT9	0.00315075
SYTL2	0.00219708
SYTL3	0.00194968
SZT2	0.00193162
T	0.0013415
TAAR2	0.00155821
TAAR4P	0.00163475
TAAR5	0.00163647
TAAR6	0.00168083
TAAR8	0.00167599
TAB1	0.00146572
TAB2	0.00184126
TAC1	0.00165859
TAC3	0.00221038
TACC1	0.00110654
TACC1P1	0.00178472
TACC2	0.00182052
TACR1	0.00143815
TACR3	0.00186928
TACSTD2	0.00156609
TADA2B	0.00170957
TAF13	0.00162999
TAF15	0.000862875
TAF1A	0.00213478
TAF1B	0.00170829
TAF2	0.00152322
TAF3	0.00148388
TAF4	0.00209034
TAF4B	0.00169413
TAF5	0.00282853
TAF5L	0.00134104
TAF6	0.00224954
TAF8	0.00202742
TAGAP	0.0014021
TAGLN2	0.00144593
TAGLN3	0.00228306
TAL1	0.00260692
TAL2	0.00106437
TAMM41	0.00244499
TANC1	0.00146779
TANC2	0.000829536
TANGO2	0.00131118
TANGO6	0.00235827
TAOK1	0.0021911
TAOK3	0.00123756
TAPBPL	0.00154986
TAPT1	0.0013703
TAPT1-AS1	0.00128164
TARBP1	0.0016978
TARDBPP1	0.00146403
TARDBPP2	0.00151581
TARM1	0.000925777
TARS	0.00247237
TARS2	0.00162842
TARS2P1	0.00171368
TARSL2	0.00180182
TAS1R1	0.00195201
TAS1R2	0.00225527
TAS2R1	0.000877305
TAS2R14	0.00154536
TAS2R5	0.00186309
TASP1	0.00107137
TATDN2	0.00156572
TAX1BP1	0.00224076
TAX1BP3	0.000565328
TBATA	0.00179653
TBC1D1	0.00299777
TBC1D14	0.00160088
TBC1D15	0.00124907
TBC1D16	0.00110095
TBC1D17	0.00191722
TBC1D19	0.00176788
TBC1D2	0.00152543
TBC1D20	0.00168865
TBC1D22A	0.00181501
TBC1D22B	0.00148719
TBC1D23	0.00249721
TBC1D26	0.00244056
TBC1D27	0.0022089
TBC1D28	0.00317235
TBC1D2B	0.00213645
TBC1D30	0.00144322
TBC1D31	0.00191606
TBC1D32	0.00320002
TBC1D3G	0.00213315
TBC1D4	0.00165109
TBC1D5	0.00135278
TBC1D7	0.0020009
TBC1D8	0.00129178
TBC1D9	0.00130826
TBCA	0.00204397
TBCC	0.00134155
TBCCD1	0.00135547
TBCD	0.00121789
TBCE	0.00283933
TBCEL	0.000829882
TBCK	0.00115387
TBK1	0.0016309
TBKBP1	0.00389705
TBL1XR1	0.00170184
TBPL1	0.00182309
TBPL2	0.0015418
TBRG1	0.00123862
TBX1	0.000897622
TBX15	0.00227336
TBX18	0.00313446
TBX19	0.00109361
TBX21	0.00394786
TBX3	0.00219778
TBX4	0.00216045
TBX5	0.00219362
TBX5-AS1	0.00176836
TBXA2R	0.00149849
TBXAS1	0.00192935
TC2N	0.00169793
TCEA2	0.00279541
TCEAL4P1	0.000919057
TCEANC2	0.00154216
TCEB1	0.00176443
TCEB1P18	0.00185473
TCEB1P3	0.00155581
TCEB1P30	0.00217961
TCEB2P2	0.00134677
TCEB2P3	0.00113999
TCEB3	0.00176955
TCERG1	0.00111568
TCERG1L	0.00208856
TCF12	0.00142039
TCF15	0.00173074
TCF19	0.0206821
TCF20	0.00130886
TCF21	0.0016683
TCF25	0.00509526
TCF3	0.00127545
TCF4	0.00206218
TCF7	0.00160419
TCF7L1	0.0011659
TCF7L2	0.00134199
TCFL5	0.00142666
TCHH	0.00230262
TCIRG1	0.00148066
TCL1A	0.00190278
TCL1B	0.00187713
TCL6	0.00179584
TCN2	0.00146087
TCOF1	0.0014049
TCP10	0.00283541
TCP10L2	0.00229467
TCP11L1	0.00108363
TCP1P1	0.00108464
TCTE1	0.00138144
TCTEX1D1	0.00195224
TCTN3	0.00153816
TDGF1	0.00297872
TDGF1P2	0.000828784
TDGF1P4	0.000641424
TDO2	0.00171579
TDP1	0.00224023
TDPX2	0.00252015
TDRD1	0.00135987
TDRD12	0.00175234
TDRD3	0.00114352
TDRD5	0.00188762
TDRD7	0.00154919
TDRD9	0.00152114
TDRG1	0.00152333
TDRP	0.00141692
TEAD1	0.00125717
TEAD2	0.00192268
TEAD4	0.00191385
TEC	0.00118986
TECPR2	0.00184271
TECR	0.00126495
TECRL	0.00145338
TECTA	0.000926495
TECTB	0.00111353
TEDDM1P1	0.00164258
TEK	0.00204574
TEKT1	0.00225274
TEKT3	0.00168849
TEKT5	0.0024096
TELO2	0.00172276
TEN1-CDK3	0.00172174
TENC1	0.00327957
TENM2	0.00126064
TENM3	0.00194871
TENM4	0.0022225
TEP1	0.00223268
TERF1	0.00333628
TERF2IP	0.00173406
TERT	0.00146185
TESC	0.00164499
TESK2	0.00197809
TESPA1	0.00218072
TET1	0.00263545
TET1P1	0.00147154
TET2	0.00202221
TET3	0.00182082
TEX101	0.0011836
TEX15	0.00175069
TEX19	0.00171045
TEX2	0.00152797
TEX22	0.000739542
TEX26	0.00117963
TEX26-AS1	0.00115045
TEX29	0.00117559
TEX33	0.000674992
TEX35	0.00202908
TEX36	0.00130935
TEX41	0.00177577
TEX9	0.0011927
TFAM	0.00201743
TFAP2A	0.00134123
TFAP2C	0.00169517
TFAP2D	0.00221034
TFAP4	0.00148079
TFB1M	0.00106767
TFCP2	0.00228609
TFCP2L1	0.00200405
TFDP2	0.00135523
TFEB	0.00231382
TFEC	0.00101158
TFF1	0.00183369
TFF2	0.00173747
TFF3	0.00163915
TFIP11	0.00128034
TFP1	0.00148794
TFPI	0.00279607
TFRC	0.00116639
TG	0.000761083
TGDS	0.00161132
TGFA	0.00220949
TGFB1	0.00170489
TGFB2	0.00145039
TGFB3	0.00176699
TGFBI	0.00147391
TGFBR1	0.000651405
TGFBR2	0.00197326
TGFBR3	0.0018437
TGFBRAP1	0.00128988
TGIF1	0.00160925
TGM1	0.00404099
TGM2	0.00161023
TGM3	0.00257319
TGM4	0.00177883
TGM6	0.00166787
TGS1	0.00150302
THA1P	0.0013801
THADA	0.00204904
THAP4	0.00235871
THAP7-AS1	0.0019874
THAP9	0.00182863
THBS1	0.00117399
THBS2	0.00153753
THBS4	0.00151445
THEG	0.00188797
THEGL	0.00216741
THEM4	0.00216655
THEM5	0.00205751
THEM6	0.00214676
THEMIS	0.00134867
THEMIS2	0.00155593
THEMIS3P	0.00112454
THG1L	0.00156805
THNSL2	0.00128709
THOC3	0.00201195
THOP1	0.00106922
THRA	0.00182403
THRAP3P1	0.00126518
THRB	0.00201398
THRB-AS1	0.00183131
THRB-IT1	0.00178573
THSD4	0.00203493
THSD7A	0.00186548
THSD7B	0.0191641
THTPA	0.000926082
TIAF1	0.00219532
TIAM1	0.00221148
TIAM2	0.00156406
TICAM1	0.00144815
TICAM2	0.00178958
TIE1	0.00203422
TIFAB	0.00172084
TIGIT	0.00111667
TIMD4	0.00182164
TIMELESS	0.00177056
TIMM10B	0.00118414
TIMM17A	0.00106082
TIMM21	0.00149877
TIMP2	0.0020078
TIMP3	0.00141008
TINAG	0.00233845
TINCR	0.00148117
TIPARP-AS1	0.00170644
TIPRL	0.00176457
TJAP1	0.00143913
TJP1	0.00114292
TJP2	0.00158464
TJP3	0.00127105
TK1	0.00149324
TK2	0.00206828
TLCD2	0.000919724
TLDC1	0.00157069
TLE1	0.00142221
TLE2	0.000810308
TLE3	0.00125903
TLE4	0.00113371
TLE6	0.000921731
TLK1	0.00196748
TLK2	0.0010508
TLL1	0.00123848
TLL2	0.00209844
TLN1	0.00174377
TLN2	0.00127012
TLR1	0.0106099
TLR10	0.0101145
TLR12P	0.00126545
TLR2	0.00148712
TLR3	0.00167151
TLR5	0.00164815
TLR6	0.0106099
TLX1NB	0.0011396
TLX3	0.00121776
TM2D1	0.00158824
TM2D3	0.00174021
TM4SF1-AS1	0.00115558
TM4SF18	0.00104805
TM4SF20	0.00189141
TM4SF4	0.00130543
TM4SF5	0.00190617
TM9SF1	0.00383156
TM9SF2	0.00226143
TM9SF3	0.00186238
TM9SF4	0.00202662
TMBIM4	0.00177899
TMBIM6	0.0021796
TMC1	0.00188383
TMC2	0.00156444
TMC3	0.00123659
TMC5	0.00146081
TMC6	0.00122531
TMC7	0.000764929
TMC8	0.00133839
TMCC1	0.00194931
TMCC1P1	0.00148437
TMCC2	0.00291755
TMCC3	0.0020781
TMCO1	0.0010919
TMCO3	0.00168256
TMCO4	0.00164417
TMCO5A	0.00161376
TMCO5B	0.0015922
TMED10	0.0017925
TMED3	0.00193934
TMED7-TICAM2	0.00178958
TMED8	0.00181175
TMED9	0.00156511
