IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL
HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.

MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite the original publishing author, as well as:
In any articles making use of this data, please refer to:
Stark C, Breitkreutz BJ, Reguly T, Boucher L, Breitkreutz A, Tyers M. BioGRID: A General Repository for Interaction Datasets.
Nucleic Acids Res. Jan1;34:D535-9.

This data is distributed for research purposes only, and is provided WITHOUT ANY WARRANTY.

----------------------------------------------------------------------------------------------------

Brief Description of the Columns: 

A.) INTERACTOR_A			Unique ID for Interacting Partner A
B.) INTERACTOR_B			Unique ID for Interacting Partner B
C.) OFFICIAL_SYMBOL_FOR_A
D.) OFFICIAL_SYMBOL_FOR_B
E.) ALIASES_FOR_A			List of common names for geneA, separated by '|'
F.) ALIASES_FOR_B			List of common names for geneB, separated by '|'
G.) EXPERIMENTAL_SYSTEM			System in which the interaction was shown
H.) SOURCE				Author/s of the interaction
I.) PUBMED_ID				PubMed_ID of the paper, separated by ';'
J.) ORGANISM_A_ID			NCBI ID of Gene A Organism
K.) ORGANISM_B_ID			NCBI ID of Gene B Organism

----------------------------------------------------------------------------------------------------
File Version: 4.4.222
----------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
ETG4087	RP23-467E19.1	SMAD2	Map2k3	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	AW212142|MEK3|MKK3|Prkmk3|mMKK3b	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	ETG74137	SMAD2	Nuak2	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	1200013B22Rik|Omphk2|Snark|mKIAA0537	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	ETG16589	SMAD2	Uhmk1	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	4732477C12Rik|4930500M09Rik|AA673513|AI449218|AU021979|KIS|Kist|P-CIP2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	RP23-372E6.1	SMAD2	Arhgef6	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	1600028C08Rik|1700038J06Rik|4930592P22Rik|alpha-PIX	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	RP23-47N2.1	SMAD2	Rgs3	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	4930506N09Rik|C2PA-RGS3|C2pa|PDZ-RGS3|RGS3S	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	ETG16876	SMAD2	Lhx9	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	3110009O07Rik|BB104635|LH2B	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	ETG66854	SMAD2	Trim35	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	0710005M05Rik|A430106H13Rik|AW046487|HLS5|Mair|NC8|mKIAA1098	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	ETG66894	SMAD2	Wwp2	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	1300010O06Rik|AA690238|AIP2|AW554328	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	ETG80837	SMAD2	Rhoj	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	1110005O19Rik|AW210585|Arhj|TC10L|TCL	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	ETG11854	SMAD2	Rhod	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	AI326383|Arhd|Rho|RhoHP1|RhoM	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	RP23-382C19.6	SMAD2	Arl4d	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	1110036H21Rik|ARL6|AW456149|Arf4l|Arfl4|Arl5	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	ETG16801	SMAD2	Arhgef1	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	Lbcl2|Lsc	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	ETG71713	SMAD2	Cdc40	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	1200003H23Rik|EHB3|PRP17	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	ETG108960	SMAD2	Irak2	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	6330415L08Rik|AI649099|IRAK-2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	RP23-261L3.1	SMAD2	Lmo2	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	Rbtn-2|Rbtn2|Rhom-2|Ttg2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	ETG17126	SMAD2	Smad2	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	7120426M23Rik|Madh2|Madr2|Smad-2|mMad2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4087	RP23-63E8.1	SMAD2	Smad3	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	AU022421|Madh3	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	ETG66922	SMAD3	Rras2	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	2610016H24Rik|C86394|TC21	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	ETG54126	SMAD3	Arhgef7	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	Cool|PIX|Pak3bp|betaPix|betaPix-b|betaPix-c|cool-1|mKIAA0142|p85Cool1|p85SPR	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	ETG52432	SMAD3	Ppp2r2d	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	1300017E19Rik|D7Ertd753e|MDS026	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	ETG66894	SMAD3	Wwp2	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	1300010O06Rik|AA690238|AIP2|AW554328	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	ETG75141	SMAD3	Rasd2	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	4930526B11Rik|AU045414|Rhes|TEM-2|TEM2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	ETG72433	SMAD3	Rab38	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	2310011F14Rik|AU043391|cht	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	RP23-261L3.4	SMAD3	Fbxo3	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	1200002G09Rik|1700026K02Rik|AI046358|Fba	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	RP23-319B15.3	SMAD3	Sqstm1	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	A170|OSF-6|Osi|STAP|STONE14|p62	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	RP23-467E19.1	SMAD3	Map2k3	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	AW212142|MEK3|MKK3|Prkmk3|mMKK3b	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	ETG22390	SMAD3	Wee1	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	Wee1A	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	RP23-372E6.1	SMAD3	Arhgef6	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	1600028C08Rik|1700038J06Rik|4930592P22Rik|alpha-PIX	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	RP23-47N2.1	SMAD3	Rgs3	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	4930506N09Rik|C2PA-RGS3|C2pa|PDZ-RGS3|RGS3S	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	ETG66854	SMAD3	Trim35	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	0710005M05Rik|A430106H13Rik|AW046487|HLS5|Mair|NC8|mKIAA1098	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	ETG53609	SMAD3	Clasrp	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	Clasp|Sfrs16|Srsf16|Swap2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	ETG17126	SMAD3	Smad2	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	7120426M23Rik|Madh2|Madr2|Smad-2|mMad2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	RP23-63E8.1	SMAD3	Smad3	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	AU022421|Madh3	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4088	ETG14836	SMAD3	Gsc	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	-	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG56212	SMAD4	Rhog	DPC4|JIP|MADH4|MYHRS	2810426G09Rik|Arhg|Sid10750	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG75141	SMAD4	Rasd2	DPC4|JIP|MADH4|MYHRS	4930526B11Rik|AU045414|Rhes|TEM-2|TEM2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG68328	SMAD4	Rab13	DPC4|JIP|MADH4|MYHRS	0610007N03Rik|B230212B15Rik	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG80837	SMAD4	Rhoj	DPC4|JIP|MADH4|MYHRS	1110005O19Rik|AW210585|Arhj|TC10L|TCL	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG76338	SMAD4	Rab2b	DPC4|JIP|MADH4|MYHRS	1500012D09Rik|4930528G15Rik|A230002G14|D530043M21Rik	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG11854	SMAD4	Rhod	DPC4|JIP|MADH4|MYHRS	AI326383|Arhd|Rho|RhoHP1|RhoM	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG19354	SMAD4	Rac2	DPC4|JIP|MADH4|MYHRS	AI323801|AI452260	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG18176	SMAD4	Nras	DPC4|JIP|MADH4|MYHRS	AV095280|N-ras	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-31C9.4	SMAD4	Rab3b	DPC4|JIP|MADH4|MYHRS	2610528C18Rik	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG72433	SMAD4	Rab38	DPC4|JIP|MADH4|MYHRS	2310011F14Rik|AU043391|cht	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG66922	SMAD4	Rras2	DPC4|JIP|MADH4|MYHRS	2610016H24Rik|C86394|TC21	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-60M5.2	SMAD4	Arfrp1	DPC4|JIP|MADH4|MYHRS	1500006I01Rik|AI480700	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG75869	SMAD4	Arl5b	DPC4|JIP|MADH4|MYHRS	4930587A11Rik|AW146430|Arl8	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG213498	SMAD4	Arhgef11	DPC4|JIP|MADH4|MYHRS	B930073M02|E130307F09|PDZ-RhoGEF|Prg|RhoGEF|mKIAA0380	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG54126	SMAD4	Arhgef7	DPC4|JIP|MADH4|MYHRS	Cool|PIX|Pak3bp|betaPix|betaPix-b|betaPix-c|cool-1|mKIAA0142|p85Cool1|p85SPR	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-319B15.3	SMAD4	Sqstm1	DPC4|JIP|MADH4|MYHRS	A170|OSF-6|Osi|STAP|STONE14|p62	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-42H18.3	SMAD4	Nek6	DPC4|JIP|MADH4|MYHRS	1300007C09Rik	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-358G23.4	SMAD4	Stk35	DPC4|JIP|MADH4|MYHRS	1700054C12Rik|CLIK1|Stk35l1	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-378L22.1	SMAD4	Ripk2	DPC4|JIP|MADH4|MYHRS	2210420D18Rik|CARD3|CARDIAK|CCK|D4Bwg0615e|RICK|RIP2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-467E19.1	SMAD4	Map2k3	DPC4|JIP|MADH4|MYHRS	AW212142|MEK3|MKK3|Prkmk3|mMKK3b	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG12649	SMAD4	Chek1	DPC4|JIP|MADH4|MYHRS	C85740|Chk1|rad27	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-450P9.2	SMAD4	Eif2ak4	DPC4|JIP|MADH4|MYHRS	2610011M03|GCN2|MGCN2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG74137	SMAD4	Nuak2	DPC4|JIP|MADH4|MYHRS	1200013B22Rik|Omphk2|Snark|mKIAA0537	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-209C6.3	SMAD4	Tssk3	DPC4|JIP|MADH4|MYHRS	1700014N07Rik|4930594I21Rik|Stk22c|Stk22d|Tsk-3|Tssk-3|Tssk3b	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG52033	SMAD4	Pbk	DPC4|JIP|MADH4|MYHRS	2810434B10Rik|AW538537|D14Ertd732e|TOPK	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG16589	SMAD4	Uhmk1	DPC4|JIP|MADH4|MYHRS	4732477C12Rik|4930500M09Rik|AA673513|AI449218|AU021979|KIS|Kist|P-CIP2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG20873	SMAD4	Plk4	DPC4|JIP|MADH4|MYHRS	1700028H20|AI385771|Sak|Stk18	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG67444	SMAD4	Ilkap	DPC4|JIP|MADH4|MYHRS	0710007A14Rik|1600009O09Rik|PP2C-DELTA	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG66854	SMAD4	Trim35	DPC4|JIP|MADH4|MYHRS	0710005M05Rik|A430106H13Rik|AW046487|HLS5|Mair|NC8|mKIAA1098	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG56736	SMAD4	Rnf14	DPC4|JIP|MADH4|MYHRS	2310075C09Rik|2610005D23Rik|AA986456|AU041447|D18Ertd188e|D7Bwg0165e|Triad2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG56515	SMAD4	Rnf138	DPC4|JIP|MADH4|MYHRS	2410015A17Rik|2810480D20Rik|STRIN|Trif|Trif-d	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG17125	SMAD4	Smad1	DPC4|JIP|MADH4|MYHRS	AI528653|Madh1|Madr1|Mlp1|MusMLP	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-63E8.1	SMAD4	Smad3	DPC4|JIP|MADH4|MYHRS	AU022421|Madh3	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG20846	SMAD4	Stat1	DPC4|JIP|MADH4|MYHRS	2010005J02Rik|AA408197	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG18260	SMAD4	Ocln	DPC4|JIP|MADH4|MYHRS	AI503564|Ocl	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG15191	SMAD4	Hdgf	DPC4|JIP|MADH4|MYHRS	AI118077|D3Ertd299e	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-185A18.5	SMAD4	Rab34	DPC4|JIP|MADH4|MYHRS	AI326479|Narr|Rah|Rah1	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-234K24.1	SMAD4	Ubb	DPC4|JIP|MADH4|MYHRS	AL033289|Rps27a|Uba52|Ubb2|Ubc	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-92B18.5	SMAD4	Rps27a	DPC4|JIP|MADH4|MYHRS	0610006J14Rik|Uba52|Ubb|Ubc	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-273O7.1	SMAD4	Itk	DPC4|JIP|MADH4|MYHRS	Emt|Tcsk|Tsk	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	RP23-381B19.6	SMAD4	Ap2b1	DPC4|JIP|MADH4|MYHRS	1300012O03Rik|AI788979	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG71236	SMAD4	Rsph14	DPC4|JIP|MADH4|MYHRS	4933431K05Rik|Rtdr1	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG17126	SMAD4	Smad2	DPC4|JIP|MADH4|MYHRS	7120426M23Rik|Madh2|Madr2|Smad-2|mMad2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4089	ETG11787	SMAD4	Apbb2	DPC4|JIP|MADH4|MYHRS	2310007D03Rik|FE65L1|Rirl1|TR2L|Zfra	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
ETG4092	ETG66894	SMAD7	Wwp2	CRCS3|MADH7|MADH8	1300010O06Rik|AA690238|AIP2|AW554328	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
RP11-96L7.1	RP23-205G15.2	TGFBR1	Nkiras1	AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I	2400004O09Rik|KBRAS1|kappaB-Ras1	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
RP11-96L7.1	ETG75141	TGFBR1	Rasd2	AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I	4930526B11Rik|AU045414|Rhes|TEM-2|TEM2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
RP11-96L7.1	ETG68328	TGFBR1	Rab13	AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I	0610007N03Rik|B230212B15Rik	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
RP11-96L7.1	ETG19338	TGFBR1	Rab33b	AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I	-	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
RP11-96L7.1	ETG69159	TGFBR1	Rhebl1	AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I	1810036J22Rik|Rheb2	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
RP11-96L7.1	ETG270192	TGFBR1	Rab6b	AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I	9630015C03|AI844641|C330006L04Rik|D9Bwg0185e	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
RP11-96L7.1	ETG11854	TGFBR1	Rhod	AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I	AI326383|Arhd|Rho|RhoHP1|RhoM	Affinity Capture-Luminescence	Barrios-Rodiles M (2005)	15761153	9606	10090
