gene_name	fg_pleio_degree_finemap	pleio_degree	pleio_degree_maxindep	pleio_degree_locuswide	fg_pleio_degree
LRRFIP2				2.0	
GOLGA4				1.0	
RP11-432B6.1				1.0	
RP11-432B6.3		1.0	1.0	1.0	
RP11-557J10.5				1.0	
RP11-557J10.3				1.0	
MMAA		1.0	1.0	1.0	
RP11-557J10.4				1.0	
C4orf51				1.0	4.0
RP11-181K12.2				1.0	5.0
RPL19P11		1.0	2.0	1.0	5.0
CTD-2127O16.2				1.0	
CTD-2207L17.2				2.0	
CTD-2207L17.1				2.0	
CTD-2175A23.1				2.0	
EFNA5		1.0	1.0	1.0	
AC010609.1				2.0	
CTC-248O19.1				2.0	
ERHP2				1.0	
MLIP-AS1		1.0	1.0	1.0	
HSPD1P16				1.0	
MYCT1		1.0	1.0	1.0	1.0
VIP				1.0	7.0
SYNJ2-IT1				1.0	
SNX9		1.0		2.0	
MIR3918				1.0	
EZR-AS1				1.0	
EZR		1.0	1.0	1.0	
OSTCP1				1.0	
SYTL3				1.0	
CYP2W1		1.0	1.0	1.0	
MIR339				1.0	
AC073957.15				1.0	
CTD-2227E11.1		2.0	1.0	3.0	2.0
RNU6-1198P				3.0	
FAM131B				2.0	1.0
RP11-563K23.1				2.0	
AC093673.5				2.0	1.0
TAS2R62P				1.0	
TAS2R60				1.0	
ZYX		1.0		2.0	1.0
EPHA1		1.0	1.0	2.0	
EPHA1-AS1		1.0	1.0	2.0	1.0
AC091171.1				1.0	
NUDT18				1.0	
FGF17				1.0	
FAM160B2				1.0	
HR				1.0	
SOX17				2.0	
RP11-716D16.1		1.0	1.0	1.0	3.0
RP11-347C18.5				1.0	
RP11-347C18.1				1.0	
RP11-347C18.3				3.0	
RP11-347C18.4				3.0	
CCNE2				1.0	
TP53INP1		1.0	1.0	3.0	
HMGA1P4				1.0	
RN7SL560P				1.0	
ZDHHC12				1.0	
RP11-545E17.3				1.0	
WDR34				1.0	
SET				1.0	
ZER1				1.0	
PKN3		1.0	1.0	1.0	
LRLE1				6.0	
ENPP7P1				7.0	
FAM85B				7.0	
FAM86B3P		7.0	3.0	8.0	
ALG1L13P		2.0	2.0	8.0	
CTD-3023L14.3		5.0	3.0	7.0	1.0
LINC00529		5.0	4.0	9.0	2.0
AL590822.2				3.0	
RP11-181G12.2				3.0	
KLHDC8A		2.0	1.0	3.0	
CRABP1				1.0	1.0
RP11-5O23.1		2.0		2.0	
FAH				1.0	
RN7SL105P				1.0	
RILP				1.0	
SCARF1				1.0	
AC015849.12				1.0	
AC015849.13				1.0	
AC015849.14				1.0	
CCL5				1.0	
TAF15		1.0		1.0	
AC015849.19				1.0	
C17orf66				1.0	
AC015849.2				1.0	
RP11-104J23.1				1.0	
CCL15				2.0	
NSFP1				2.0	
AL133245.2				1.0	
YIPF4		1.0		2.0	
GFRA4				1.0	
ATRN		1.0		1.0	
RN7SL321P				2.0	
FBXW12		2.0		2.0	1.0
RSPH10B				1.0	
RPL30P9				3.0	
RPS18P13				4.0	
KLHL26				3.0	
CTC-455F18.3				1.0	
MIR129-2				2.0	
AC105030.1				2.0	
AF213884.2				5.0	
RP11-499E18.1		2.0	3.0	6.0	
AF213884.1		5.0	1.0	6.0	
RP11-111D3.1				2.0	
RNU6-125P				1.0	
RP5-1018K9.1				1.0	1.0
AL671972.1				1.0	
AP006621.5		1.0	1.0	3.0	
AP006621.1		1.0	1.0	2.0	
AP006621.6				2.0	
TALDO1				2.0	
PDDC1				2.0	
RP11-342M21.2				2.0	
AAGAB				1.0	
RP11-571O6.1		2.0	1.0	2.0	2.0
GP1BA		2.0	1.0	3.0	
SLC25A11		2.0		3.0	
RNF167				3.0	
PFN1				3.0	
RP11-75C10.7				1.0	
RP11-75C10.9				1.0	
RP11-13K12.2				1.0	
RP11-13K12.1				1.0	
AP001476.2		1.0	1.0	3.0	2.0
AP001476.4				3.0	
AP001476.3				2.0	
PSMA6P3				1.0	
FTCD-AS1				2.0	
AP001471.1				2.0	
FTCD				2.0	
SPATC1L				2.0	
MIR548AO				1.0	
RPS29P2				1.0	
CTD-3080F16.3				1.0	
RNU6-895P				1.0	
SFRP1		2.0	1.0	1.0	
RP11-473E2.2				2.0	
RP11-473E2.4		2.0	2.0	2.0	1.0
RP11-473E2.3		1.0	1.0	2.0	
OR2F1				1.0	
RP4-669B10.6				2.0	
OR2Q1P				2.0	
SLC16A1P1				2.0	
OR6B1		2.0		2.0	
OR2A5				2.0	
RP4-669B10.3				2.0	
RP4-680D5.8				1.0	
CASP9		1.0		2.0	
AGMAT				1.0	
RP4-680D5.2				1.0	
DNAJC16		1.0	1.0	2.0	
LHPP		1.0		3.0	
FAM53B		4.0	2.0	4.0	
NPM1P31		1.0	1.0	1.0	
RP11-298J20.4		1.0		2.0	
BCL2L14		2.0	1.0	2.0	
RERG-IT1				1.0	
MEMO1P5		1.0	1.0	1.0	
CLDN10		1.0	1.0	1.0	
CLDN10-AS1				1.0	
RP11-371E8.2				1.0	
ITPK1-AS1				2.0	
RNU6-844P				1.0	
CTD-2515H24.3				1.0	
CTD-2515H24.4				1.0	
CTD-2515H24.1		1.0	1.0	1.0	
GCOM1				1.0	
POLR2M				1.0	
RAB8B		1.0		1.0	
RPS27L				1.0	
ODF3L1				1.0	
AC019294.1				2.0	
RP11-24M17.3				2.0	
DNM1P35				2.0	
RP11-593F23.1				1.0	1.0
KRT8P23				2.0	
RCN2		1.0		1.0	1.0
PSTPIP1		1.0		3.0	1.0
CTC-508F8.1				1.0	
CTD-2033A16.2				2.0	
NOB1				2.0	
RNU4-13P		1.0	1.0	4.0	
TBC1D3P1				2.0	
TBC1D3P1-DHX40P1		2.0	1.0	2.0	3.0
RP11-178C3.2		2.0	1.0	2.0	3.0
DHX40P1				2.0	
HMGN1P28				2.0	
CTB-184G21.3				4.0	
C19orf40				3.0	
RPL31P61				1.0	
ZNF345				1.0	1.0
ZNF383				1.0	
CTD-3064H18.2				1.0	
CTD-3064H18.1				1.0	
AC079779.5				2.0	
AC079779.6				2.0	
AC092839.1				2.0	
AC092839.4				2.0	
AC092839.3		1.0	1.0	2.0	
RP11-426K3.1				1.0	
RN7SL548P				2.0	
AC016738.4				1.0	
RPL31				1.0	
EPB41L5		2.0	2.0	2.0	
ACVR2A				1.0	
RP11-459I19.1				2.0	
AC009974.11				2.0	
CHPF				2.0	
RNA5SP478		1.0	1.0	1.0	
RP4-737E23.2		1.0	1.0	1.0	2.0
NXT1				1.0	
RP3-322G13.5				1.0	
GZF1				1.0	
RP3-322G13.7		1.0	1.0	1.0	
AL096677.1		1.0		1.0	
RNA5SP479				1.0	
NAPB		1.0	1.0	1.0	
CSTL1		1.0	1.0	1.0	
CST11				1.0	
CST12P		1.0	1.0	1.0	
CST8		1.0	1.0	1.0	
RP3-333B15.4		1.0	1.0	1.0	
CST13P		1.0		1.0	
CST9LP1		1.0	1.0	1.0	
CST9L		1.0	1.0	1.0	
RP11-218C14.2		1.0	1.0	1.0	1.0
CST9		1.0	1.0	1.0	
CST3				1.0	
RP11-218C14.8				1.0	
RP11-218C14.5		1.0	1.0	1.0	
CST4		1.0	1.0	1.0	
CST2P1		1.0	1.0	1.0	
CST1		1.0	1.0	1.0	
XXyac-YX60D10.1		1.0		1.0	
CST2		1.0	1.0	1.0	
CST5		1.0	1.0	1.0	
CSTP1		1.0	1.0	1.0	
RP5-831C21.1		1.0	1.0	1.0	
GGTLC1				1.0	
POM121L3P		1.0	1.0	1.0	
RP4-583P15.11				1.0	
AL158091.1		1.0		1.0	7.0
ABHD16B				1.0	1.0
C20ORF135				1.0	
RNA5SP126				1.0	
RNU6-1105P				1.0	
RP11-573D15.6				1.0	
RP11-573D15.9				1.0	
EIF4A2				1.0	
SNORD2				1.0	
RP11-135A1.2				1.0	
RP11-135A1.3		1.0	1.0	1.0	
RP11-407B7.1				1.0	
HES1				1.0	
MIR4450				1.0	
MIR548AH				1.0	
RP11-359D14.2				1.0	
RP11-359D14.3		1.0	1.0	1.0	
RP11-328K4.1		2.0	1.0	2.0	
RP11-125O18.1		1.0	1.0	1.0	
USP38		1.0		2.0	3.0
RP11-284M14.1		2.0	1.0	2.0	1.0
CTD-2228K2.5				1.0	
RP11-310P5.2				1.0	
MIR4456				1.0	
EXOC3				1.0	
CTD-2228K2.7				1.0	
SLC9A3		1.0		1.0	
MIR4459				1.0	
RP11-480N24.4				2.0	
RP11-392A23.4				2.0	
RP11-11D8.3				1.0	
RRAGD		1.0	1.0	1.0	
RP11-15G8.1		1.0		1.0	
AC003090.1		4.0	2.0	3.0	6.0
AC073934.6		1.0	1.0	1.0	
SND1		1.0	1.0	1.0	1.0
AC025594.1				2.0	
RP11-309L24.6				2.0	4.0
RN7SL306P				2.0	
KCP				2.0	
ODCP				1.0	
RP11-128A6.3		1.0	1.0	1.0	11.0
RP11-286H14.2				1.0	
RP11-286H14.1		1.0	1.0	1.0	3.0
RP11-286H14.3				1.0	
TPI1P2				1.0	
RP11-286H14.4				1.0	
TSPAN33				1.0	
AC073133.2				1.0	
AC073133.1				1.0	
MIR598				4.0	
AC037459.4				2.0	
C8orf58				2.0	
RP11-582J16.5		1.0	1.0	2.0	
CTD-3247F14.2				1.0	
EGR3				1.0	
CCAR2		1.0	1.0	2.0	
RP11-459E5.1				1.0	
RP5-849H19.2				2.0	
RP11-20O24.1				1.0	
RANP5				1.0	
RP5-1065J22.8				2.0	
TMEM167B				2.0	
SCARNA2		1.0	1.0	2.0	1.0
RP5-1065J22.4				2.0	
C1orf194				2.0	
TAF13		1.0	2.0	2.0	1.0
WDR47				1.0	
PSMA5		1.0		2.0	
EPS8L3		1.0	2.0	1.0	
RP4-781K5.5				4.0	
TIRAP				4.0	
RP11-712L6.5				4.0	
IFIT1P1				1.0	
SNORA16				1.0	
N4BP2L1				1.0	
RNU6-659P				1.0	
KRT18P7				1.0	
ADAM20				1.0	
MED6				1.0	
CTD-2540L5.5				1.0	1.0
RP11-486O13.4		1.0	1.0	1.0	
RN7SL192P				2.0	
CTC-215O4.4				2.0	
ZNF226				1.0	2.0
ZNF227		1.0	2.0	1.0	12.0
ZNF235				1.0	12.0
ZNF233				1.0	6.0
ZNF112				1.0	3.0
CTC-512J12.6		1.0	3.0	1.0	4.0
ZNF285				1.0	2.0
CTC-512J12.4				1.0	7.0
ZNF229		1.0	2.0	1.0	8.0
AC069278.4				1.0	
ZNF285B				1.0	2.0
AC005757.7				2.0	
CKM		3.0	4.0	4.0	12.0
RPS16P9				4.0	
L47234.1				3.0	
KLC3				4.0	9.0
ERCC2		1.0		3.0	9.0
CD3EAP		1.0		3.0	
PPP1R13L		2.0	1.0	3.0	4.0
ERCC1		1.0	1.0	3.0	14.0
FOSB				2.0	
PPM1N				2.0	7.0
RTN2		1.0		2.0	
VASP		1.0	1.0	2.0	7.0
AC074212.3		1.0	1.0	4.0	1.0
AL035045.1		1.0	2.0	1.0	1.0
RP5-905G11.3				1.0	
RNU6-192P				1.0	
RP1-1J6.2		1.0	1.0	1.0	
PLCG1				4.0	
RPL24P4		1.0	1.0	2.0	
GNMT				2.0	
PTCRA				3.0	
RP3-475N16.1		1.0	2.0	3.0	
PEX6				2.0	
PPP2R5D				3.0	
RP11-466F5.4				1.0	
RP11-466F5.10				1.0	
ALDH9A1				1.0	3.0
RP11-466F5.8		1.0		1.0	1.0
RP11-466F5.6				1.0	3.0
AP000758.1				2.0	
AP002348.1				2.0	
AC000003.2				1.0	
AC097381.1				1.0	
RN7SL352P				1.0	
RP11-157J24.1				1.0	
RP11-157J24.2		1.0		1.0	3.0
AP000428.1				1.0	
RP5-1115A15.1				4.0	
C1orf200				2.0	
RP11-558F24.2				2.0	
RP11-558F24.4				2.0	
PIK3CD		2.0	1.0	2.0	4.0
RP5-1077B9.5				2.0	
RN7SL649P		1.0	1.0	1.0	
RNU6-777P				1.0	
MIIP		1.0		2.0	
RP11-426M1.2				1.0	
MFN2		1.0		2.0	
TNFRSF8				1.0	1.0
RP11-182I10.1				2.0	
RP11-182I10.2				2.0	
SLC2A3P2				2.0	
RP4-535B20.4				1.0	
RP11-182I10.3		1.0	1.0	2.0	
RNU6-1176P		1.0	1.0	1.0	
MIR3671				1.0	
MIR101-1				1.0	
RP4-535B20.1				1.0	
RP4-535B20.2				1.0	
LMO4		1.0	1.0	1.0	
RP4-612C19.1				2.0	
RP4-612C19.2				2.0	
TMED5		1.0	1.0	4.0	
RP4-717I23.3		2.0	1.0	5.0	
CCDC18		2.0	2.0	2.0	
LINC00568		1.0	1.0	3.0	
RP1-15D23.2		1.0	1.0	1.0	10.0
RP11-363N22.2		2.0	1.0	2.0	
AL359878.1				2.0	
GTPBP4				1.0	
SNORA14				2.0	
RP11-536K7.5				2.0	2.0
RP11-414H17.2				2.0	1.0
KRT8P37		1.0	1.0	1.0	2.0
RP11-428L9.2		1.0	1.0	1.0	21.0
RP11-428L9.1				1.0	11.0
APBB1IP		1.0	1.0	1.0	
AL137026.1				2.0	
CXCL12		2.0	1.0	2.0	
RP11-380G5.3				1.0	
RN7SL644P				3.0	
B4GALNT4		1.0	1.0	5.0	
RP11-872D17.4				1.0	
AP000781.1				1.0	
PRG2				2.0	
TNKS1BP1				1.0	
SSRP1				1.0	
RP11-872D17.8				2.0	2.0
PRG3		1.0		1.0	
AP001362.1				5.0	
KCNK7				5.0	
MIR4690				3.0	
SIPA1		1.0	1.0	4.0	
MIR4489				3.0	
MAP3K11		1.0		5.0	
PCNXL3		1.0	1.0	5.0	
TSGA10IP				2.0	
PRKRIR		1.0	1.0	1.0	1.0
RP11-111M22.4				1.0	
RP11-111M22.2				1.0	
RP11-111M22.5				1.0	
C11orf30				2.0	2.0
RP11-111M22.3		1.0	1.0	1.0	
RP11-672A2.7		2.0	1.0	2.0	22.0
RP11-672A2.6		1.0	1.0	2.0	1.0
RP11-672A2.5				2.0	3.0
AP001189.4		1.0	1.0	1.0	1.0
RP11-672A2.4				1.0	1.0
RP11-672A2.3				1.0	
AP001925.1				2.0	
FLI1-AS1				4.0	
AC034102.1				1.0	
SUOX		1.0		1.0	
RP11-603J24.4		1.0	1.0	1.0	3.0
NAB2				3.0	
AC023237.1				3.0	
MYO1A				1.0	
TMEM194A				3.0	
RP11-545N8.3				3.0	9.0
RP11-796E2.4		1.0	1.0	1.0	
C12orf79		1.0	1.0	1.0	
BTG1				1.0	
RPL21P106				1.0	
MYL2				4.0	
CCDC63		4.0	1.0	4.0	4.0
RP1-46F2.2		1.0		4.0	10.0
RP1-128M12.3				2.0	
RPL7AP60				2.0	
RNY4P14				1.0	
GPR18				1.0	
GPR183				1.0	
MIR623				1.0	
HMGB3P4				1.0	
C14orf119				5.0	
CEBPE		4.0	2.0	4.0	
RNU6-1138P				4.0	
RP11-561B11.1				2.0	1.0
DNAJC8P1				2.0	
RP11-561B11.6				2.0	
RP11-561B11.3		1.0		2.0	1.0
LGALS3		2.0	2.0	2.0	
DLGAP5		1.0	1.0	2.0	
RP11-454L9.2				2.0	
RPL21P6				2.0	
FBXO34		1.0	1.0	2.0	
TBPL2		1.0	1.0	2.0	
ATG14		1.0	1.0	2.0	
RP11-131H24.4				1.0	
MIR4506				1.0	
FAM181A				1.0	
ASB2		1.0	1.0	1.0	1.0
LINC00521				1.0	1.0
OTUB2				1.0	
RP11-81A1.3		1.0	1.0	2.0	
MTHFS		1.0		2.0	
ST20		1.0	1.0	2.0	
ST20-MTHFS		2.0	2.0	2.0	
C15orf37		1.0	1.0	2.0	
C15ORF37		1.0	1.0	2.0	
BCL2A1		2.0	2.0	2.0	
RP11-81A1.8				2.0	
AC015871.1				2.0	
AC092117.2				1.0	
TCEB2				1.0	
SNORA3				1.0	2.0
LA16c-352F10.1				1.0	
SRRM2-AS1				1.0	
PRSS33		1.0	1.0	1.0	
PRSS41				1.0	
PRSS21				1.0	
ZG16B				1.0	
RP11-876N24.5				2.0	
RP11-876N24.4				2.0	
RP11-876N24.2				2.0	
DEXI				2.0	
CIITA		2.0	1.0	2.0	
RP11-66H6.3				1.0	
RP11-396B14.2		1.0	1.0	3.0	3.0
CTC-527H23.2				1.0	
CTC-527H23.3				1.0	
CTC-527H23.4				1.0	
AC007611.1				1.0	
N4BP1				1.0	
RP11-42I10.1		1.0	1.0	1.0	
RP11-67A1.2		1.0	1.0	3.0	
RP11-615I2.1		2.0	3.0	3.0	
RP11-542M13.2		3.0	2.0	3.0	5.0
RP11-141J13.5				1.0	
SMTNL2				1.0	
PELP1				2.0	
AC091153.4				2.0	
KRT8P34				3.0	
AC079199.2				3.0	
SERPINB3				1.0	
SERPINB11		1.0	1.0	1.0	
NCLN				2.0	
CELF5		2.0	1.0	2.0	
AC093063.3				1.0	
AC093063.2				1.0	
AC006133.3				1.0	
LGALS14				1.0	
LGALS17A		1.0		1.0	
CLC		1.0	1.0	1.0	
LEUTX				1.0	
AC018755.1				1.0	
AC018755.17				1.0	
RPL9P33				2.0	
SIGLEC14				4.0	
RPL7P51				4.0	
ZNF175				1.0	
AC018755.16				1.0	
SIGLEC5		1.0	1.0	4.0	
AC006272.2		1.0	1.0	2.0	
AC006272.1				2.0	
FPR2				1.0	
FPR3		1.0	1.0	2.0	
ZNF577				2.0	
FPR1				2.0	
AC007464.1				2.0	
RP11-373D23.3				2.0	
SNRPGP7				1.0	
FOSL2		1.0		2.0	
AC104695.4				2.0	
PLB1		1.0	1.0	2.0	
RN7SL210P				2.0	
FAHD2CP		1.0	1.0	2.0	
GPAT2		1.0	1.0	2.0	
CIAO1		1.0	1.0	1.0	
AC012307.3				1.0	
TMEM127				1.0	
SNRNP200				1.0	
AC021188.4		1.0	1.0	1.0	
NCAPH				1.0	
ITPRIPL1				1.0	
RP11-363D14.1				2.0	
NEURL3		1.0	1.0	2.0	
ARID5A		1.0	1.0	2.0	
KANSL3		1.0	1.0	1.0	
FER1L5				1.0	
MIR3127				2.0	
RP11-353K11.1				2.0	
CNNM4		2.0	2.0	2.0	
CNNM3				2.0	
LMAN2L				2.0	
ANKRD23		1.0	1.0	2.0	
ANKRD39		1.0	1.0	2.0	
AC079395.1				1.0	
TRIM43CP		1.0	1.0	1.0	
AC018892.8				1.0	
AC018892.3				1.0	
IGKV2OR2-1				1.0	
IGKV2OR2-2				1.0	
IGKV1OR2-3				1.0	
AC018892.9				1.0	
FAM178B				2.0	
MAP4K4		1.0	1.0	1.0	
AC007271.3				2.0	
AC007248.6				1.0	5.0
AC125238.3				1.0	2.0
CD28		1.0	1.0	1.0	9.0
MIR4776-2				1.0	
AC079610.1		1.0	1.0	2.0	1.0
AC108066.1				1.0	
SP140L				2.0	
AC005104.3				3.0	
SEPT2		1.0		5.0	
AC114730.11				2.0	
AC114730.8				2.0	
AC114730.7				2.0	
AC114730.5				1.0	
ING5		1.0		2.0	
AC114730.3				1.0	
AC114730.2				1.0	
CXXC11				1.0	
PDCD1		1.0	1.0	1.0	
AC131097.4				1.0	
AC131097.3				1.0	
RN7SL443P				1.0	
TOX2		1.0	1.0	1.0	4.0
RN7SL672P				1.0	
OLIG2				1.0	
LINC00945				1.0	
OLIG1				1.0	
AP000289.6				1.0	
AP000282.2		1.0	1.0	1.0	
AF015262.2				2.0	
AP001437.1				1.0	
DYRK1A		1.0	1.0	1.0	
AP001057.1				1.0	
AP001058.3				1.0	
AP001059.5				1.0	
ICOSLG		1.0	1.0	1.0	
ADORA2A		1.0		2.0	
CITF22-24E5.1				1.0	
PVALB				1.0	
CTA-833B7.2		1.0	1.0	1.0	2.0
RP3-408N23.4				1.0	
JTBP1				1.0	
MIR4766				1.0	
DNAJB7				1.0	
ST13				1.0	
TOB2				1.0	
CNTN4-AS1				1.0	
TRNT1				1.0	
CRBN				1.0	
IL5RA		1.0	1.0	1.0	
RP11-97C16.1				1.0	
SEC13P1				1.0	
CCR4				1.0	
AC112211.3				2.0	
TMPPE		1.0		2.0	
RN7SL296P				2.0	
MIR4787				1.0	
RP11-804H8.5				1.0	
RP11-804H8.6				1.0	
RP11-90K6.1				1.0	
SLC9C1				1.0	
CD200		1.0	1.0	1.0	
RP11-484K9.4				1.0	
CD200R1		1.0	1.0	1.0	
GTPBP8				1.0	
C3orf17				1.0	
POU5F1P6				3.0	
SNORA24		2.0	2.0	3.0	
MARK2P8				2.0	
RAB7A				3.0	
ACAD9		1.0		3.0	
RP11-723O4.6		3.0	1.0	3.0	
KIAA1257		3.0	1.0	3.0	
MIR28				3.0	
LINC01063				1.0	
NRROS		1.0	1.0	1.0	
RNA5SP158		1.0	1.0	3.0	
RP11-791G16.4				2.0	
LINC00575				3.0	
SCD5		3.0	1.0	3.0	
IL2		1.0	1.0	1.0	6.0
ADAD1				1.0	
RP11-461L13.3				1.0	
RP11-461L13.2				1.0	
FBXW7		1.0	1.0	1.0	
ANKRD33B-AS1				1.0	
RP11-54F2.1				1.0	
RP11-215G15.5				1.0	
RP11-215G15.4				1.0	
ANKRD33B		1.0	1.0	1.0	
CTC-551A13.2				1.0	1.0
RP11-114H7.1		1.0		1.0	2.0
RP11-114H7.2				1.0	
RP11-114H7.3		1.0	1.0	1.0	9.0
CDC42SE2		3.0	2.0	3.0	16.0
CTC-432M15.3		3.0	2.0	3.0	15.0
FNIP1		3.0	2.0	3.0	10.0
IL3		1.0		3.0	4.0
CSF2		2.0	2.0	3.0	3.0
AC063976.1				1.0	
IL4				1.0	5.0
AC004237.1				1.0	1.0
AC004041.2		1.0	1.0	1.0	24.0
CCNI2				1.0	12.0
AC005740.4		1.0	1.0	2.0	
RNF14				2.0	
AC005740.5				2.0	
GNPDA1		2.0	1.0	2.0	
ANXA6				3.0	
MIR5690				4.0	
LHFPL5		1.0	1.0	3.0	15.0
MRPS10				1.0	
GUCA1A				1.0	
GUCA1B				1.0	
TRERF1		1.0	1.0	1.0	
CARD11				1.0	2.0
EEF1A1P27		1.0	1.0	1.0	2.0
ABCB5				1.0	
AC073072.5		3.0	2.0	4.0	1.0
AC073072.6		1.0	1.0	4.0	1.0
AC073072.7				1.0	2.0
RNU6-565P				2.0	
RPS10P14				2.0	
TBRG4				1.0	
SNORA5A				1.0	
SNORA5C				1.0	
SNORA5B				1.0	
NACAD				1.0	
CCL26		1.0	1.0	1.0	
CCL24		1.0	1.0	1.0	
HIP1		1.0		2.0	
AC005077.5		1.0	1.0	1.0	
SRRM3		1.0	1.0	1.0	
RN7SL212P				1.0	
HSPB1				1.0	
RP4-800G7.1		1.0	1.0	1.0	
ZNF398				1.0	
ZNF212				1.0	
ZNF282				1.0	
RP11-875O11.3				3.0	
TNFRSF10C		3.0	2.0	3.0	1.0
TNFRSF10D				2.0	
RP11-875O11.2				3.0	
RP11-33I11.2				2.0	
RNU4-25P				3.0	
RP11-39K24.2				2.0	
AL161450.1		1.0		2.0	1.0
PDCD1LG2				2.0	2.0
RP11-574F11.3				2.0	
KIAA1432		2.0	2.0	2.0	
AK4P4		1.0	1.0	2.0	
ERMP1		2.0	2.0	2.0	
KIAA2026		1.0	1.0	2.0	
MIR4665				1.0	
RANBP6		1.0		1.0	
RP11-218I7.2		1.0	1.0	1.0	9.0
RP11-575C20.1		1.0	1.0	1.0	6.0
TPD52L3		1.0	1.0	1.0	
UHRF2				1.0	1.0
RP11-307L3.4				1.0	
RN7SL25P				1.0	
RP11-472F14.4				1.0	
NFIL3				1.0	
RNU6-432P				1.0	
TNFSF8		1.0	1.0	1.0	6.0
RP11-413M3.4				1.0	
RP11-629G13.1				1.0	
RNU7-187P				1.0	
AC018880.2		1.0		1.0	
RPL6P5		1.0	1.0	1.0	1.0
FCF1P5				1.0	
REV3L-IT1				1.0	
BRD7P4				1.0	
EPHX2				1.0	
TMEM81				4.0	
RP11-536L3.4				5.0	
RP11-383G10.1		3.0	1.0	4.0	
RP11-384C4.6				2.0	
RP11-384C4.3				1.0	
RP11-384C4.7				1.0	
PPP2R5A		1.0		2.0	2.0
SNORA16B				1.0	
RP11-384C4.2				1.0	
TMEM206		1.0		2.0	
MIR1537				1.0	
RNU5E-2P				1.0	
LYST		2.0		2.0	
RP11-800A3.2				3.0	
RP11-800A3.4				2.0	
OR8R1P				2.0	
P2RY6				3.0	
RP11-932A10.1				1.0	
NAA30		1.0		1.0	
PRAM1		1.0		2.0	
ZNF414				3.0	
PSMD8				1.0	
AC005789.9				1.0	
AC005789.11				1.0	
CATSPERG				1.0	
SPRED3				1.0	
FAM98C				1.0	
RASGRP4		1.0		1.0	
RYR1				1.0	
CXCR6		1.0		2.0	
CCR9				1.0	
LZTFL1				1.0	1.0
FYCO1		3.0	1.0	3.0	
CCR1				2.0	
TECRP1				2.0	
RP11-397E7.4				3.0	
RP11-434D11.1				1.0	
RNU6-752P				1.0	
LMNB1				1.0	
RP11-434D11.4		1.0		1.0	
RP5-991C6.2		1.0		5.0	
FAM46A		5.0	2.0	5.0	2.0
RP5-991C6.4				5.0	
RN7SL642P				1.0	
GS1-24F4.2		2.0	1.0	2.0	
DEFB1				2.0	
XKR5				2.0	2.0
GS1-24F4.3				2.0	
DEFA4		1.0	1.0	2.0	
DEFA8P				2.0	
DEFA9P				2.0	
DEFA10P		1.0		2.0	
DEFA1				2.0	
DEFT1P				2.0	
DEFA3		1.0	1.0	2.0	
DEFA6				2.0	
DEFA1B		1.0	1.0	2.0	
DEFT1P2				2.0	
DEFA11P		1.0		2.0	
DEFA7P		2.0	1.0	2.0	
DEFA5		1.0	1.0	2.0	
AF238378.7		1.0	1.0	2.0	
BAK1P1				1.0	1.0
NANOGP3				1.0	
AL591034.1		1.0	1.0	1.0	
RP1-27K12.4				1.0	
GCLC				1.0	
SNORD65				1.0	
RP11-141A19.2		2.0		2.0	
ZNF859P				2.0	
RP11-159H22.2				3.0	
RP11-159H22.1		1.0	1.0	3.0	
RP11-57A19.2				2.0	1.0
RP11-435I10.5		2.0		3.0	
NPIPB6		2.0		3.0	
EIF3CL		1.0		3.0	
SULT1A2		1.0		5.0	
SULT1A1		4.0	1.0	4.0	
NPIPB8		1.0		4.0	
CCDC101				6.0	
CD19				2.0	1.0
NFATC2IP				2.0	
RP11-28G8.1				2.0	
RPTOR		2.0		2.0	
CADM2-AS2				1.0	
RP1-224A6.9				2.0	
CTBP2P8				2.0	
MIR1262				2.0	
RPS7P4		1.0	1.0	2.0	
WLS		2.0	2.0	2.0	
RP4-671G15.2				4.0	1.0
CTTNBP2NL				3.0	3.0
ST7L		3.0	1.0	5.0	1.0
RP11-177F11.1				2.0	
AL646016.1				2.0	
RP11-14C22.6		2.0	2.0	2.0	1.0
SVILP1				2.0	
RP11-556E13.1		2.0	2.0	2.0	1.0
LRP4-AS1				3.0	
CKAP5				3.0	2.0
RP11-390K5.3				3.0	
RP11-390K5.6				3.0	
RP11-390K5.1				4.0	
RN7SL772P		1.0		6.0	
RP11-17G12.2				6.0	
PACSIN3		1.0		5.0	
ARFGAP2				3.0	
snosnR66				1.0	
RP11-65M17.1		1.0		2.0	
RP11-65M17.3		2.0	2.0	2.0	
ACA59				2.0	2.0
RP11-654D12.1				2.0	
RP11-654D12.2		2.0	2.0	2.0	7.0
RP11-567C2.1		2.0	2.0	2.0	
FABP3P2		5.0	4.0	4.0	4.0
RPL7L1P12				2.0	
AC015884.1				2.0	
MIR3183				2.0	
TIMM22				2.0	
ABR		2.0	2.0	2.0	
RP11-209M4.1		2.0	2.0	3.0	6.0
SOST		1.0	1.0	3.0	
CTC-501O10.1				2.0	4.0
DUSP3				3.0	
G6PC3				2.0	
AP001010.1				2.0	
RN7SL362P				2.0	
RNMT		1.0	1.0	2.0	
WDR88		1.0	1.0	2.0	
AC013480.2		3.0	1.0	4.0	1.0
PKDCC		3.0	2.0	5.0	1.0
AC093110.3				3.0	
RP11-19E11.1		1.0	1.0	2.0	2.0
EN1		2.0	2.0	2.0	
AC007358.1		2.0	2.0	2.0	2.0
