MPO_term	cluster_label	MPO_label
MP:0009468	1565	absent magnocellular neurosecretory cells
MP:0020442	2427	serous retina detachment
MP:0008600	5898	decreased circulating interleukin-2 level
MP:0009372	5120	abnormal cumulus oophorus morphology
MP:0011519	1652	abnormal placenta labyrinth size
MP:0030048	2773	sloping forehead
MP:0001588	3939	abnormal hemoglobin
MP:0009634	1392	absent popliteal lymph nodes
MP:0005462	4298	abnormal mast cell differentiation
MP:0002739	49	abnormal olfactory bulb development
MP:0011594	2629	decreased catalase activity
MP:0005227	5504	abnormal vertebral body development
MP:0000358	5929	abnormal cell morphology
MP:0004134	6978	abnormal chest morphology
MP:0003240	22	loss of hippocampal neurons
MP:0006300	4069	abnormal entorhinal cortex morphology
MP:0030514	1641	absent Tomes' process
MP:0013537	3634	increased salivary gland adenoma incidence
MP:0004214	4037	abnormal long bone diaphysis morphology
MP:0030467	56	abnormal cranial cartilage development
MP:0003862	106	decreased aggression towards male mice
MP:0002434	4467	abnormal T-helper 2 cell morphology
MP:0004000	2997	impaired passive avoidance behavior
MP:0010408	2168	sinus venosus atrial septal defect
MP:0014186	4354	epididymis hypertrophy
MP:0009911	1433	increased hyoid bone size
MP:0009886	3556	failure of palatal shelf elevation
MP:0031318	4094	enhanced skeletal muscle regeneration
MP:0005634	2399	decreased circulating sodium level
MP:0030463	533	apical tooth abscess
MP:0012496	576	abnormal pleuropericardial membrane morphology
MP:0004635	373	short metatarsal bones
MP:0012035	2720	abnormal b-wave shape
MP:0003789	537	increased osteosarcoma incidence
MP:0031381	623	decreased secondary ovarian follicle number
MP:0006365	374	absent guard hair
MP:0002110	1498	abnormal digit morphology
MP:0010388	2561	abnormal Bergmann glial cell differentiation
MP:0030299	428	lower jaw to upper jaw transformation
MP:0030934	4345	decreased primordial germ cell proliferation
MP:0009015	3962	short proestrus
MP:0021083	1390	increased cerebrospinal fluid amyloid beta 42 isoform level
MP:0004079	4618	abnormal putamen morphology
MP:0001219	2114	thick epidermis
MP:0013278	5561	decreased fasting circulating glucose level
MP:0000221	1291	decreased leukocyte cell number
MP:0013956	6393	decreased colon length
MP:0003130	6822	anal atresia
MP:0005449	1075	abnormal food intake
MP:0011858	3040	elongated kidney papilla
MP:0010751	2987	decreased susceptibility to parasitic infection induced morbidity/mortality
MP:0030750	745	increased circulating leucine level
MP:0001426	4229	polydipsia
MP:0013673	6008	increased mature NK cell number
MP:0004183	1214	abnormal sympathetic nervous system physiology
MP:0005526	7111	decreased renal plasma flow rate
MP:0013312	2191	absent ovary capsule
MP:0013936	297	abnormal thymus topology
MP:0011929	539	abnormal aortic valve flow
MP:0021009	2614	abnormal synaptic physiology
MP:0009951	6521	abnormal olfactory bulb mitral cell layer morphology
MP:0009062	2909	impaired lectin complement pathway
MP:0006092	1000	abnormal olfactory sensory neuron morphology
MP:0008718	1195	increased lung large cell carcinoma incidence
MP:0012257	1288	absent philtrum
MP:0011667	3401	double outlet right ventricle with atrioventricular septal defect
MP:0004283	7027	absent corneal endothelium
MP:0000547	160	short limbs
MP:0030189	3891	broad snout
MP:0003408	1525	increased width of hypertrophic chondrocyte zone
MP:0005338	933	atherosclerotic lesions
MP:0031034	6523	increased susceptibility to Poxviridae infection induced morbidity/mortality
MP:0005040	5567	abnormal MHC II cell surface expression on macrophages
MP:0005554	764	decreased circulating creatinine level
MP:0009071	412	short oviduct
MP:0001310	5390	abnormal conjunctiva morphology
MP:0001553	3769	abnormal circulating free fatty acids level
MP:0013741	5355	absent thymus corticomedullary boundary
MP:0010822	1422	pneumothorax
MP:0009135	4145	abnormal brown fat cell size
MP:0009361	134	abnormal primordial ovarian follicle morphology
MP:0010011	4006	ectopic hippocampus pyramidal cells
MP:0002584	5584	small ectoplacental cone
MP:0003806	5725	abnormal nucleotide metabolism
MP:0030205	1377	thick nasal septum
MP:0001649	5129	abnormal mandibular symphysis morphology
MP:0014162	1698	decreased circulating cortisol level
MP:0013459	2907	perioral dermatitis
MP:0004254	6736	cerebral amyloid angiopathy
MP:0004011	816	decreased diastolic filling velocity
MP:0031354	1569	abnormal acrosome assembly
MP:0011395	5493	decreased fetal cardiomyocyte proliferation
MP:0012285	2067	misaligned sternebrae
MP:0004170	1490	abnormal orbitofrontal cortex morphology
MP:0012730	4282	abnormal internal carotid artery morphology
MP:0006187	6633	retina deposits
MP:0001395	1344	bidirectional circling
MP:0003064	3134	decreased coping response
MP:0002182	2691	abnormal astrocyte morphology
MP:0012018	2056	abnormal oviduct physiology
MP:0030362	1683	sagittal suture sclerosis
MP:0009296	1690	increased mammary fat pad weight
MP:0003051	2977	curly tail
MP:0008003	5160	achlorhydria
MP:0011184	3826	absent embryonic epiblast
MP:0004255	2508	abnormal spongiotrophoblast layer morphology
MP:0004355	693	short radius
MP:0008285	5063	abnormal hippocampus granule cell layer
MP:0030832	2084	abnormal scapular coracoid process morphology
MP:0003177	2976	allodynia
MP:0000287	742	heart valve hypoplasia
MP:0002630	89	abnormal endocochlear potential
MP:0020356	1444	abnormal Sertoli cell barrier function
MP:0010110	683	abnormal renal phosphate reabsorption
MP:0011141	2514	increased lung endothelial cell apoptosis
MP:0014127	3440	increased thymoma incidence
MP:0011504	5978	abnormal limb long bone morphology
MP:0010240	6676	decreased skeletal muscle size
MP:0003390	557	lymphedema
MP:0009360	4885	endometrium inflammation
MP:0030445	497	abnormal sphenooccipital synchondrosis
MP:0009814	2859	increased prostaglandin level
MP:0030339	2423	absent second pharyngeal arch artery
MP:0001242	2155	hyperkeratosis
MP:0004531	260	short outer hair cell stereocilia
MP:0009952	370	abnormal olfactory bulb subventricular zone morphology
MP:0031167	2651	abnormal lung thrombosis
MP:0008233	6847	abnormal pro-B cell differentiation
MP:0000134	4454	abnormal compact bone thickness
MP:0030970	45	ketosis
MP:0012311	42	decreased defecation amount
MP:0004874	1405	abnormal timing of postnatal eyelid opening
MP:0002258	448	abnormal cricoid cartilage morphology
MP:0011910	4154	decreased pancreatic endocrine progenitor cell proliferation
MP:0031301	3537	chronic liver inflammation
MP:0030700	1766	increased threonine level
MP:0030719	1466	decreased circulating lysine level
MP:0010161	4928	decreased brain cholesterol level
MP:0004674	1874	thin ribs
MP:0030210	642	abnormal genioglossus muscle morphology
MP:0003103	3955	liver degeneration
MP:0008715	1318	increased lung small cell carcinoma incidence
MP:0003658	195	abnormal capillary morphology
MP:0031294	3887	penile hypospadia
MP:0020890	2070	abnormal milk sodium level
MP:0012246	321	abnormal hepatic cord morphology
MP:0004334	287	utricular macular degeneration
MP:0002607	3737	decreased basophil cell number
MP:0021195	2791	increased bone mineral density of caudal vertebrae
MP:0012253	467	abnormal intersomitic vessel morphology
MP:0008354	2826	decreased mature gamma-delta T cell number
MP:0000418	2106	focal hair loss
MP:0002294	6492	short gestation period
MP:0011108	6509	embryonic lethality during organogenesis, incomplete penetrance
MP:0030552	1962	decreased cementoblast number
MP:0009748	5710	abnormal behavioral response to addictive substance
MP:0001522	3867	impaired swimming
MP:0010700	2218	hair follicle comedo
MP:0014071	5467	increased cardiac muscle glycogen level
MP:0011885	2888	abnormal circulating lipase level
MP:0004270	3928	analgesia
MP:0030432	274	large cranial foramen ovale
MP:0009243	5583	hairpin sperm flagellum
MP:0030426	1965	facial muscle hypoplasia
MP:0002496	1238	increased IgD level
MP:0009049	1386	abnormal hallux morphology
MP:0031084	5257	decreased erythrocyte osmotic fragility
MP:0014224	2895	increased ileal goblet cell number
MP:0002001	1299	blindness
MP:0003031	4318	acidosis
MP:0005583	4999	decreased renin activity
MP:0001526	2219	abnormal placing response
MP:0011470	2231	increased urine creatinine level
MP:0013657	4585	abnormal blood cell morphology
MP:0004712	5055	notochord degeneration
MP:0001722	3169	pale yolk sac
MP:0003449	4497	abnormal intestinal goblet cell morphology
MP:0011234	702	abnormal retinol level
MP:0001130	513	abnormal ovarian folliculogenesis
MP:0013582	902	abnormal lateral nasal gland morphology
MP:0003262	6913	intestinal/bowel diverticulum
MP:0004830	2588	short incisors
MP:0010325	1256	abnormal malleus head morphology
MP:0009569	4597	abnormal left lung morphology
MP:0004827	3444	increased susceptibility to autoimmune hemolytic anemia
MP:0030376	2653	thick zygomatic arch
MP:0000997	5016	abnormal synovial joint capsule morphology
MP:0008302	670	thin adrenal cortex
MP:0005271	554	abnormal lacrimal bone morphology
MP:0010099	4538	abnormal thoracic cage shape
MP:0002408	6382	abnormal double-positive T cell morphology
MP:0030942	3770	abnormal microtubule organizing center morphology
MP:0004552	5875	fused tracheal cartilage rings
MP:0000492	5100	abnormal rectum morphology
MP:0001071	2537	abnormal facial nerve morphology
MP:0006047	7123	aortic valve regurgitation
MP:0000930	2931	wavy neural tube
MP:0004582	1092	absent cochlear hair bundle ankle links
MP:0004433	562	abnormal cochlear inner hair cell physiology
MP:0030290	1361	absent soft palate
MP:0004226	6286	absent Schlemm's canal
MP:0009546	1163	absent gastric milk in neonates
MP:0001657	4392	abnormal induced morbidity/mortality
MP:0009533	1167	absent palatine gland
MP:0002138	5350	abnormal hepatobiliary system morphology
MP:0004024	5217	aneuploidy
MP:0004934	3551	epididymis epithelium degeneration
MP:0011185	5440	absent primitive endoderm
MP:0010268	3160	decreased lymphoma incidence
MP:0001244	1776	thin dermal layer
MP:0001602	2152	impaired myelopoiesis
MP:0012094	2755	abnormal Reichert's membrane thickness
MP:0030377	264	zygomatic arch hypoplasia
MP:0001510	1936	abnormal coat appearance
MP:0010618	220	enlarged mitral valve
MP:0011639	2951	decreased mitochondrial DNA content
MP:0005452	3609	abnormal adipose tissue amount
MP:0008147	1517	asymmetric costovertebral joints
MP:0004304	2461	absent spiral limbus
MP:0020316	6838	decreased vascular endothelial cell proliferation
MP:0010012	15	ectopic cerebral cortex pyramidal cells
MP:0003858	4655	enhanced coordination
MP:0010903	1789	abnormal pulmonary alveolus wall morphology
MP:0002115	1960	abnormal limb bone morphology
MP:0013445	1540	Harderian gland atrophy
MP:0020410	129	increased liposarcoma incidence
MP:0031406	1444	decreased Sertoli cell proliferation
MP:0012489	828	abnormal retrosplenial region morphology
MP:0008240	2206	abnormal spleen marginal zone macrophage morphology
MP:0006200	3798	vitreous body deposition
MP:0012365	3012	increased erythrocyte sodium level
MP:0000897	1724	abnormal midbrain morphology
MP:0008284	6900	abnormal hippocampus pyramidal cell layer
MP:0003631	4980	nervous system phenotype
MP:0008838	5859	decreased transforming growth factor beta level
MP:0011190	6228	thick embryonic epiblast
MP:0003147	610	absent cochlea
MP:0030955	2577	abnormal Golgi trans cisterna morphology
MP:0004989	269	decreased osteoblast cell number
MP:0008956	6617	decreased cellular hemoglobin content
MP:0012556	296	increased cell death
MP:0010876	3861	decreased bone volume
MP:0004606	1883	absent vertebral spinous process
MP:0031449	5675	abnormal nasal cartilage morphology
MP:0014083	956	blunted small intestinal villi
MP:0008477	946	decreased spleen red pulp amount
MP:0009309	4977	increased small intestine adenocarcinoma incidence
MP:0031128	3166	cardiovascular shunt
MP:0000937	1765	abnormal motor neuron morphology
MP:0020475	3789	delayed circadian behavior phase
MP:0008387	6557	hypochromic anemia
MP:0002669	2215	abnormal scrotum morphology
MP:0020325	5246	abnormal beige fat cell morphology
MP:0012204	4356	abnormal neuronal stem cell physiology
MP:0014221	3910	increased colon goblet cell number
MP:0020554	4418	decreased stria medullaris size
MP:0006284	1235	absent hypaxial muscle
MP:0009055	4929	abnormal internal anal sphincter morphology
MP:0030200	4893	abnormal nasal septum cartilage morphology
MP:0002620	6017	abnormal monocyte morphology
MP:0008593	2718	increased circulating interleukin-10 level
MP:0030370	2989	absent jugum limitans
MP:0012356	464	increased prothrombin time
MP:0030226	1702	middle ear polyps
MP:0012458	735	decreased hippocampus pyramidal cell length
MP:0003115	4891	abnormal respiratory system development
MP:0000820	1150	abnormal choroid plexus morphology
MP:0012069	6141	abnormal horizontal basal cell of olfactory epithelium morphology
MP:0002716	4004	small male preputial gland
MP:0010916	3883	decreased solitary pulmonary neuroendocrine cell number
MP:0011253	5340	situs inversus with levocardia
MP:0008780	870	increased pancreatic acinar cell carcinoma incidence
MP:0009253	4008	abnormal sympathetic neuron physiology
MP:0010419	3208	inlet ventricular septal defect
MP:0004145	1227	abnormal muscle electrophysiology
MP:0005149	303	abnormal gubernaculum morphology
MP:0011197	2608	abnormal proamniotic cavity morphology
MP:0005104	61	abnormal tarsal bone morphology
MP:0004360	6615	absent ulna
MP:0009801	399	abnormal hair cortex keratinization
MP:0005439	5101	decreased glycogen level
MP:0003088	5891	abnormal prepulse inhibition
MP:0008386	2095	absent styloid process
MP:0005352	3026	small cranium
MP:0013551	3602	decreased cerebellar granule cell precursor proliferation
MP:0011612	3568	increased circulating ghrelin level
MP:0009725	280	absent lens vesicle
MP:0014025	694	decreased subchondral bone mineral content
MP:0009717	1166	absent subcommissural organ
MP:0030091	4519	macrodontia
MP:0004111	6630	abnormal coronary artery morphology
MP:0008078	4616	increased CD8-positive, alpha-beta T cell number
MP:0002344	2092	abnormal lymph node B cell domain morphology
MP:0012604	3267	decreased glutathione level
MP:0006205	3882	embryonic lethality between implantation and somite formation
MP:0008722	734	abnormal chemokine secretion
MP:0005477	1277	increased circulating thyroxine level
MP:0002544	1930	brachydactyly
MP:0011120	5664	increased primordial ovarian follicle number
MP:0004966	4152	abnormal inner cell mass proliferation
MP:0008969	1067	abnormal nasolacrimal duct morphology
MP:0008594	5532	decreased circulating interleukin-10 level
MP:0009462	3881	skeletal muscle hypotrophy
MP:0010902	2240	abnormal pulmonary alveolar sac morphology
MP:0009427	6084	increased tibialis anterior weight
MP:0011874	1467	enlarged urinary bladder
MP:0014046	3741	abnormal mitophagy
MP:0004704	6930	short vertebral column
MP:0010346	1575	increased thyroid carcinoma incidence
MP:0010064	540	increased circulating creatine level
MP:0008086	3578	increased T-helper 1 cell number
MP:0002706	1681	abnormal kidney size
MP:0012786	4645	increased rhombomere 1 size
MP:0020069	5967	decreased neocortex size
MP:0003894	6915	abnormal Purkinje cell innervation
MP:0002990	3506	short ureter
MP:0009624	4551	small inguinal lymph nodes
MP:0006413	3431	increased T cell apoptosis
MP:0003957	169	abnormal nitric oxide homeostasis
MP:0008374	6307	abnormal malleus manubrium morphology
MP:0005360	2903	urolithiasis
MP:0012513	1566	absent sternum body
MP:0004944	1553	abnormal B cell negative selection
MP:0011132	662	abnormal lung endothelial cell migration
MP:0004443	4355	absent supraoccipital bone
MP:0003855	5965	abnormal forelimb zeugopod morphology
MP:0008330	1669	absent somatotrophs
MP:0008897	377	decreased IgG2c level
MP:0030109	6306	abnormal incudomalleolar joint morphology
MP:0004687	495	split vertebrae
MP:0013767	1793	decreased palatal rugae number
MP:0020858	3940	corneal epithelium hypoplasia
MP:0004204	484	absent stapes
MP:0003978	7042	decreased circulating carnitine level
MP:0010938	3362	decreased total lung capacity
MP:0009005	977	abnormal sesamoid bone of gastrocnemius morphology
MP:0005298	460	abnormal clavicle morphology
MP:0013693	4417	abnormal hemopoiesis
MP:0000623	658	decreased salivation
MP:0009097	5251	absent endometrial glands
MP:0002345	4584	abnormal lymph node primary follicle morphology
MP:0000503	4141	excessive digestive secretion
MP:0030706	3539	increased glutamine level
MP:0004289	5472	abnormal bony labyrinth
MP:0003033	1559	abnormal pulmonary vascular resistance
MP:0020129	4636	decreased circulating non-HDL phospholipid level
MP:0009396	221	small endometrial glands
MP:0011965	1819	decreased total retina thickness
MP:0004466	24	short cochlear outer hair cells
MP:0008395	2535	abnormal osteoblast differentiation
MP:0002881	3701	long hair
MP:0010371	6049	abnormal epiglottis morphology
MP:0012473	4428	increased cingulate cortex size
MP:0004980	1578	increased neuronal precursor cell number
MP:0011701	3185	decreased cumulus expansion
MP:0009467	1754	abnormal magnocellular neurosecretory cell morphology
MP:0010310	699	increased Schwannoma incidence
MP:0020427	5044	increased hepatocyte karyomegaly
MP:0003047	760	abnormal thoracic vertebrae morphology
MP:0011346	97	renal tubule atrophy
MP:0005343	636	increased circulating aspartate transaminase level
MP:0001231	2161	abnormal epidermis stratum basale morphology
MP:0002428	506	abnormal semicircular canal morphology
MP:0003107	4657	abnormal response to novelty
MP:0002161	3157	abnormal fertility/fecundity
MP:0004336	346	small utricle
MP:0008473	327	abnormal spleen follicular dendritic cell network
MP:0005078	3104	abnormal cytotoxic T cell physiology
MP:0030575	6711	decreased hair follicle cell proliferation
MP:0002009	4218	preneoplasia
MP:0000346	3016	broad head
MP:0000985	2611	abnormal Merkel's receptor morphology
MP:0000352	1968	decreased cell proliferation
MP:0000629	631	absent mammary gland
MP:0001988	1593	cocaine preference
MP:0014022	6707	abnormal duodenum topology
MP:0001855	1503	abnormal atrial thrombosis
MP:0010613	2177	abnormal mitral valve anulus morphology
MP:0002776	5809	increased Sertoli cell number
MP:0004446	590	split exoccipital bone
MP:0008419	404	abnormal cutaneous microfibril morphology
MP:0013198	1637	absent head mesenchyme
MP:0001017	4629	abnormal stellate ganglion morphology
MP:0005195	721	abnormal posterior eye segment morphology
MP:0030975	6976	placenta hemorrhage
MP:0002574	1454	increased vertical activity
MP:0004456	5945	small pterygoid bone
MP:0020837	1068	decreased circulating citrulline level
MP:0008128	3788	abnormal brain internal capsule morphology
MP:0003129	4054	persistent cloaca
MP:0011622	2307	abnormal habituation to a novel odor
MP:0008378	552	small malleus processus brevis
MP:0004238	20	absent pterygoid muscle
MP:0003914	879	decreased heart right ventricle weight
MP:0004559	5225	small allantois
MP:0010915	6087	increased solitary pulmonary neuroendocrine cell number
MP:0020917	1209	decreased susceptibility to Herpesvirales infection
MP:0000403	6012	increased curvature of zigzag hairs
MP:0010047	2386	axonal spheroids
MP:0004689	3534	small ischium
MP:0011194	5702	abnormal hair follicle physiology
MP:0009412	6835	skeletal muscle fiber degeneration
MP:0013337	5698	abnormal adenohypophysis development
MP:0010147	6534	abnormal endocrine pancreas physiology
MP:0006156	3930	abnormal visual pursuit
MP:0008130	609	abnormal pituitary intermediate lobe morphology
MP:0005092	4520	decreased double-positive T cell number
MP:0000636	1496	enlarged pituitary gland
MP:0013945	5015	abnormal elbow joint morphology
MP:0012290	1622	abnormal slow-wave sleep pattern
MP:0012398	2901	decreased nucleated erythrocyte cell number
MP:0003098	5712	decreased tendon stiffness
MP:0004996	1115	abnormal CNS synapse formation
MP:0002765	4984	short fibula
MP:0000887	1617	delaminated cerebellar granule layer
MP:0003843	6595	abnormal sagittal suture morphology
MP:0006043	422	decreased apoptosis
MP:0013886	5922	increased CD4-negative, CD25-positive NK T cell number
MP:0010946	1848	hyperpnea
MP:0002145	2531	abnormal T cell differentiation
MP:0030867	5797	small thyroid cartilage
MP:0011638	6516	abnormal mitochondrial chromosome morphology
MP:0001399	3358	hyperactivity
MP:0013910	2415	small fourth ventricle
MP:0003089	1425	decreased skin tensile strength
MP:0008989	6541	abnormal liver sinusoid morphology
MP:0008854	755	bleb
MP:0020844	6254	abnormal pulmonary respiratory rate response
MP:0013182	3888	increased spinal cord apoptosis
MP:0003898	5652	abnormal QRS complex
MP:0009442	769	increased ovarian teratoma incidence
MP:0010724	1120	thick interventricular septum
MP:0009037	1940	abnormal subarachnoid space development
MP:0008767	568	abnormal hair medullary septa cells
MP:0001601	2083	abnormal myelopoiesis
MP:0031369	851	prostate gland dorsolateral lobe hyperplasia
MP:0031231	3360	decreased circulating angiotensin II level
MP:0008244	5394	abnormal peritoneal macrophage morphology
MP:0009882	4785	absent palatal shelf
MP:0020202	2052	abnormal macrophage cell number
MP:0000367	1982	abnormal coat/ hair morphology
MP:0008273	1743	abnormal intramembranous bone ossification
MP:0004918	3729	abnormal negative T cell selection
MP:0010977	2126	fused right lung lobes
MP:0001124	4865	abnormal gametes
MP:0009018	3816	short estrus
MP:0031043	2798	decreased susceptibility to Flaviviridae infection induced morbidity/mortality
MP:0002279	2418	abnormal diaphragm morphology
MP:0010728	38	fusion of atlas and occipital bones
MP:0010040	349	abnormal oval cell morphology
MP:0013155	2806	decreased KLRG1+ CD8 alpha-beta T cell number
MP:0030979	1939	decreased spinal cord weight
MP:0010238	4545	increased skeletal muscle weight
MP:0011510	3022	biventricular, discordant atrioventricular connection
MP:0011306	2118	absent kidney pelvis
MP:0009395	2752	increased nucleated erythrocyte cell number
MP:0002991	573	abnormal sebaceous gland physiology
MP:0031336	5963	abnormal uterine epithelium development
MP:0031441	3279	increased periocular mesenchyme apoptosis
MP:0013426	6693	decreased memory-marker NK cell number
MP:0004645	3512	decreased vertebrae number
MP:0005285	1635	decreased unsaturated fatty acids level
MP:0012105	2570	delayed gastrulation
MP:0030831	2364	abnormal glenoid fossa morphology
MP:0030016	4005	increased adipocyte glucose uptake
MP:0002241	2205	abnormal laryngeal mucosa goblet cell morphology
MP:0009220	2417	increased prostate gland adenocarcinoma incidence
MP:0010257	3999	posterior cortical cataract
MP:0008108	2085	abnormal small intestinal villus morphology
MP:0030556	1270	abnormal cementocyte canaliculus morphology
MP:0013457	3139	increased eccrine gland number
MP:0030911	1730	increased melanoblast apoptosis
MP:0030207	687	absent zygomaticus muscle
MP:0003426	5250	pulmonary interstitial fibrosis
MP:0010954	925	abnormal cellular respiration
MP:0002396	4931	abnormal hematopoietic system morphology/development
MP:0030192	4569	downturned snout
MP:0011089	639	perinatal lethality, complete penetrance
MP:0021155	4866	abnormal heart left ventricle wall thickness
MP:0012096	1102	decreased Reichert's membrane thickness
MP:0014082	6552	decreased small intestinal villus height
MP:0003460	3313	decreased fear-related response
MP:0009764	3889	decreased sensitivity to induced morbidity/mortality
MP:0001410	14	head bobbing
MP:0030515	2109	periodontal ligament necrosis
MP:0001191	235	abnormal skin condition
MP:0002557	185	abnormal social/conspecific interaction behavior
MP:0004962	4482	decreased prostate gland weight
MP:0003735	2796	cup-shaped ears
MP:0011425	3125	abnormal kidney interstitium morphology
MP:0003148	551	decreased cochlear coiling
MP:0030122	825	temporal bone squamous part hypoplasia
MP:0001533	1162	abnormal skeleton physiology
MP:0010859	3859	abnormal anterior commissure pars anterior morphology
MP:0000671	2558	bulbourethral gland hypoplasia
MP:0011826	2498	abnormal lymphocyte chemotaxis
MP:0014075	1584	decreased brain glycogen level
MP:0008093	3159	abnormal memory B cell number
MP:0010524	2770	calcified aortic arch
MP:0008720	4722	impaired neutrophil chemotaxis
MP:0008162	4506	increased diameter of tibia
MP:0021182	3834	decreased femoral compact bone area
MP:0008459	1611	abnormal circulating pancreatic peptide level
MP:0005390	5681	skeleton phenotype
MP:0011032	2728	impaired branching involved in terminal bronchiole morphogenesis
MP:0014206	3202	decreased intestinal epithelial sodium ion transmembrane transport
MP:0011047	5498	increased lung tissue damping
MP:0005249	2080	abnormal palatine bone morphology
MP:0000953	2164	abnormal oligodendrocyte morphology
MP:0008771	2291	elongated vertebral column
MP:0006320	6917	abnormal interscapular fat pad morphology
MP:0011463	2589	decreased urine bicarbonate level
MP:0004542	2413	impaired acrosome reaction
MP:0011820	3522	decreased pancreatic beta cell proliferation
MP:0010320	3629	increased pituitary gland tumor incidence
MP:0001125	1938	abnormal oocyte morphology
MP:0003039	1064	increased time of peak ischemic contracture
MP:0005317	1089	increased triglyceride level
MP:0011338	4381	abnormal mesangial matrix morphology
MP:0000273	1056	overriding aortic valve
MP:0003479	5080	abnormal nerve fiber response intensity
MP:0009002	3739	premature hair regrowth
MP:0011460	3410	decreased urine chloride ion level
MP:0001958	2877	emphysema
MP:0003758	1021	narrow palate
MP:0003507	50	abnormal ovary physiology
MP:0005469	107	abnormal thyroxine level
MP:0009137	4408	decreased brown fat lipid droplet number
MP:0013373	5208	increased sebum secretion
MP:0010433	5051	double inlet heart left ventricle
MP:0000413	4890	polyphalangy
MP:0009755	3692	impaired behavioral response to alcohol
MP:0002253	1526	abnormal pharyngeal muscle morphology
MP:0000276	1422	heart right ventricle hypertrophy
MP:0003656	1895	abnormal erythrocyte physiology
MP:0011806	2971	decreased dermal fibroblast proliferation
MP:0012506	6884	brain atrophy
MP:0020943	726	increased susceptibility to Flaviviridae infection
MP:0011146	4656	abnormal mesenchymal cell proliferation involved in lung development
MP:0011943	1470	abnormal circadian feeding behavior
MP:0004624	6123	abnormal thoracic cage morphology
MP:0011087	5425	neonatal lethality, complete penetrance
MP:0004366	898	abnormal strial marginal cell morphology
MP:0012602	5735	increased alpha-fetoprotein level
MP:0003358	4998	abnormal hypaxial muscle morphology
MP:0005105	4459	abnormal middle ear ossicle morphology
MP:0011743	2112	abnormal Golgi apparatus morphology
MP:0020111	1008	decreased thromboxane level
MP:0011525	5552	abnormal placenta intervillous maternal lacunae morphology
MP:0008265	4125	abnormal hippocampus CA2 region morphology
MP:0003116	3260	rickets
MP:0011151	3094	abnormal hippocampus stratum radiatum morphology
MP:0011149	2862	abnormal hippocampus stratum lacunosum morphology
MP:0030523	145	abnormal stratum intermedium morphology
MP:0002075	4223	abnormal coat/hair pigmentation
MP:0004325	516	absent vestibular hair cells
MP:0003565	3878	abnormal glucagon secretion
MP:0030252	1949	narrow frontonasal prominence
MP:0012795	1937	absent rhombomere 3
MP:0003916	3577	decreased heart left ventricle weight
MP:0003221	5915	abnormal cardiomyocyte apoptosis
MP:0012466	3077	decreased hippocampal fimbria size
MP:0008178	2687	decreased germinal center B cell number
MP:0013963	5289	jugular vein stenosis
MP:0011169	5059	abnormal white fat cell differentation
MP:0000203	7087	abnormal circulating aspartate transaminase level
MP:0011067	1333	abnormal somatostatin level
MP:0003271	1664	abnormal duodenum morphology
MP:0004127	530	thick hypodermis
MP:0004590	1149	absent Deiters cells
MP:0010116	466	abnormal primitive urogenital sinus morphology
MP:0000911	99	abnormal trigeminal motor nucleus morphology
MP:0000781	3047	decreased corpus callosum size
MP:0002497	1296	increased IgE level
MP:0013342	5622	bifurcated Rathke's pouch
MP:0009509	132	absent rectum
MP:0009846	5738	abnormal neural crest morphology
MP:0005547	5377	abnormal Muller cell morphology
MP:0013897	2865	decreased eyelid cilium number
MP:0002152	3746	abnormal brain morphology
MP:0008216	2714	absent transitional stage B cells
MP:0006325	1404	impaired hearing
MP:0009413	6553	skeletal muscle fiber atrophy
MP:0003255	3809	bile duct proliferation
MP:0006023	5083	detached Reissner membrane
MP:0031008	32	decreased bone marrow adipose tissue amount
MP:0002036	2489	increased rhabdomyosarcoma incidence
MP:0002353	6250	abnormal inguinal lymph node morphology
MP:0014077	486	ectopic Paneth cells
MP:0021104	753	abnormal ventral interneuron 2 morphology
MP:0014234	3177	decreased enterocyte apoptosis
MP:0010681	4719	abnormal hair follicle bulb morphology
MP:0008672	404	increased interleukin-13 secretion
MP:0001428	2613	adipsia
MP:0013929	5953	absent eye muscles
MP:0013148	6131	mastitis
MP:0005071	1747	enlarged hair follicle melanin granules
MP:0003048	37	abnormal cervical vertebrae morphology
MP:0009899	302	hyoid bone hypoplasia
MP:0001402	1024	decreased locomotor activity
MP:0006219	5194	optic nerve degeneration
MP:0013666	6964	decreased immature NK cell number
MP:0003161	46	absent lateral semicircular canal
MP:0013487	1829	abnormal Paneth cell physiology
MP:0005598	1630	decreased ventricle muscle contractility
MP:0008255	4760	decreased megakaryocyte cell number
MP:0031328	5689	delayed skeletal muscle regeneration
MP:0011290	3541	decreased nephron number
MP:0005272	1935	abnormal temporal bone morphology
MP:0020253	3740	increased collagen level
MP:0008355	79	absent mature gamma-delta T cells
MP:0010563	4267	increased heart right ventricle size
MP:0001770	3192	abnormal iron level
MP:0005657	3395	abnormal neural plate morphology
MP:0020518	309	renal glomerular protein deposits
MP:0002314	4014	abnormal respiratory mechanics
MP:0020215	5605	impaired blood coagulation
MP:0006086	5866	decreased body mass index
MP:0002932	2424	abnormal joint morphology
MP:0010926	5372	increased osteoid volume
MP:0004391	5461	abnormal respiratory conducting tube morphology
MP:0011728	713	abnormal pineal gland physiology
MP:0008998	7066	decreased blood osmolality
MP:0009150	5568	pancreatic acinar cell atrophy
MP:0013759	1426	decreased intestinal glucose absorption
