MPO_term	cluster_label	MPO_label
MP:0030310	1604	abnormal cranial foramen morphology
MP:0010787	1945	gastric cyst
MP:0006371	1868	absent hair follicle pheomelanosome pheomelanin
MP:0009523	1718	submandibular gland hyperplasia
MP:0001243	3102	abnormal dermal layer morphology
MP:0011014	2404	decreased core body temperature
MP:0009283	299	decreased gonadal fat pad weight
MP:0011495	968	abnormal head shape
MP:0011733	236	fused somites
MP:0000394	6870	absent hair follicle melanin granules
MP:0020379	3877	abnormal sucrose solution preference
MP:0013006	40	abnormal enteric neural crest cell migration
MP:0030398	1107	absent incus lenticular process
MP:0014163	936	abnormal ciliary muscle morphology
MP:0008662	2405	abnormal interleukin-12 secretion
MP:0004681	1929	intervertebral disk hypoplasia
MP:0011683	394	dual inferior vena cava
MP:0012113	491	decreased inner cell mass proliferation
MP:0021032	3298	increased tumor necrosis factor receptor superfamily member 11b level
MP:0003845	2492	abnormal decidualization
MP:0001361	3857	social withdrawal
MP:0030431	3107	wide metopic suture
MP:0000524	3777	decreased renal tubule number
MP:0030279	5396	thin neurocranium
MP:0013752	5433	stridor
MP:0014165	60	absent ciliary process
MP:0008975	2507	delayed male fertility
MP:0004147	5309	increased porphyrin level
MP:0010084	2687	abnormal long lived plasma cell morphology
MP:0011995	5404	decreased leukemia incidence
MP:0008974	6660	proportional dwarf
MP:0002409	3471	decreased susceptibility to infection
MP:0008020	3706	abnormal dermal mast cell morphology
MP:0001178	3496	pulmonary hypoplasia
MP:0002725	4707	abnormal vein morphology
MP:0010690	1183	thick hair follicle outer root sheath
MP:0008340	2221	increased corticotroph cell number
MP:0010359	3821	increased liver free fatty acids level
MP:0013775	282	increased KLRG1-positive T-helper cell number
MP:0008794	2321	increased lens epithelium apoptosis
MP:0009153	64	increased pancreas tumor incidence
MP:0003602	2397	increased renal hamartoma incidence
MP:0010343	4855	increased lipoma incidence
MP:0003936	5002	abnormal reproductive system development
MP:0030710	4475	decreased circulating glutamine level
MP:0006162	3628	thick eyelids
MP:0006354	157	abnormal fourth pharyngeal arch artery morphology
MP:0009189	690	abnormal pancreatic epsilon cell morphology
MP:0001290	5870	delayed eyelid opening
MP:0001011	3764	abnormal superior cervical ganglion morphology
MP:0011214	1549	increased brain copper level
MP:0005117	83	increased circulating pituitary hormone level
MP:0031050	199	increased susceptibility to Paramyxoviridae infection induced morbidity/mortality
MP:0020447	1020	decreased NAD(P)H oxidase activity
MP:0009750	922	impaired behavioral response to addictive substance
MP:0006075	5125	abnormal retina cone bipolar cell morphology
MP:0012085	141	midface hypoplasia
MP:0004964	6657	absent inner cell mass
MP:0001909	2842	reduced NMDA receptor mediated synaptic activity in barrel cortex
MP:0000292	5997	distended pericardium
MP:0020500	288	persistent trigeminal artery
MP:0010470	5599	dilated ascending aorta
MP:0013203	372	abnormal primary cilium morphology
MP:0009794	6514	sebaceous gland hyperplasia
MP:0003420	647	delayed intramembranous bone ossification
MP:0005582	2484	increased renin activity
MP:0031122	3899	areflexia
MP:0013486	4439	decreased Paneth cell number
MP:0013844	2552	abnormal perichondrial ossification
MP:0011960	5564	abnormal eye anterior chamber depth
MP:0005659	1835	decreased susceptibility to diet-induced obesity
MP:0030587	5569	abnormal pancreatic alpha cell mass
MP:0008088	4029	abnormal T-helper 1 cell differentiation
MP:0003437	4755	abnormal carotid body morphology
MP:0012245	1369	abnormal hepatoblast migration
MP:0030303	5463	small ethmoid bone
MP:0004174	3274	abnormal spine curvature
MP:0005341	2703	decreased susceptibility to atherosclerosis
MP:0010178	5522	increased number of Howell-Jolly bodies
MP:0004672	1698	short ribs
MP:0004702	3005	increased circulating insulin-like growth factor I level
MP:0013957	7095	increased small intestine length
MP:0011737	5042	hypodipsia
MP:0009686	437	abnormal spinal cord medial motor column morphology
MP:0004072	538	abnormal frontal plane axis
MP:0011284	1516	abnormal circulating erythropoietin level
MP:0010826	4744	absent lung saccules
MP:0009186	6370	decreased PP cell number
MP:0009140	2116	dilated efferent ductule of testis
MP:0012736	5086	abnormal polar body morphology
MP:0006007	5196	abnormal basal ganglion morphology
MP:0012277	5175	increased tail bud apoptosis
MP:0010403	4946	atrial septal defect
MP:0000798	6565	abnormal frontal lobe morphology
MP:0003570	1414	increased uterus leiomyoma incidence
MP:0014129	2254	thymus fibrosis
MP:0030685	2172	decreased cystathionine level
MP:0011922	5545	abnormal circulating osteocalcin level
MP:0011509	4485	dilated glomerular capillary
MP:0000624	5087	xerostomia
MP:0003649	3566	decreased heart right ventricle size
MP:0030978	762	impaired binding of sperm to zona pellucida
MP:0005466	590	abnormal T-helper 2 physiology
MP:0012250	6210	absent heart valves
MP:0000966	216	decreased sensory neuron number
MP:0001156	2945	abnormal spermatogenesis
MP:0013375	529	abnormal sebocyte morphology
MP:0011066	3797	abnormal renal tubule epithelial cell primary cilium morphology
MP:0012433	736	decreased ovarian tumor incidence
MP:0008013	2567	cecum polyps
MP:0030982	3854	abnormal copulatory plug deposition
MP:0009133	4211	decreased white fat cell size
MP:0008690	3369	increased interleukin-23 secretion
MP:0014144	2861	abnormal white adipose tissue mass
MP:0013362	1049	absent pineal gland
MP:0004967	3759	abnormal kidney epithelium morphology
MP:0006427	999	ectopic Leydig cells
MP:0009652	5094	abnormal palatal rugae morphology
MP:0030257	1514	increased tongue papilloma incidence
MP:0005236	6603	abnormal olfactory nerve morphology
MP:0001785	2389	edema
MP:0002820	442	abnormal premaxilla morphology
MP:0000279	5321	ventricular hypoplasia
MP:0004327	2548	increased vestibular hair cell number
MP:0009241	621	thick sperm flagellum
MP:0004621	5353	lumbar vertebral fusion
MP:0008828	6862	abnormal lymph node cell ratio
MP:0010983	5745	abnormal ureteric bud invasion
MP:0013181	1176	absent placenta
MP:0006359	5083	absent startle reflex
MP:0030244	492	short chin
MP:0012779	1952	abnormal brain cholesterol level
MP:0003823	4013	increased left ventricle developed pressure
MP:0010233	2106	hairless tail
MP:0005257	5295	abnormal intraocular pressure
MP:0014230	1649	dilated crypt of Lieberkuhn
MP:0021131	1170	increased glycerophosphocholine level
MP:0000813	3282	abnormal hippocampus layer morphology
MP:0006433	3970	abnormal articular cartilage morphology
MP:0000786	584	abnormal embryonic neuroepithelial layer differentiation
MP:0004297	2198	abnormal proprioceptive neuron morphology
MP:0012531	1869	delayed limb development
MP:0011291	2893	nephron necrosis
MP:0004461	6794	basisphenoid bone hypoplasia
MP:0011984	4497	decreased enteroendocrine cell number
MP:0003707	2783	increased cell nucleus count
MP:0005541	3862	abnormal iris stromal pigmentation
MP:0010027	2331	increased liver cholesterol level
MP:0001209	4341	spontaneous skin ulceration
MP:0000010	4328	abnormal abdominal fat pad morphology
MP:0008384	5886	absent nasal capsule
MP:0001943	888	abnormal respiration
MP:0003879	1156	abnormal hair cell physiology
MP:0002021	2381	increased incidence of induced tumors
MP:0009928	398	abnormal pinna hair pigmentation
MP:0011158	2975	absent hypodermis muscle layer
MP:0004348	1699	long femur
MP:0001787	959	pericardial edema
MP:0000161	1243	scoliosis
MP:0003019	1164	increased circulating chloride level
MP:0013522	4881	decreased memory-marker CD4-positive NK T cell number
MP:0005156	4277	bradykinesia
MP:0000872	2323	abnormal cerebellum external granule cell layer morphology
MP:0001067	3752	absent mandibular nerve
MP:0013168	5916	absent hindlimb buds
MP:0011106	5733	embryonic lethality between implantation and somite formation, incomplete penetrance
MP:0013380	3031	absent sebocyte
MP:0001108	4648	absent Schwann cells
MP:0004613	2766	fusion of vertebral arches
MP:0008658	912	decreased interleukin-1 beta secretion
MP:0013344	4424	increased pituitary gland apoptosis
MP:0008779	3126	abnormal maternal behavior
MP:0005121	2781	decreased circulating prolactin level
MP:0030402	2002	abnormal stapes head morphology
MP:0004403	6139	absent cochlear outer hair cells
MP:0001405	5542	impaired coordination
MP:0030632	2315	increased urine creatine level
MP:0001200	577	thick skin
MP:0010527	3048	bicuspid pulmonary valve
MP:0003575	6721	absent oviduct
MP:0010157	5456	abnormal small intestinal crypt cell proliferation
MP:0005318	4956	decreased triglyceride level
MP:0004602	2922	abnormal vertebral articular process morphology
MP:0030208	642	abnormal intrinsic tongue muscle morphology
MP:0009195	502	abnormal PP cell physiology
MP:0001700	2060	abnormal embryo turning
MP:0009459	4771	skeletal muscle hyperplasia
MP:0011998	5999	decreased embryonic cilium length
MP:0004568	1123	fusion of glossopharyngeal and vagus nerve
MP:0030220	2758	mandibular cyst
MP:0010514	1206	fragmented QRS complex
MP:0031380	1104	abnormal secondary ovarian follicle number
MP:0006347	971	abnormal sixth pharyngeal arch morphology
MP:0006013	2541	absent endolymphatic sac
MP:0005563	6851	abnormal hemoglobin content
MP:0003211	5510	abnormal aorta elastic fiber morphology
MP:0001235	5728	disorganized suprabasal layer
MP:0003328	2626	portal hypertension
MP:0004735	1132	enlarged thoracic cavity
MP:0021134	1151	decreased amino acid betaine level
MP:0021099	556	abnormal dorsal interneuron LA morphology
MP:0031388	710	absent manchette
MP:0031274	976	increased susceptibility to induced aneurysm formation
MP:0011959	1624	abnormal eye posterior chamber depth
MP:0020814	685	abnormal photoreceptor outer segment diameter
MP:0008192	1749	abnormal germinal center B cell physiology
MP:0001033	1348	abnormal parasympathetic system morphology
MP:0004288	4087	abnormal spiral ligament morphology
MP:0002871	286	albuminuria
MP:0010722	2074	persistent cervical thymus
MP:0011031	1378	abnormal branching involved in terminal bronchiole morphogenesis
MP:0010406	3422	common atrium
MP:0011384	4096	abnormal progesterone level
MP:0008208	7091	decreased pro-B cell number
MP:0011939	1059	increased food intake
MP:0012168	2631	abnormal optic placode morphology
MP:0009009	1550	absent estrous cycle
MP:0001133	1037	impaired luteal cell differentiation
MP:0004865	1145	abnormal platelet calcium level
MP:0012592	1885	decreased brain choline acetyltransferase activity
MP:0012307	3165	impaired spatial learning
MP:0011305	763	dilated kidney calyx
MP:0004467	432	absent zygomatic bone
MP:0030783	2361	abnormal posterior longitudinal ligament morphology
MP:0011167	32	abnormal adipose tissue development
MP:0030265	5876	parietal bossing
MP:0002643	2668	poikilocytosis
MP:0004673	5333	splayed ribs
MP:0031365	337	prostate gland ventral lobe hyperplasia
MP:0010811	6386	decreased type II pneumocyte number
MP:0001436	1734	abnormal suckling behavior
MP:0000965	1134	abnormal sensory neuron morphology
MP:0008750	4027	abnormal interferon level
MP:0009905	605	absent tongue
MP:0030858	2290	small olecranon
MP:0012757	2340	abnormal cranial neural crest cell migration
MP:0004653	6698	absent caudal vertebrae
MP:0001157	885	small seminal vesicle
MP:0010711	1250	persistent hyperplastic primary vitreous
MP:0006358	2816	absent pinna reflex
MP:0008054	2233	abnormal uterine NK cell morphology
MP:0030374	65	Meckel's cartilage hypoplasia
MP:0013201	644	head mesenchyme hyperplasia
MP:0003307	3458	pyloric stenosis
MP:0003557	1094	absent vas deferens
MP:0004923	263	absent common crus
MP:0009964	5157	abnormal cerebellum lobule morphology
MP:0009659	179	striated fur
MP:0030011	2187	small cervical lymph nodes
MP:0000746	1908	weakness
MP:0000228	3723	abnormal thrombopoiesis
MP:0004914	3379	absent ultimobranchial body
MP:0030732	48	increased gamma-aminobutyric acid level
MP:0003588	3947	ureter stenosis
MP:0000100	4598	abnormal ethmoid bone morphology
MP:0001267	2136	enlarged chest
MP:0000248	919	macrocytosis
MP:0003813	4617	abnormal hair follicle dermal papilla morphology
MP:0020135	908	abnormal heart ventricle wall thickness
MP:0030764	2216	increased anandamide level
MP:0003445	3837	sirenomelia
MP:0000708	5169	thymus hyperplasia
MP:0031085	1764	increased erythrocyte osmotic fragility
MP:0030062	1755	choanal stenosis
MP:0008076	2858	abnormal CD4-positive T cell differentiation
MP:0001829	785	increased activated T cell number
MP:0012688	2734	abnormal heart ventricles weight
MP:0010708	721	absent iris stroma
MP:0000166	359	abnormal chondrocyte morphology
MP:0005551	4567	abnormal eye electrophysiology
MP:0013651	781	increased CD11b-low dendritic cell number
MP:0000608	5014	dissociated hepatocytes
MP:0004163	654	abnormal adenohypophysis morphology
MP:0002499	5158	chronic inflammation
MP:0002898	4663	absent cartilage
MP:0013495	3912	decreased trachea gland number
MP:0003489	1138	increased channel response threshold
MP:0011255	2902	abnormal anterior visceral endoderm cell migration
MP:0013893	2689	decreased common lymphocyte progenitor cell number
MP:0009869	4720	abnormal descending aorta morphology
MP:0003397	2595	increased muscle weight
MP:0008807	3081	increased liver iron level
MP:0031078	6381	increased circulating troponin T level
MP:0000644	718	dextrocardia
MP:0008961	3310	abnormal basal metabolism
MP:0009349	6886	increased urine pH
MP:0009458	1357	abnormal skeletal muscle size
MP:0009374	4427	absent cumulus expansion
MP:0008881	6602	absent Harderian gland
MP:0004367	6955	abnormal strial intermediate cell morphology
MP:0000928	3749	incomplete rostral neuropore closure
MP:0009298	4528	increased mesenteric fat pad weight
MP:0005614	2662	decreased susceptibility to type III hypersensitivity reaction
MP:0005266	1872	abnormal metabolism
MP:0014108	2281	calcified pancreas
MP:0008083	1704	decreased single-positive T cell number
MP:0008903	3098	abnormal mesenteric fat pad morphology
MP:0009185	688	increased PP cell number
MP:0009420	3349	skeletal muscle endomysial fibrosis
MP:0012504	4450	increased forebrain apoptosis
MP:0030436	4750	premature frontonasal suture closure
MP:0013368	3393	abnormal sweat gland physiology
MP:0000494	6656	abnormal cecum morphology
MP:0008652	3988	decreased interleukin-1 secretion
MP:0002801	1970	abnormal long term object recognition memory
MP:0030387	3866	large posterior fontanelle
MP:0031343	1110	colon atresia
MP:0006236	6096	absent Meibomian glands
MP:0008122	4761	decreased myeloid dendritic cell number
MP:0008517	2188	thick retina outer nuclear layer
MP:0002953	3508	thick ventricular wall
MP:0013520	890	increased CD4-positive NK T cell number
MP:0002263	6094	abnormal laryngeal muscle morphology
MP:0005120	5088	decreased circulating growth hormone level
MP:0000807	942	abnormal hippocampus morphology
MP:0004544	2444	absent esophagus
MP:0011521	6712	decreased placental labyrinth size
MP:0002733	6769	abnormal thermal nociception
MP:0006113	2339	abnormal heart septum morphology
MP:0003934	2251	abnormal pancreas development
MP:0000316	4361	cellular necrosis
MP:0013405	4429	increased circulating lactate level
MP:0008325	4003	abnormal gonadotroph morphology
MP:0013269	3384	third pharyngeal arch hypoplasia
MP:0008346	2326	increased gamma-delta T cell number
MP:0005385	2635	cardiovascular system phenotype
MP:0005306	1304	abnormal phalanx morphology
MP:0013350	1574	Rathke's pouch hypoplasia
MP:0003402	4531	decreased liver weight
MP:0013163	634	absent thyroid gland isthmus
MP:0011869	1657	detached podocyte
MP:0004829	4943	increased anti-chromatin antibody level
MP:0013585	5152	thymus cortex atrophy
MP:0001078	1131	abnormal phrenic nerve morphology
MP:0030386	1141	facial bone hypoplasia
MP:0005560	5589	decreased circulating glucose level
MP:0020868	2403	decreased lipogenesis
MP:0002590	2478	increased mean corpuscular volume
MP:0000542	3523	left-sided isomerism
MP:0010344	558	increased hibernoma incidence
MP:0021214	5398	anterior cleft palate
MP:0012401	5957	long nails
MP:0008203	26	absent B-1a cells
MP:0009525	1487	abnormal submandibular duct morphology
MP:0009272	230	decreased guard hair length
MP:0005501	1545	abnormal skin physiology
MP:0001246	2727	mixed cellular infiltration to dermis
MP:0030795	4022	joint dislocation
MP:0003547	3408	abnormal pulmonary pressure
MP:0005655	4968	increased aggression
MP:0031410	2018	biflagellated sperm
MP:0005141	4952	liver hyperplasia
MP:0008814	1939	decreased nerve conduction velocity
MP:0002951	393	small thyroid gland
MP:0020089	2105	increased susceptibility to diet-induced non-insulin dependent diabetes
MP:0008882	3170	abnormal enterocyte physiology
MP:0005578	1342	teratozoospermia
MP:0012173	92	short rostral-caudal axis
MP:0003968	2871	abnormal growth hormone level
MP:0009267	5399	abnormal cerebellum fissure morphology
MP:0004685	668	calcified intervertebral disk
MP:0006101	100	absent tegmentum
MP:0009378	3540	abnormal endoplasmic reticulum morphology
MP:0008094	333	absent memory B cells
MP:0003249	1383	increased muscle free fatty acids level
MP:0014132	2780	abnormal tear film physiology
MP:0005637	2671	abnormal iron homeostasis
MP:0031007	962	decreased lung glycogen level
MP:0020583	6466	decreased ceramide level
MP:0013268	6610	second pharyngeal arch hypoplasia
MP:0009152	705	increased pancreatic intraepithelial neoplasia incidence
MP:0004627	362	abnormal trochanter morphology
MP:0020485	2908	abnormal inferior vena cava topology
MP:0005648	4503	heart right ventricle degeneration
MP:0010432	2483	common ventricle
MP:0008647	3855	increased circulating interleukin-12b level
MP:0011648	5279	thick heart valve cusps
MP:0011444	5489	abnormal renal water homeostasis
MP:0013913	6669	absent costovertebral joint
MP:0010193	4051	abnormal choroid melanin granule morphology
MP:0002664	947	decreased circulating adrenocorticotropin level
MP:0002679	2605	abnormal corpus luteum morphology
MP:0003289	6652	abnormal intestinal peristalsis
MP:0010328	2852	thin malleus neck
MP:0020392	1767	abnormal radial glial cell apoptosis
MP:0030293	827	small tensor veli palatini muscle
MP:0004781	1892	abnormal surfactant composition
MP:0004221	1032	abnormal iridocorneal angle
MP:0005316	5329	abnormal response to tactile stimuli
MP:0010937	5395	increased total lung capacity
MP:0003159	6387	abnormal esophageal smooth muscle morphology
MP:0005603	4731	neuron hypertrophy
MP:0013930	1122	abnormal digastric muscle connection
MP:0003465	1100	increased single cell response threshold
MP:0006335	4383	abnormal hearing electrophysiology
MP:0008513	2089	thin retina inner plexiform layer
MP:0000218	650	increased leukocyte cell number
MP:0031271	2624	increased susceptibility to age-related hepatic steatosis
MP:0030373	4056	Meckel's cartilage hyperplasia
MP:0008536	1121	enlarged third ventricle
MP:0000106	1377	abnormal basisphenoid bone morphology
MP:0004284	5959	abnormal Descemet membrane morphology
MP:0006065	3589	abnormal heart position or orientation
MP:0006372	336	impaired placental function
MP:0005606	1505	increased bleeding time
MP:0031424	513	enhanced female fertility
MP:0004130	3908	abnormal muscle cell glucose uptake
MP:0013587	5370	absent thymus medulla
MP:0012818	2091	rhombomere transformation
MP:0002762	6983	ectopic cerebellar granule cells
MP:0010361	3172	increased gangliosarcoma incidence
MP:0013785	3938	abnormal mammary gland bud morphology
MP:0030336	2656	third pharyngeal arch artery hypoplasia
MP:0005147	722	prostate gland hypoplasia
MP:0004860	4334	dilated kidney collecting duct
MP:0002957	4586	increased intestinal adenocarcinoma incidence
MP:0009736	3721	abnormal prostate gland branching morphogenesis
MP:0001732	2686	postnatal growth retardation
MP:0010557	6106	dilated pulmonary artery
MP:0003325	3516	decreased liver function
MP:0003927	4756	increased cellular glucose import
MP:0008307	5736	short scala media
MP:0005369	925	muscle phenotype
MP:0012252	4724	abnormal septum transversum morphology
MP:0011406	142	abnormal retrotrapezoid nucleus morphology
MP:0012743	2972	increased inner cell mass apoptosis
MP:0001627	5428	abnormal cardiac output
MP:0013895	2579	abnormal eyelid cilium morphology
MP:0002892	5572	decreased superior colliculus size
MP:0010243	1679	increased kidney copper level
MP:0002924	1115	delayed CNS synapse formation
MP:0004803	1220	increased susceptibility to autoimmune diabetes
MP:0011145	3554	abnormal mesenchymal cell differentiation involved in lung development
MP:0003341	6554	chronic pancreas inflammation
MP:0004791	583	absent lower incisors
MP:0012486	2229	decreased cochlear VIII nucleus size
MP:0004182	1272	abnormal spermiation
MP:0008738	4290	abnormal liver iron level
MP:0031153	1558	stomach hemorrhage
MP:0003708	2068	binucleate
MP:0004097	1046	abnormal cerebellar cortex morphology
MP:0000808	5247	abnormal hippocampus development
MP:0008863	121	craniofacial asymmetry
MP:0004894	2015	uterus atrophy
MP:0004449	1897	absent presphenoid bone
MP:0003128	2682	splayed clitoris
MP:0003988	4438	disorganized embryonic tissue
MP:0010717	417	optic nerve coloboma
MP:0013200	1544	head mesenchyme hypoplasia
MP:0031226	958	increased CXCL10 level
MP:0030337	6767	enlarged third pharyngeal arch artery
MP:0002378	4012	abnormal gut-associated lymphoid tissue morphology
MP:0010865	3519	prenatal growth retardation
MP:0009224	2242	absent endometrium
MP:0012249	90	absent myotome
MP:0009281	762	abnormal hyperactivated sperm motility
MP:0003599	5629	large penis
MP:0002698	542	abnormal sclera morphology
MP:0001061	6651	abnormal oculomotor nerve morphology
MP:0002807	1632	abnormal eye blink conditioning behavior
MP:0000382	4164	underdeveloped hair follicles
MP:0001357	112	increased aggression towards humans
MP:0003348	117	hypopituitarism
MP:0011804	6606	increased cell migration
MP:0009844	4966	abnormal neural crest cell apoptosis
MP:0004463	4018	basisphenoid bone foramen
MP:0013279	3533	increased fasting circulating glucose level
MP:0020340	2310	abnormal inhibitory learning
MP:0008049	85	increased memory T cell number
MP:0010747	5707	abnormal enamel organ morphology
MP:0008479	1260	decreased spleen white pulp amount
MP:0005525	2564	increased renal plasma flow rate
MP:0010171	2760	abnormal centroacinar cell of Langerhans morphology
MP:0020395	2307	abnormal response to social novelty
MP:0013734	3082	squamous metaplasia of preputial gland
MP:0006278	1030	aortic aneurysm
MP:0006142	5316	abnormal sinoatrial node conduction
MP:0009004	2141	progressive hair loss
MP:0010858	4158	pulmonary epithelial necrosis
MP:0002031	841	increased adrenal gland tumor incidence
MP:0001221	2133	epidermal atrophy
MP:0008339	1669	absent thyrotrophs
MP:0031273	418	decreased susceptibility to induced aneurysm formation
MP:0005248	5796	abnormal Harderian gland morphology
MP:0004478	5781	increased testicular teratoma incidence
MP:0004344	3214	scapular bone hypoplasia
MP:0005577	889	uterus prolapse
MP:0003120	1389	abnormal tracheal cartilage morphology
MP:0031428	3570	lens dislocation
MP:0008560	3532	increased tumor necrosis factor secretion
MP:0020464	2012	decreased megakaryocyte progenitor cell number
MP:0006378	6729	abnormal spermatogonia morphology
MP:0004395	6625	increased cochlear inner hair cell number
MP:0014059	3417	abnormal photoreceptor connecting cilium morphology
MP:0003326	4949	liver failure
MP:0005529	1687	abnormal renal vascular resistance
MP:0010733	1480	abnormal axon initial segment morphology
MP:0013267	774	first pharyngeal arch hypoplasia
MP:0008148	5035	abnormal sternocostal joint morphology
MP:0001240	1808	abnormal epidermis stratum corneum morphology
MP:0013300	2799	abnormal submandibular gland physiology
MP:0001177	1085	atelectasis
MP:0012402	290	abnormal nail bed morphology
MP:0002188	1100	small heart
MP:0011221	1135	decreased intestinal calcium absorption
MP:0005585	2008	increased tidal volume
MP:0004721	3430	abnormal platelet dense granule morphology
MP:0011441	1701	decreased kidney cell proliferation
MP:0012104	352	small amniotic cavity
MP:0012404	2539	abnormal nail color
MP:0006207	6138	embryonic lethality during organogenesis
MP:0001613	3043	abnormal vasodilation
MP:0003886	6865	abnormal embryonic epiblast morphology
MP:0013511	565	increased CD4-negative NK T cell number
MP:0014088	993	abnormal Kimura membrane morphology
MP:0002718	559	abnormal inner cell mass morphology
MP:0030466	365	alveolar process atrophy
MP:0002700	5961	increased opacity of vitreous body
MP:0011831	253	abnormal visual contrast sensitivity
MP:0030161	603	absent auditory bulla
MP:0001951	1597	abnormal breathing pattern
MP:0013455	1577	lacrimal gland atrophy
MP:0000187	3525	abnormal triglyceride level
MP:0011549	947	increased urine corticosterone level
MP:0008022	91	dilated heart ventricle
MP:0031303	5793	enhanced behavioral response to methamphetamine
MP:0011479	1096	abnormal catecholamine level
MP:0002693	1189	abnormal pancreas physiology
MP:0008880	653	lacrimal gland inflammation
MP:0001713	5836	decreased trophoblast giant cell number
MP:0020506	305	abnormal dendritic spine density
MP:0000929	2607	open neural tube
MP:0000281	2993	abnormal interventricular septum morphology
MP:0013478	1864	corneal limbitis
MP:0030038	3414	abnormal periorbital region morphology
MP:0009709	474	hydrometra
MP:0010950	2006	abnormal lung hysteresivity
MP:0008060	546	abnormal podocyte slit diaphragm morphology
MP:0010850	261	increased effector memory CD8-positive, alpha-beta T cell number
MP:0000453	2940	absent mouth
MP:0009493	4708	abnormal cystic duct morphology
MP:0002321	4582	hypoventilation
MP:0003850	2355	abnormal thymocyte activation
MP:0004529	1092	decreased outer hair cell stereocilia number
MP:0020284	1323	decreased hydroxymethylbilane synthase level
MP:0011533	1785	increased urine major urinary protein level
MP:0009425	30	increased soleus weight
MP:0009099	1065	abnormal uterine NK cell physiology
MP:0011977	1557	abnormal sodium ion homeostasis
MP:0000766	1485	absent tongue squamous epithelium
MP:0001189	84	absent skin pigmentation
MP:0003686	2369	abnormal eye muscle morphology
MP:0009147	5082	abnormal pancreatic acinar cell physiology
MP:0014124	1089	increased amylin secretion
MP:0008018	1794	increased facial tumor incidence
MP:0012358	390	decreased partial thromboplastin time
MP:0003922	3549	abnormal heart right atrium morphology
MP:0030222	668	hyperostosis
MP:0004676	5216	wide ribs
MP:0009505	6901	abnormal mammary gland lobule morphology
MP:0004129	5223	abnormal respiratory quotient
MP:0005239	1087	abnormal Bruch membrane morphology
MP:0000558	3284	abnormal tibia morphology
MP:0010131	2173	increased DN2 thymocyte number
MP:0004961	337	increased prostate gland weight
MP:0021210	204	bilateral cleft palate
MP:0008028	4992	pregnancy-related premature death
MP:0013447	672	Harderian gland hypertrophy
MP:0012515	3977	abnormal heart apex morphology
MP:0006253	3087	clinodactyly
MP:0002849	4172	abnormal saccharin consumption
MP:0013907	2306	abnormal cerebrospinal fluid flow
MP:0009277	182	increased brain tumor incidence
MP:0004666	2474	absent stapedial artery
MP:0002950	1637	abnormal neural crest cell migration
MP:0014000	6912	anastomosis between internal carotid artery and basilar artery
MP:0009219	519	increased prostate intraepithelial neoplasia incidence
MP:0005425	2254	increased macrophage cell number
MP:0010786	2159	stomach fundus hypertrophy
MP:0004927	1977	abnormal epididymis weight
MP:0008428	3466	abnormal spatial working memory
MP:0013788	1051	external nares atresia
MP:0003585	3073	large ureter
MP:0010688	5853	hair follicle outer root sheath hyperplasia
MP:0003597	1033	increased epididymal cystadenoma incidence
MP:0013305	3296	isosthenuria
MP:0000822	521	abnormal brain ventricle morphology
MP:0012141	515	absent hindbrain
MP:0011198	3114	absent proamniotic cavity
MP:0005198	124	abnormal aqueous drainage system morphology
MP:0030957	6973	abnormal myotube morphology
MP:0009850	1812	embryonic lethality between implantation and placentation
MP:0011898	3086	abnormal platelet cell number
MP:0009949	2848	abnormal olfactory bulb granule cell layer morphology
MP:0010829	3409	increased bronchioalveolar stem cell number
MP:0002338	4535	abnormal pulmonary ventilation
MP:0010739	3804	abnormal axolemma morphology
MP:0006266	1359	decreased pulse pressure
MP:0008502	6856	increased IgG3 level
MP:0012660	1482	increased superoxide dismutase level
MP:0010762	5912	abnormal microglial cell activation
MP:0001400	3264	hyperresponsive
MP:0013917	5451	persistent right 6th pharyngeal arch artery
MP:0009831	313	abnormal sperm midpiece morphology
MP:0004971	6538	dermal hyperplasia
MP:0000104	497	abnormal sphenoid bone morphology
MP:0000632	930	abnormal pineal gland morphology
MP:0030535	1948	abnormal hypoglossal cord morphology
MP:0006363	374	absent auchene hairs
MP:0011661	2578	persistent truncus arteriosus type i
MP:0008024	416	absent lymph nodes
MP:0005400	5110	abnormal vitamin level
MP:0006415	162	absent testes
MP:0009180	5872	increased pancreatic delta cell number
MP:0003812	6744	abnormal hair medulla
MP:0002893	5148	ketoaciduria
MP:0013237	3092	abnormal skeletal muscle regeneration
MP:0000082	1315	overlapping parietal bones
MP:0002856	871	abnormal vestibular ganglion morphology
MP:0012243	3451	decreased hepatoblast number
MP:0020353	5252	abnormal endoplasmic reticulum stress
MP:0000136	2790	abnormal microglial cell morphology
MP:0002465	2704	abnormal eosinophil physiology
MP:0000555	5312	absent carpal bone
MP:0004906	228	enlarged uterus
MP:0000328	4413	increased enterocyte cell number
MP:0005564	1064	increased hemoglobin content
MP:0010625	439	absent tricuspid valve cusps
MP:0010936	3145	decreased airway resistance
MP:0002782	2876	abnormal testes secretion
MP:0009912	661	decreased hyoid bone size
MP:0009955	1062	abnormal olfactory bulb tufted cell morphology
MP:0010005	1459	abnormal lobule simplex morphology
MP:0010962	3909	decreased compact bone mass
MP:0006432	2733	abnormal costal cartilage morphology
MP:0005478	548	decreased circulating thyroxine level
MP:0001868	6009	ovary inflammation
MP:0030187	1117	abnormal epitympanic recess morphology
