HPO_term	cluster_label	HPO_label
HP:6000570	5273	Reduced tissue thymidine phosphorylase activity
HP:0011204	2596	EEG with continuous slow activity
HP:0031868	2018	Optic ataxia
HP:0031429	4074	Decreased circulating osteocalcin level
HP:0030882	2758	Coronary artery aneurysm
HP:0030160	1460	Cervicitis
HP:0033083	1970	Increased circulating farnesol concentration
HP:0003707	5077	Calf muscle pseudohypertrophy
HP:0020118	1533	Radial artery aplasia
HP:0005792	396	Short humerus
HP:0004327	5278	Abnormal vitreous humor morphology
HP:0100560	4217	Upper limb asymmetry
HP:0009938	693	Sunken cheeks
HP:0008946	4658	Pelvic girdle amyotrophy
HP:0034304	344	Epsilon wave
HP:0031938	1762	Abnormal conus terminalis morphology
HP:0012515	55	Hip flexor weakness
HP:0002786	4921	Tracheobronchomalacia
HP:0005612	3628	Arthrogryposis-like hand anomaly
HP:0003117	2814	Abnormal circulating hormone concentration
HP:6000617	1026	Reduced tissue UDP-glucuronyl-transferase activity
HP:0031100	5138	Decreased circulating inhibin B concentration
HP:0012045	34	Retinal flecks
HP:0012811	3082	Wide nasal ridge
HP:0100327	5476	Cow milk allergy
HP:0410017	1315	Otitis externa
HP:0000272	4728	Malar flattening
HP:0009762	4315	Facial wrinkling
HP:0034572	2370	Pigment incontinence
HP:0001281	1458	Tetany
HP:0000491	1613	Keratitis
HP:0003184	1226	Decreased hip abduction
HP:0006732	2701	Papillary renal cell carcinoma type 2
HP:0011808	3419	Decreased patellar reflex
HP:0001596	4035	Alopecia
HP:0005950	3524	Laryngeal web
HP:0012539	5380	Non-Hodgkin lymphoma
HP:0010055	317	Broad hallux
HP:0500009	3224	Dysplastic gangliocytoma of the cerebellum
HP:0003731	1444	Quadriceps muscle weakness
HP:0009554	429	Preauricular hair displacement
HP:0001847	1072	Long hallux
HP:0033687	727	Short term memory impairment
HP:0012155	1241	Decreased corneal sensation
HP:0500191	2709	Increased CSF leucine concentration
HP:0000632	2010	Lacrimation abnormality
HP:0002705	2304	High, narrow palate
HP:0007352	4410	Cerebellar calcifications
HP:0031060	2505	Impaired ability to dress oneself
HP:0031526	5411	Subretinal fluid
HP:0500167	29	Hypergastrinemia
HP:0003473	644	Fatigable weakness
HP:0001097	2913	Keratoconjunctivitis sicca
HP:0012547	65	Abnormal involuntary eye movements
HP:0034722	2765	Sarcoplasmic bodies
HP:0031329	494	Interstitial cardiac fibrosis
HP:0011949	829	Acute infectious pneumonia
HP:0002917	4177	Hypomagnesemia
HP:0007552	4847	Abnormal subcutaneous fat tissue distribution
HP:0012495	2107	Posterior cerebral artery stenosis
HP:0001787	2839	Abnormal delivery
HP:0032486	1007	Elevated fecal osmolality
HP:0031605	1655	Abnormality of fundus pigmentation
HP:0011496	728	Corneal neovascularization
HP:0004468	5066	Anomalous tracheal cartilage
HP:0020155	141	Abnormal oocyte morphology
HP:0000943	480	Dysostosis multiplex
HP:0005930	5288	Abnormal epiphysis morphology
HP:0032622	2135	Tubular luminal dilatation
HP:0033479	362	Abnormal circulating bilirubin concentration
HP:0031072	2026	Abnormal endocrine physiology
HP:0030270	88	Elevated red cell adenosine deaminase activity
HP:0001880	2375	Eosinophilia
HP:0012873	676	Absent vas deferens
HP:0033645	1172	Midline brainstem cleft
HP:0020105	4500	Severe toxoplasmosis
HP:0002890	745	Thyroid carcinoma
HP:0003532	484	Ornithinuria
HP:0100134	951	Abnormality of the axillary hair
HP:0012297	2152	Slender proximal phalanx of finger
HP:0012810	2650	Wide nasal base
HP:0040086	2490	Abnormal prolactin level
HP:0001287	2905	Meningitis
HP:0001838	468	Rocker bottom foot
HP:0002893	1504	Pituitary adenoma
HP:0003541	480	Urinary glycosaminoglycan excretion
HP:0025671	2798	Fetal pericardial effusion
HP:0011982	1925	Black pigment gallstones
HP:0002872	244	Apneic episodes precipitated by illness, fatigue, stress
HP:0001341	5031	Olfactory lobe agenesis
HP:0008967	4180	Exercise-induced muscle stiffness
HP:0011499	425	Mydriasis
HP:0410362	1698	Decreased O-mannosyl glycans on alpha-dystroglycan
HP:0009467	1191	Radial deviation of the 2nd finger
HP:0010067	2213	Aplasia/hypoplasia of the 1st metatarsal
HP:0032449	1309	Abnormal dermoepidermal hemidesmosome morphology
HP:0100398	3410	Duplication of the distal phalanx of the 3rd toe
HP:0004586	647	Biconcave vertebral bodies
HP:0009831	1704	Mononeuropathy
HP:0100923	524	Clavicular sclerosis
HP:0007210	2660	Lower limb amyotrophy
HP:0033380	936	Nasal chondritis
HP:0001842	969	Foot acroosteolysis
HP:0006961	4934	Jerky head movements
HP:0034513	2827	Increased circulating Interferon-alpha concentration
HP:0012517	762	Reduced circulating catalase activity
HP:0006600	3518	Progressive calcification of costochondral cartilage
HP:0007526	1440	Hypopigmented skin patches on arms
HP:0033466	2903	Weak grip
HP:0011151	5520	Atypical absence status epilepticus
HP:0009839	5481	Osteolytic defects of the distal phalanges of the hand
HP:0010447	3052	Anal fistula
HP:0100593	696	Calcification of cartilage
HP:0004057	5266	Mitten deformity
HP:0007232	3462	Spinocerebellar tract disease in lower limbs
HP:0001884	4303	Talipes calcaneovalgus
HP:0020062	2293	Decreased hemoglobin concentration
HP:0030717	1449	Meconium peritonitis
HP:0005243	57	Partial abdominal muscle agenesis
HP:0011324	1935	Multiple suture craniosynostosis
HP:0030039	2048	Fused thoracic vertebrae
HP:0012444	2899	Brain atrophy
HP:0007277	2217	Paucity of anterior horn motor neurons
HP:0004330	3095	Increased skull ossification
HP:0012021	2897	Persistent patent ductus venosus
HP:0004606	623	Unossified vertebral bodies
HP:0007793	5220	Granular macular appearance
HP:0002153	48	Hyperkalemia
HP:0200041	2895	Skin erosion
HP:0011914	531	Thoracic hypertrichosis
HP:0000104	1941	Renal agenesis
HP:0100520	3877	Oliguria
HP:6000331	576	Elevated urinary thymine level
HP:0030638	1025	Congenital stationary night blindness with normal fundus
HP:0005789	1039	Generalized osteosclerosis
HP:0001300	2115	Parkinsonism
HP:0003077	1703	Hyperlipidemia
HP:6000447	1393	Decreased CSF asialotransferrin to transferrin ratio
HP:0007107	2103	Segmental peripheral demyelination
HP:0033183	2391	Bilobed right lung
HP:0001473	1373	Metatarsal osteolysis
HP:0008189	3368	Insulin insensitivity
HP:0100582	1445	Nasal polyposis
HP:6000198	1444	Reduced muscle phosphorylase kinase activity
HP:0010956	2796	Fetal megacystis
HP:0003323	1272	Progressive muscle weakness
HP:0008208	2461	Parathyroid hyperplasia
HP:0012136	5122	Dysplastic granulopoesis
HP:0032138	414	Decreased circulating IgG4 level
HP:0006119	3526	Proximal tapering of metacarpals
HP:0009878	2887	Cerebellar ataxia associated with quadrupedal gait
HP:0004727	624	Impaired renal concentrating ability
HP:0008905	1014	Rhizomelia
HP:0034587	1412	Nevus psiloliparus
HP:0032401	360	Aspartic aciduria
HP:0012822	3882	Bilateral vocal cord paresis
HP:0010943	5357	Echogenic fetal bowel
HP:0002301	1125	Hemiplegia
HP:0003310	41	Abnormal odontoid process morphology
HP:0025525	3162	Scaling skin on fingertip
HP:0010762	1859	Chordoma
HP:0003300	1118	Ovoid vertebral bodies
HP:0010936	896	Abnormality of the lower urinary tract
HP:0031190	4142	Superficial dermal perivascular inflammatory infiltrate
HP:0012789	1354	Hypoplasia of the calcaneus
HP:0001386	1214	Joint swelling
HP:0100394	637	Short middle phalanx of the 5th toe
HP:0100812	5467	Halitosis
HP:0011069	3849	Supernumerary tooth
HP:0006643	507	Fused sternal ossification centers
HP:0003326	3846	Myalgia
HP:0032649	5004	Skewfoot
HP:0020102	3491	Pneumocystis jirovecii pneumonia
HP:0011095	501	Overjet
HP:0100633	4654	Esophagitis
HP:0004322	76	Short stature
HP:0011833	3115	Overhanging nasal tip
HP:0007165	1184	Periventricular heterotopia
HP:0000768	2013	Pectus carinatum
HP:0000656	1752	Ectropion
HP:0003020	3225	Enlargement of the wrists
HP:0001317	1684	Abnormal cerebellum morphology
HP:0025274	1446	Ovarian dermoid cyst
HP:0005506	270	Chronic myelogenous leukemia
HP:0005376	22	Recurrent Haemophilus influenzae infections
HP:0002501	2683	Spasticity of pharyngeal muscles
HP:0200138	1724	Bilateral choanal atresia/stenosis
HP:0031909	2870	Unicornuate uterus
HP:0006685	3796	Endocardial fibrosis
HP:0002592	4019	Gastric ulcer
HP:0030693	1524	Supratentorial neoplasm
HP:0025610	561	Posterior blepharitis
HP:0002395	2022	Lower limb hyperreflexia
HP:0011449	4762	Knee clonus
HP:0011185	1054	EEG with focal epileptiform discharges
HP:0030074	133	Chemodectoma
HP:0025405	3049	Visual fixation instability
HP:0002318	604	Cervical myelopathy
HP:0030140	89	Oral cavity bleeding
HP:0003329	2242	Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes
HP:0005403	1440	T lymphocytopenia
HP:6000571	11	Reduced tissue tripeptidyl peptidase 1 activity
HP:0008855	1069	Moderate postnatal growth retardation
HP:0000369	5295	Low-set ears
HP:0002747	4899	Respiratory insufficiency due to muscle weakness
HP:0008981	3772	Calf muscle hypertrophy
HP:0003414	1004	Atlantoaxial dislocation
HP:0010886	4478	Osteochondritis dissecans
HP:0012815	4207	Hypoplastic female external genitalia
HP:0200053	5096	Hemihypotrophy of lower limb
HP:0003026	640	Short long bone
HP:0005400	838	Reduction of neutrophil motility
HP:0011965	2014	Abnormal circulating citrulline concentration
HP:0010318	2086	Aplasia/Hypoplasia of the abdominal wall musculature
HP:0100648	412	Neoplasm of the tongue
HP:0000610	1824	Abnormal choroid morphology
HP:0100240	1168	Synostosis of joints
HP:0040023	88	Clinodactyly of the thumb
HP:0033186	312	Misalignment of the pulmonary veins
HP:0002486	687	Myotonia
HP:0001912	217	Abnormal basophil morphology
HP:0200143	511	Megaloblastic erythroid hyperplasia
HP:0004439	2696	Craniofacial dysostosis
HP:0005245	5466	Intestinal hypoplasia
HP:0020206	3557	Simple ear
HP:0009781	3067	Lester's sign
HP:0006530	635	Abnormal pulmonary interstitial morphology
HP:0003542	64	Increased serum pyruvate
HP:0006774	483	Ovarian papillary adenocarcinoma
HP:0005469	1696	Flat occiput
HP:0007482	2875	Generalized papillary lesions
HP:0041043	489	Neutrophil nuclear clefts
HP:0031585	2873	Tessier number 13 facial cleft
HP:0025074	4335	Abnormal QRS complex
HP:0007892	3930	Hypoplasia of the lacrimal punctum
HP:0033425	2846	Periungual erythema
HP:0002216	2441	Premature graying of hair
HP:0012379	2872	Abnormal circulating enzyme concentration or activity
HP:6000556	2255	Reduced circulating dopamine beta-hydroxylase activity
HP:0025553	276	Periorbital ecchymosis with tarsal plate sparing
HP:0031405	3040	Poroma
HP:0009107	4395	Abnormal ossification involving the femoral head and neck
HP:0000884	4845	Prominent sternum
HP:0003282	2492	Low alkaline phosphatase
HP:0100886	4580	Abnormality of globe location
HP:0030625	4557	Hyporeflective spaces on macular OCT
HP:0010294	201	Palate fistula
HP:0000077	1702	Abnormality of the kidney
HP:0012177	1819	Abnormal natural killer cell physiology
HP:0000776	1753	Congenital diaphragmatic hernia
HP:0002982	1678	Tibial bowing
HP:0004438	1814	Hyperostosis frontalis interna
HP:0011026	3689	Aplasia/Hypoplasia of the vagina
HP:0001785	1667	Ankle swelling
HP:0011894	974	Impaired thromboxane A2 agonist-induced platelet aggregation
HP:0000467	2082	Neck muscle weakness
HP:0031402	3665	Reduced antigen-specific T cell proliferation
HP:0004809	959	Neonatal alloimmune thrombocytopenia
HP:0008835	782	Multicentric femoral head ossification
HP:0031087	5415	Absent pubertal growth spurt
HP:0005372	816	Abnormality of B cell physiology
HP:0008150	334	Elevated serum transaminases during infections
HP:0100514	1714	Abnormal circulating vitamin E concentration
HP:0030083	1945	Salt craving
HP:0034165	1973	Reduced circulating interleukin 21 concentration
HP:0030913	2228	Exaggerated rugosity of the labia majora
HP:0008598	1070	Mild conductive hearing impairment
HP:0010882	2360	Pulmonary valve atresia
HP:0007942	5060	Internal ophthalmoplegia
HP:0040147	877	L-2-hydroxyglutaric acidemia
HP:0000225	1204	Gingival bleeding
HP:0003459	4850	Polyclonal elevation of IgM
HP:0009237	844	Short 5th finger
HP:0200098	1538	Absent skin pigmentation
HP:0004345	2868	Ganglioside accumulation
HP:0034661	2823	Elevated urine 3-hydroxypropionic acid level
HP:0001137	4283	Alternating esotropia
HP:0100293	2783	Hypertrophied muscle fibers
HP:0031382	816	Decreased lymphocyte proliferation in response to anti-CD3
HP:0100577	3172	Urinary bladder inflammation
HP:0010054	240	Abnormality of the first metatarsal bone
HP:0000878	1354	11 pairs of ribs
HP:0010168	3403	Ivory epiphyses of the toes
HP:6000246	715	Elevated CSF D-2-hydroxyglutaric acid concentration
HP:0030252	3079	Absent circulating B cells
HP:0030872	3674	Abnormal cardiac ventricular function
HP:0006584	1919	Small abnormally formed scapulae
HP:0011442	2132	Abnormal central motor function
HP:0031355	2551	Maintenance insomnia
HP:0000190	1011	Abnormal oral frenulum morphology
HP:4000008	175	Formation of multiple pronuclei during fertilization
HP:0008478	2294	Scheuermann-like vertebral changes
HP:0006016	4250	Delayed phalangeal epiphyseal ossification
HP:0011814	310	Increased urinary hypoxanthine level
HP:0005483	5352	Abnormal epiglottis morphology
HP:0012343	1000	Decreased circulating ferritin concentration
HP:0030878	66	Abnormality on pulmonary function testing
HP:0002101	1846	Abnormal lung lobation
HP:0000830	1946	Anterior hypopituitarism
HP:0031693	1432	Severe Epstein Barr virus infection
HP:0002296	3645	Progressive hypotrichosis
HP:0001694	5171	Right-to-left shunt
HP:0031923	1430	Hematocolpos
HP:0000157	2162	Abnormality of the tongue
HP:0000506	2700	Telecanthus
HP:0025109	1093	Reduced red cell pyruvate kinase level
HP:0000473	4738	Torticollis
HP:0031392	2635	Abnormal proportion of CD4-positive T cells
HP:0009880	1014	Broad distal phalanges of all fingers
HP:0006146	3623	Broad metacarpal epiphyses
HP:0012591	2647	Abnormal urinary electrolyte concentration
HP:0031576	2782	Tessier number 4 facial cleft
HP:0004407	1089	Bony paranasal bossing
HP:0001335	5234	Bimanual synkinesia
HP:0000054	3397	Micropenis
HP:0002805	4429	Accelerated bone age after puberty
HP:0100324	4117	Scleroderma
HP:0005603	713	Numerous congenital melanocytic nevi
HP:0002821	45	Neuropathic arthropathy
HP:0001032	4216	Absent distal interphalangeal creases
HP:0100802	242	Malposition of the stomach
HP:0200109	43	Absent/shortened outer dynein arms
HP:0020120	172	Retinal nerve fiber edema
HP:0010864	4695	Intellectual disability, severe
HP:0007944	1874	Intermittent microsaccadic pursuits
HP:0006390	1678	Anterior tibial bowing
HP:0000913	5081	Posterior rib fusion
HP:0003652	2836	Recurrent myoglobinuria
HP:0200149	574	CSF lymphocytic pleiocytosis
HP:0009921	1424	Duane anomaly
HP:0410323	3564	Drug allergy
HP:0008282	253	Unconjugated hyperbilirubinemia
HP:0005498	1423	Midline skin dimples over anterior/posterior fontanelles
HP:0002059	2161	Cerebral atrophy
HP:0000293	2845	Full cheeks
HP:0032388	990	Periventricular nodular heterotopia
HP:0012527	2787	Abnormal alpha granule content
HP:0012324	450	Myeloid leukemia
HP:0001176	5428	Large hands
HP:0040030	4015	Chorioretinal hypopigmentation
HP:0000800	2386	Cystic renal dysplasia
HP:0006753	87	Neoplasm of the stomach
HP:0032164	4006	Increased blood folate concentration
HP:0009031	177	Amyotrophy of ankle musculature
HP:0012242	3887	Superior rectus atrophy
HP:0200118	863	Malabsorption of Vitamin B12
HP:0002273	1507	Tetraparesis
HP:0008362	1459	Aplasia/Hypoplasia of the hallux
HP:0030485	3675	Abnormal amplitude of pattern electroretinogram
HP:0034210	4748	Fetal intraventricular hemorrhage
HP:0034687	3979	Impaired cerebroside sulfate hydrolysis
HP:0020157	2841	Thin zona pellucida
HP:0100592	104	Peritoneal abscess
HP:0030516	236	Homonymous hemianopia
HP:0001196	5498	Short umbilical cord
HP:0003097	1872	Short femur
HP:0100285	2092	EMG: impaired neuromuscular transmission
HP:0012691	77	Focal T2 hypointense thalamic lesion
HP:0005401	4707	Recurrent candida infections
HP:0005294	54	Arterial dissection
HP:0010531	4738	Spinal myoclonus
HP:0010746	3346	Hypoplasia of the phalanges of the toes
HP:0030500	2681	Yellow/white lesions of the macula
HP:0031427	1079	Abnormal circulating osteocalcin level
HP:0008186	2694	Adrenocortical cytomegaly
HP:0002653	3316	Bone pain
HP:0025270	3091	Abnormal esophagus physiology
HP:0031249	2475	Parageusia
HP:0033026	1750	White oral mucosal macule
HP:0012730	708	Aglossia
HP:0020159	2001	Reduced response to gonadotropin-releasing hormone stimulation test
HP:0001069	1951	Episodic hyperhidrosis
HP:0012407	2819	Scissor gait
HP:0009802	1595	Aplasia of the phalanges of the hand
HP:0032930	2388	Lacunar halos around chondrocytes
HP:0030984	353	Abnormal serum bile acid concentration
HP:0003791	5440	Deposits immunoreactive to beta-amyloid protein
HP:0010296	3264	Ankyloglossia
HP:0031305	1408	Tibial arterial calcification
HP:0031348	2248	Dextrotransposition of the great arteries
HP:0008083	3450	2nd-5th toe middle phalangeal hypoplasia
HP:0005855	357	Multiple prenatal fractures
HP:0008819	1335	Narrow femoral neck
HP:0003999	2351	Abnormality of radial epiphyses
HP:0006059	4219	Cone-shaped metacarpal epiphyses
HP:0006502	397	Aplasia/Hypoplasia involving the carpal bones
HP:0001898	5346	Increased red blood cell mass
HP:0011705	445	First degree atrioventricular block
HP:0004492	3754	Widely patent fontanelles and sutures
HP:0007414	3418	Neonatal wrinkled skin of hands and feet
HP:0012059	2395	Lentigo maligna melanoma
HP:0040132	600	Abnormal sensory nerve conduction velocity
HP:0031658	1651	Third heart sound
HP:0009055	2009	Generalized limb muscle atrophy
HP:0025584	2842	Hypotropia
HP:0045051	964	Decreased DLCO
HP:0012005	2124	Deja vu aura
HP:0007023	686	Antenatal intracerebral hemorrhage
HP:0009275	1565	Contracture of the distal interphalangeal joint of the 4th finger
HP:0005338	579	Sparse lateral eyebrow
HP:0000015	227	Bladder diverticulum
HP:0030839	228	Knee pain
HP:0011641	512	Coronary artery fistula
HP:0006470	3304	Thin long bone diaphyses
HP:0004298	2591	Abnormality of the abdominal wall
HP:0001340	2243	Enhancement of the C-reflex
HP:0006608	2949	Midclavicular hypoplasia
HP:0001805	3295	Onychogryposis
HP:0005261	250	Joint hemorrhage
HP:0002688	4523	Absent frontal sinuses
HP:0025550	108	Elevated circulating ribitol concentration
HP:0001604	4059	Vocal cord paresis
HP:0007795	4690	Anterior cortical cataract
HP:0100634	4993	Neuroendocrine neoplasm
HP:0007065	1415	Disorganization of the anterior cerebellar vermis
HP:0030341	66	Decreased circulating follicle stimulating hormone concentration
HP:0000197	2698	Abnormal parotid gland morphology
HP:0006456	2420	Irregular proximal tibial epiphyses
HP:0005236	1351	Chronic calcifying pancreatitis
HP:0005586	3536	Hyperpigmentation in sun-exposed areas
HP:0030297	1952	Metaphyseal chondromatosis of ulna
HP:0033140	437	Blake's pouch cyst
HP:0010230	3389	Cone-shaped epiphyses of the phalanges of the hand
HP:0040162	3040	Orthokeratosis
HP:0012804	1202	Corneal ulceration
HP:0009826	2720	Limb undergrowth
HP:0003383	2829	Onion bulb formation
HP:0012431	1586	Episodic fatigue
HP:0040064	2215	Abnormality of limbs
HP:0005212	2298	Anal mucosal leukoplakia
HP:0006501	4777	Aplasia/Hypoplasia of the radius
HP:0002788	1246	Recurrent upper respiratory tract infections
HP:0012213	451	Decreased glomerular filtration rate
HP:0003349	2483	Low cholesterol esterification rate
HP:0004959	31	Descending thoracic aorta aneurysm
HP:0010059	488	Broad hallux phalanx
HP:0007754	4732	Macular dystrophy
HP:0030757	504	Tooth abscess
HP:0012712	4014	Mild hearing impairment
HP:0030303	2028	Hypoplastic anterior commissure
HP:0031520	2047	Groin pain
HP:0005302	4876	Carotid artery tortuosity
HP:0031819	1992	Increased waist to hip ratio
HP:0001643	189	Patent ductus arteriosus
HP:0003351	700	Decreased circulating renin level
HP:0002032	726	Esophageal atresia
HP:0002721	3738	Immunodeficiency
HP:0045007	1773	Abnormal substantia nigra morphology
HP:0012206	53	Abnormal sperm motility
HP:0025457	2177	Decreased CSF protein concentration
HP:0002494	2085	Abnormal rapid eye movement sleep
HP:0002748	983	Rickets
HP:0005534	2978	Transient myeloproliferative syndrome
HP:6000185	567	Low tetrahydrocortisol (THF) plus 5-alpha-THF/tetrahydrocortisone (THE) ratio
HP:0032227	1739	Sebaceous hyperplasia
HP:0004980	1453	Metaphyseal rarefaction
HP:0005280	2487	Depressed nasal bridge
HP:0031285	1568	Abnormal perifollicular morphology
HP:0008697	3534	Hypoplasia of the fallopian tube
HP:0025632	2825	Reduced reactive oxygen species production in neutrophils
HP:0030033	4421	Small finger
HP:0004630	3891	Anterior beaking of thoracic vertebrae
HP:0030676	4289	Satyr ear
HP:0005257	671	Thoracic hypoplasia
HP:0001734	348	Annular pancreas
HP:0031627	191	Globus pallidus calcification
HP:0001775	705	Tarsal osteovalgus
HP:0031886	164	Abnormal LDL cholesterol concentration
HP:0011986	5027	Ectopic ossification
HP:0033205	1410	Biceps hyperreflexia
HP:0100491	5202	Abnormality of lower limb joint
HP:0004872	814	Incisional hernia
HP:0033984	2510	Increased urinary 8-oxo-7,8-dihydroguanosine level
HP:0100382	1497	Aplasia of the middle phalanx of the 4th toe
HP:0001059	293	Pterygium
HP:0005249	85	Functional intestinal obstruction
HP:0032134	5395	Chronic decreased circulating total IgG
HP:0005202	336	Helicobacter pylori infection
HP:0000745	5214	Diminished motivation
HP:0012513	2196	Upper limb pain
HP:0025482	2885	Positive perchlorate discharge test
HP:0032823	1950	Neonatal electro-clinical seizure with behavior arrest
HP:0003521	395	Disproportionate short-trunk short stature
HP:0001343	923	Kernicterus
HP:0002691	4711	Platybasia
HP:0001067	1915	Neurofibroma
HP:0010978	953	Abnormality of immune system physiology
HP:0003204	2530	Intracellular accumulation of autofluorescent lipopigment storage material
HP:0002019	2119	Constipation
HP:0009800	1260	Maternal diabetes
HP:0001986	351	Hypertonic dehydration
HP:0001096	1104	Keratoconjunctivitis
HP:0100876	3787	Infra-orbital crease
HP:0030909	4736	Anti-liver cytosolic antigen type 1 antibody positivity
HP:0020127	967	Periarticular soft-tissue mass
HP:0001735	3672	Acute pancreatitis
HP:0030465	82	Undetectable light-adapted electroretinogram
HP:0007489	737	Diffuse telangiectasia
HP:0033281	392	Circulating nucleated red blood cells
HP:0002683	1593	Abnormal calvaria morphology
HP:0002789	841	Tachypnea
HP:0034368	5310	Urolithiasis
HP:0031290	5289	Tuberous xanthoma
HP:0011682	3151	Perimembranous ventricular septal defect
HP:0001552	911	Barrel-shaped chest
HP:6000375	196	Reduced neutrophil myeloperoxidase activity
HP:0010473	5	Porphyrinuria
HP:0033177	64	Elevated circulating suberic acid concentration
HP:0032556	2815	Circumoral cyanosis
HP:0000453	1840	Choanal atresia
HP:0002677	2167	Small foramen magnum
HP:0001738	2108	Exocrine pancreatic insufficiency
HP:0012233	39	Intramuscular hematoma
HP:0025510	5156	Nevus spilus
HP:0005258	1635	Pectoral muscle hypoplasia/aplasia
HP:0012378	2403	Fatigue
HP:0030253	160	Defective T cell proliferation
HP:0000234	474	Abnormality of the head
HP:0006253	2443	Swelling of proximal interphalangeal joints
HP:0006769	2402	Myxoid subcutaneous tumors
HP:0008181	1718	Abetalipoproteinemia
HP:0002902	536	Hyponatremia
HP:0000274	4818	Small face
HP:0200127	1882	Atrial cardiomyopathy
HP:0012534	554	Dysesthesia
HP:0002871	1994	Central apnea
HP:0020036	1618	Upper limb dysmetria
HP:0025607	1041	Upper eyelid entropion
HP:0000356	1741	Abnormality of the outer ear
HP:0012232	14	Shortened QT interval
HP:0005354	20	Lack of T cell function
HP:6000393	3351	Elevated urine trihydroxycholestanoic acid level
HP:0033142	3734	Long nasal bridge
HP:0007700	3997	Ocular anterior segment dysgenesis
HP:0002546	3467	Incomprehensible speech
HP:0033736	186	Grade II vesicoureteral reflux
HP:0002521	5276	Hypsarrhythmia
HP:0005917	473	Supernumerary metacarpal bones
HP:0006487	4366	Bowing of the long bones
HP:0000365	174	Hearing impairment
HP:0004591	1547	Disc-like vertebral bodies
HP:0410147	28	Eosinophilic infiltration in the stomach mucosa
HP:0002204	1475	Pulmonary embolism
HP:0000614	5489	Abnormal nasolacrimal system morphology
HP:0000134	1886	Female hypogonadism
HP:0000030	4109	Testicular gonadoblastoma
HP:0003392	503	First dorsal interossei muscle weakness
HP:0008936	3417	Axial hypotonia
HP:0002548	1126	Parkinsonism with favorable response to dopaminergic medication
HP:4000067	2192	Iliac artery aneurysm
HP:0030588	1021	Abnormal visual field test
HP:0002506	1658	Diffuse cerebral atrophy
HP:0007267	3457	Chronic axonal neuropathy
HP:0025509	1385	Piezogenic pedal papules
HP:0002562	51	Low-set nipples
HP:0010530	2874	Palatal tremor
HP:0002933	4592	Ventral hernia
HP:0100257	3905	Ectrodactyly
HP:0002719	2809	Recurrent infections
HP:0006414	399	Distal tibial bowing
HP:0011341	4168	Long upper lip
HP:0001385	3330	Hip dysplasia
HP:0011681	3379	Subarterial ventricular septal defect
HP:0100008	5315	Schwannoma
HP:0002867	5182	Abnormal ilium morphology
HP:0007308	4023	Extrapyramidal dyskinesia
HP:0005308	1968	Pulmonary artery vasoconstriction
HP:0011402	701	Demyelinating sensory neuropathy
HP:0008059	1627	Aplasia/Hypoplasia of the macula
HP:0031320	5345	Cardiomyocyte mitochondrial proliferation
HP:0008322	925	Abnormal mitochondrial morphology
HP:0011813	3193	Increased cerebral lipofuscin
HP:0011096	2190	Peripheral demyelination
HP:0000675	1399	Macrodontia of permanent maxillary central incisor
HP:0031134	4326	Cor triatrium sinister
HP:0031937	2023	Tachylalia
HP:0004621	1475	Enlarged vertebral pedicles
HP:0002047	706	Malignant hyperthermia
HP:0000437	893	Depressed nasal tip
HP:0002971	168	Absent microvilli on the surface of peripheral blood lymphocytes
HP:0010828	73	Hemifacial spasm
HP:0000420	3038	Short nasal septum
HP:0011097	1328	Epileptic spasm
HP:0007333	4721	Hypoplasia of the frontal lobes
HP:0100507	3996	Reduced blood folate concentration
HP:0004608	656	Anteriorly placed odontoid process
HP:0033134	223	Abdominal adhesions
HP:0002089	2556	Pulmonary hypoplasia
HP:0032283	3231	Disseminated nontuberculous mycobacterial infection
HP:0002249	1200	Melena
HP:0000176	4199	Submucous cleft hard palate
HP:0010554	122	Cutaneous finger syndactyly
HP:0100734	1938	Abnormal vertebral epiphysis morphology
HP:0006886	909	Impaired distal vibration sensation
HP:0004242	4273	Broad carpal bones
HP:0000837	3639	Increased circulating gonadotropin level
HP:0002580	2302	Volvulus
HP:0006386	2390	Hypoplastic distal radial epiphyses
HP:0002781	5113	Upper airway obstruction
HP:0034797	1400	Hepatic hemophagocytosis
HP:0030668	2800	Periorbital dermoid cyst
HP:0007812	138	Herpetiform corneal ulceration
HP:0007417	857	Discoid lupus rash
HP:0011365	5376	Patchy hypopigmentation of hair
HP:0010689	2550	Mirror image polydactyly
HP:0004478	86	Ethmoidal encephalocele
HP:0040296	948	Abnormal location of the eyebrow
HP:0003398	2958	Abnormal synaptic transmission at the neuromuscular junction
HP:0032016	302	Abnormal sputum
HP:0011781	2139	Thyroid C cell hyperplasia
HP:0025408	3955	Abnormal spleen morphology
HP:0006490	732	Abnormal lower-limb metaphysis morphology
HP:4000057	2472	Decreased FasL-mediated apoptosis
HP:0007937	3331	Reticular pigmentary degeneration
HP:0001710	4122	Conotruncal defect
HP:0008306	1180	Abnormal iron deposition in mitochondria
HP:0003467	497	Atlantoaxial instability
HP:0012170	3445	Nail-biting
HP:0007199	3221	Progressive spastic paraparesis
HP:0030620	678	Inner retinal layer loss on macular OCT
HP:0012605	69	Hypernatriuria
HP:0010732	2737	Nodular changes affecting the eyelids
HP:0009003	4874	Increased subcutaneous truncal adipose tissue
HP:0003209	1670	Decreased pyruvate carboxylase activity
