HPO_term	cluster_label	HPO_label
HP:0003118	2156	Increased circulating cortisol level
HP:0011107	156	Recurrent aphthous stomatitis
HP:0006495	1899	Aplasia/Hypoplasia of the ulna
HP:0007064	230	Progressive language deterioration
HP:0005332	3779	Recurrent mandibular subluxations
HP:0010839	3940	Increased urinary copper concentration
HP:0034399	2433	Prolonged central motor conduction time
HP:0005542	4759	Prolonged whole-blood clotting time
HP:0011321	3329	Left unilambdoid synostosis
HP:0011624	1258	Apical muscular ventricular septal defect
HP:6000605	4121	Elevated urinary 7-hydroxyoctanoic acid level
HP:0001437	1788	Abnormality of the musculature of the lower limbs
HP:0002107	166	Pneumothorax
HP:0040330	2315	Confluent hyperintensity of cerebral white matter on MRI
HP:0100038	951	Slow-growing scalp hair
HP:0010954	3397	Hypoplastic right heart
HP:0012672	1557	Akinetic mutism
HP:0001181	2099	Adducted thumb
HP:6000526	5287	Failure to elevate lactate upon ischemic exercise test
HP:0012470	308	Setting-sun eye phenomenon
HP:0008723	3639	Gonadal dysgenesis with female appearance, male
HP:0009894	1928	Thickened ears
HP:0001791	2658	Fetal ascites
HP:0011224	2193	Ablepharon
HP:0034391	1885	Elbow contracture
HP:0001251	3140	Ataxia
HP:0009739	818	Hypoplasia of the antihelix
HP:0002414	4598	Spina bifida
HP:0032261	676	Nontuberculous mycobacterial pulmonary infection
HP:0033683	1947	Jaw hyperreflexia
HP:0008482	1852	Asymmetry of spinal facet joints
HP:0025369	850	Thick growth plates
HP:0006163	1552	Enlarged metacarpophalangeal joints
HP:0002974	2015	Radioulnar synostosis
HP:0030416	3522	Vulvar neoplasm
HP:0004491	1243	Large posterior fontanelle
HP:0002492	2533	Abnormal corticospinal tract morphology
HP:0000306	1568	Abnormality of the chin
HP:0005304	3005	Hypoplastic pulmonary veins
HP:0030350	1905	Erythematous papule
HP:0012740	3766	Papilloma
HP:0002990	952	Fibular aplasia
HP:0004236	2170	Irregular carpal bones
HP:0010909	4139	Abnormal circulating arginine concentration
HP:6000478	3433	Elevated circulating 2-trans,4-cis-decadienoylcarnitine concentration
HP:0004420	2890	Arterial thrombosis
HP:0005986	3420	Limitation of neck motion
HP:0009118	2756	Aplasia/Hypoplasia of the mandible
HP:0030468	5021	Abnormal multifocal electroretinogram
HP:0000095	4543	Abnormal renal glomerulus morphology
HP:0001498	2170	Carpal bone hypoplasia
HP:0006568	5042	Increased hepatic glycogen content
HP:0031354	1543	Sleep onset insomnia
HP:0005317	2619	Increased pulmonary vascular resistance
HP:0004940	2706	Generalized arterial calcification
HP:0030001	1144	Lagophthalmos
HP:0010553	4397	Oculogyric crisis
HP:0030800	5314	Abnormal visual accommodation
HP:0003874	1213	Humerus varus
HP:0100542	1553	Abnormal localization of kidney
HP:0002312	3177	Clumsiness
HP:0003316	3030	Butterfly vertebrae
HP:0000079	2050	Abnormality of the urinary system
HP:0003252	2191	Anteriorly displaced genitalia
HP:0000036	785	Abnormal penis morphology
HP:0001373	3254	Joint dislocation
HP:0006193	3881	Thimble-shaped middle phalanges of hand
HP:0002009	3007	Potter facies
HP:0012229	1578	CSF pleocytosis
HP:0031352	3792	Chest tightness
HP:0041045	5455	Increased neutrophil mitochondria
HP:0002668	158	Paraganglioma
HP:0033631	2339	Spondylitis
HP:0030631	2704	Hyperautofluorescent macular lesion
HP:0001194	3211	Abnormalities of placenta or umbilical cord
HP:0034804	2373	Corneal foreign body sensation
HP:0008797	4187	Early ossification of capital femoral epiphyses
HP:0001958	1727	Nonketotic hypoglycemia
HP:0009650	1870	Short distal phalanx of the thumb
HP:0100532	4164	Scleritis
HP:0034163	1929	Reduced circulating interleukin 10 concentration
HP:0004632	2166	Cervical segmentation defect
HP:0007503	2768	Generalized ichthyosis
HP:0003654	636	Reduced dihydropyrimidine dehydrogenase level
HP:0012050	1158	Anasarca
HP:0005121	3702	Posterior scalloping of vertebral bodies
HP:0011154	2392	Focal autonomic seizure
HP:6000133	2270	Decreased circulating nicotinamide adenine dinucleotide-cytochrome b5 reductase activity
HP:0008451	3696	Posterior vertebral hypoplasia
HP:0006719	1742	Benign gastrointestinal tract tumors
HP:0030328	2938	Decreased osteoclast count
HP:0009274	3134	Joint contracture of the 4th finger
HP:0001178	3	Ulnar claw
HP:0040024	1927	Clinodactyly of the 3rd finger
HP:0002110	1510	Bronchiectasis
HP:0006645	2420	Thin clavicles
HP:0000337	1443	Broad forehead
HP:0008672	3187	Calcium oxalate nephrolithiasis
HP:6000132	1156	Reduced erythrocyte gamma-glutamyl cysteine synthetase activity
HP:0012758	2885	Neurodevelopmental delay
HP:0000864	3159	Abnormality of the hypothalamus-pituitary axis
HP:0009575	1221	Triangular shaped middle phalanx of the 2nd finger
HP:0100595	2344	Camptocormia
HP:0000658	2499	Eyelid apraxia
HP:0025420	2411	Diffuse alveolar hemorrhage
HP:0007965	2307	Undetectable visual evoked potentials
HP:0002530	3050	Axial dystonia
HP:0030187	3746	Titubation
HP:0003787	3845	Type 1 and type 2 muscle fiber minicore regions
HP:0005474	1619	Decreased calvarial ossification
HP:0009606	2159	Complete duplication of distal phalanx of the thumb
HP:0032810	2652	Focal sensory seizure with cephalic sensation
HP:0004303	3589	Abnormal muscle fiber morphology
HP:0032165	460	Placental mesenchymal dysplasia
HP:0011599	4003	Mesocardia
HP:4000105	4787	Abnormal four chamber view of the fetal heart
HP:0006887	2303	Intellectual disability, progressive
HP:0008479	1567	Hypoplastic vertebral bodies
HP:0003895	2454	Flattened humeral epiphyses
HP:0030707	2415	Unilateral lung agenesis
HP:0100615	4510	Ovarian neoplasm
HP:0002491	2184	Spasticity of facial muscles
HP:0001376	3828	Limitation of joint mobility
HP:0034280	3771	Target cells
HP:0006267	2705	Large placenta
HP:0009238	3531	Aplasia of the 5th finger
HP:0010735	2026	Polyostotic fibrous dysplasia
HP:0002355	2560	Difficulty walking
HP:0010715	1569	2-5 toe syndactyly
HP:0008163	3943	Decreased circulating cortisol level
HP:0033755	1161	Increased left ventricular end-diastolic volume
HP:0001308	941	Tongue fasciculations
HP:0031844	3256	Euphoria
HP:0030479	2769	Abnormal amplitude of light-adapted flicker electroretinogram
HP:0032005	2434	Hemidystonia
HP:0005546	208	Increased red cell osmotic resistance
HP:0100682	1716	Tracheal atresia
HP:0025475	1600	Erythematous macule
HP:0012035	2601	Steatocystoma multiplex
HP:0025044	2821	Lung abscess
HP:0010077	1889	Broad distal phalanx of the hallux
HP:0007479	3162	Congenital nonbullous ichthyosiform erythroderma
HP:0007980	1584	Absent retinal pigment epithelium
HP:0005627	3617	Type D brachydactyly
HP:0100644	1894	Melanonychia
HP:0032362	4218	Increased circulating corticosterone level
HP:0100650	1881	Vaginal neoplasm
HP:0008486	2239	Lumbar interpedicular narrowing
HP:0000349	3176	Widow's peak
HP:0004997	4899	Multicentric ossification of proximal humeral epiphyses
HP:0031971	3083	Subaortic ventricular septal bulge
HP:0004383	3227	Hypoplastic left heart
HP:0001708	401	Right ventricular failure
HP:0008610	2831	Infantile sensorineural hearing impairment
HP:0001144	3360	Orbital cyst
HP:0008517	1626	Aplasia/Hypoplasia of the sacrum
HP:0100287	4152	EMG: slow motor conduction
HP:0012899	3121	Handgrip myotonia
HP:0033087	4330	Quotidian fever
HP:0012309	3461	Cutaneous amyloidosis
HP:0005067	2761	Proximal fibular overgrowth
HP:0004423	3866	Cranium bifidum occultum
HP:0012886	2337	Hemorrhagic ovarian cyst
HP:0012217	5	Increased urinary porphobilinogen
HP:0012666	2006	Severely reduced left ventricular ejection fraction
HP:0033105	5203	Interhypothalamic adhesion
HP:0000175	4699	Cleft palate
HP:0000108	1136	Renal corticomedullary cysts
HP:0011437	1310	Maternal autoimmune disease
HP:0002973	2050	Abnormal forearm morphology
HP:0007913	2479	Reticular retinal dystrophy
HP:0012585	3811	Renal atrophy
HP:0008591	534	Congenital conductive hearing impairment
HP:0001433	1156	Hepatosplenomegaly
HP:0010066	1133	Duplication of phalanx of hallux
HP:0002010	1147	Narrow maxilla
HP:0005824	2148	Clinodactyly of the 2nd toe
HP:0008078	3910	Thin metatarsal cortices
HP:0000275	3232	Narrow face
HP:6000025	2950	Dark cerumen
HP:0004820	1952	Acute myelomonocytic leukemia
HP:0009722	1979	Dental enamel pits
HP:0003908	2284	Corner fracture of metaphysis
HP:0002700	1006	Large foramen magnum
HP:0030216	3501	Inertia
HP:0005819	1795	Short middle phalanx of finger
HP:0011196	4924	EEG with focal sharp waves
HP:0009790	2667	Hemisacrum
HP:0008045	1215	Enlarged flash visual evoked potentials
HP:6000468	3253	Elevated CSF alpha-ketoglutarate concentration
HP:0011322	5384	Right unilambdoid synostosis
HP:0000902	204	Rib fusion
HP:0045005	2971	Neural tube defect
HP:4000190	2013	Reduced leukocyte alpha-mannosidase activity
HP:0031699	1617	Disseminated cryptosporidium infection
HP:0012125	1961	Prostate cancer
HP:0002544	2683	Retrocollis
HP:0003606	125	Absent urinary urothione
HP:0025379	3307	Anti-thyroid peroxidase antibody positivity
HP:0410240	4275	Abnormal circulating IgA level
HP:0000177	3555	Abnormal upper lip morphology
HP:0030168	1602	Dilated superficial abdominal veins
HP:0025075	1461	Increased QRS voltage
HP:0500266	1720	Decreased proportion of CD8-positive, alpha-beta TEMRA T cells
HP:0002955	2040	Granulomatosis
HP:0032581	1904	Abnormal renal insterstitial morphology
HP:0034465	2235	2-hydroxyadipic aciduria
HP:0002298	978	Absent hair
HP:0004756	3911	Ventricular tachycardia
HP:0000434	1676	Nasal mucosa telangiectasia
HP:0006357	2964	Premature loss of permanent teeth
HP:0031128	2005	Impaired collagen-related peptide-induced platelet aggregation
HP:0000834	1115	Abnormality of the adrenal glands
HP:0002206	871	Pulmonary fibrosis
HP:0000859	2186	Hyperaldosteronism
HP:0007096	3280	Hypoplasia of the optic tract
HP:6000320	2060	Failure to elevate ammonia on ischemic exercise
HP:0008062	3322	Aplasia/Hypoplasia affecting the anterior segment of the eye
HP:0025328	89	Antepartum hemorrhage
HP:0200043	1867	Verrucae
HP:0030148	4726	Heart murmur
HP:0100804	2791	Ungual fibroma
HP:0006919	2879	Abnormal aggressive, impulsive or violent behavior
HP:0012012	2059	EEG with parietal focal spike waves
HP:0040274	5422	Adenocarcinoma of the small intestine
HP:0034347	5231	Greater auricular nerve thickening
HP:0011347	987	Abnormality of ocular abduction
HP:0500163	3945	Hypoornithinemia
HP:0006986	2902	Upper limb spasticity
HP:0010101	5531	Partial duplication of the phalanges of the hallux
HP:0025194	4728	Morgagni diaphragmatic hernia
HP:0010100	3582	Complete duplication of hallux phalanx
HP:0005750	28	Lower-limb joint contracture
HP:0006519	176	Alveolar cell carcinoma
HP:0032909	2779	Focal impaired awareness automatism seizure
HP:0001480	464	Freckling
HP:0034943	4729	Decreased dermal collagen
HP:0003419	805	Low back pain
HP:0031058	2047	Impairment of activities of daily living
HP:0000989	5504	Pruritus
HP:0002905	3174	Hyperphosphatemia
HP:0000394	2776	Lop ear
HP:0000643	1560	Blepharospasm
HP:0034171	1973	Reduced circulating interleukin 23 concentration
HP:0012139	5526	Granulocytic hypoplasia
HP:0000037	2358	Male pseudohermaphroditism
HP:0001879	2403	Abnormal eosinophil morphology
HP:0034272	3139	Perifoveal hypoautofluorescence
HP:0002123	2252	Generalized myoclonic seizure
HP:0001119	3366	Keratoglobus
HP:0004523	4810	Long eyebrows
HP:0004804	1093	Congenital hemolytic anemia
HP:0012283	3707	Small distal femoral epiphysis
HP:6000603	3857	Elevated urinary 2-methyl-3-hydroxybutyric acid level
HP:0030185	1434	Isometric tremor
HP:0004751	132	Paroxysmal ventricular tachycardia
HP:0011477	4694	Upbeat nystagmus
HP:0001762	1625	Talipes equinovarus
HP:0003079	223	Defective DNA repair after ultraviolet radiation damage
HP:0020122	3861	Bite cells
HP:0000011	1370	Neurogenic bladder
HP:0002050	2080	Macroorchidism, postpubertal
HP:0030117	2633	Absent muscle fiber emerin
HP:0009684	3654	Stippling of the epiphysis of the distal phalanx of the thumb
HP:0001134	1371	Anterior polar cataract
HP:0001667	312	Right ventricular hypertrophy
HP:0008244	5033	Congenital adrenal hypoplasia
HP:0100570	4885	Carcinoid tumor
HP:0004780	1513	Elbow hypertrichosis
HP:0031891	5435	Decreased eosinophil count
HP:0033122	1701	Absent P wave
HP:0007209	3899	Facial paralysis
HP:0009064	2329	Generalized lipodystrophy
HP:0006644	5174	Thoracic dysplasia
HP:0030300	3619	10 pairs of ribs
HP:0025437	4693	Macrozoospermia
HP:0002361	1530	Psychomotor deterioration
HP:0011780	2685	Thyroid hemiagenesis
HP:0034449	1166	Increased phytanic acid:pristanic acid ratio
HP:0040328	3237	Focal hyperintensity of cerebral white matter on MRI
HP:0006510	299	Chronic pulmonary obstruction
HP:0000237	2397	Small anterior fontanelle
HP:0025007	4208	Ectopic fovea
HP:0004948	3379	Vascular tortuosity
HP:0005982	3135	Reduced phenylalanine hydroxylase level
HP:0006150	4986	Swan neck-like deformities of the fingers
HP:0007394	2833	Prominent superficial blood vessels
HP:0040163	1426	Abnormal pelvis bone morphology
HP:0000110	304	Renal dysplasia
HP:0005756	2058	Neonatal epiphyseal stippling
HP:0003551	1215	Difficulty climbing stairs
HP:0100654	156	Retrobulbar optic neuritis
HP:0003530	266	Elevated circulating glutaric acid concentration
HP:0005938	43	Abnormal respiratory motile cilium morphology
HP:0011247	3752	Prominent superior crus of antihelix
HP:0200024	3479	Premature chromatid separation
HP:0012365	1559	Hypophosphaturia
HP:0004692	3832	4-5 toe syndactyly
HP:0002787	3024	Tracheal calcification
HP:0005033	2880	Distal ulnar hypoplasia
HP:0007465	1647	Honeycomb palmoplantar hyperkeratosis
HP:0008261	3429	Pancreatic islet cell adenoma
HP:0012538	4266	Gluten intolerance
HP:0031993	3268	Hoffmann sign
HP:0007500	3865	Decreased number of sweat glands
HP:0012069	928	Keratan sulfate excretion in urine
HP:0007592	1709	Aplasia/Hypoplastia of the eccrine sweat glands
HP:0006572	724	Subacute progressive viral hepatitis
HP:0007483	2137	Depigmentation/hyperpigmentation of skin
HP:0001664	2157	Torsade de pointes
HP:0006498	2144	Aplasia/Hypoplasia of the patella
HP:0003943	5163	Abnormality of the joint spaces of the elbow
HP:0001324	4890	Muscle weakness
HP:0005562	712	Multiple renal cysts
HP:0001387	1300	Joint stiffness
HP:0010669	1642	Hypoplasia of the zygomatic bone
HP:0003134	2300	Abnormality of peripheral nerve conduction
HP:0100589	41	Urogenital fistula
HP:0040047	44	Abnormal right hemidiaphragm morphology
HP:0034390	3296	Decreased CSF glycine concentration
HP:0002920	2381	Decreased circulating ACTH concentration
HP:0007083	1149	Hyperactive patellar reflex
HP:0011412	2551	Ventouse delivery
HP:0001161	3017	Hand polydactyly
HP:0008311	2038	Spinal cord posterior columns myelin loss
HP:0003394	3337	Muscle spasm
HP:0002894	606	Neoplasm of the pancreas
HP:0001730	3279	Progressive hearing impairment
HP:0020190	3308	Perisylvian predominant thick cortex pachygyria
HP:0012429	2119	Aplasia/Hypoplasia of the cerebral white matter
HP:0033229	1210	Brachioradialis areflexia
HP:0009468	4692	Deviation of the 2nd finger
HP:0008142	1547	Delayed calcaneal ossification
HP:0004540	3081	Congenital, generalized hypertrichosis
HP:0004469	3526	Chronic bronchitis
HP:0005054	1938	Metaphyseal spurs
HP:0030404	606	Glucagonoma
HP:0011373	2802	Incomplete partition of the cochlea
HP:0032231	675	Hypochromia
HP:0025313	3616	Exophoria
HP:0003239	2269	Phosphoethanolaminuria
HP:0001361	172	Nystagmus-induced head nodding
HP:0009918	1111	Ectopia pupillae
HP:0010639	2140	Elevated alkaline phosphatase of bone origin
HP:0001795	1565	Hyperconvex nail
HP:0008846	1423	Severe intrauterine growth retardation
HP:0010774	3888	Cor triatriatum
HP:0002633	822	Vasculitis
HP:0003401	1742	Paresthesia
HP:0007633	3480	Bilateral microphthalmos
HP:0012785	3518	Flexion contracture of finger
HP:0002680	1555	J-shaped sella turcica
HP:0005830	1383	Flexion contracture of toe
HP:0002750	3249	Delayed skeletal maturation
HP:0000982	1647	Palmoplantar keratoderma
HP:0001615	2745	Hoarse cry
HP:0003527	2548	Hyperprostaglandinuria
HP:0025493	2181	Palmoplantar erythema
HP:6000215	2767	Reduced circulating 3-hydroxyisobutyryl-CoA hydrolase activity
HP:0000090	3886	Nephronophthisis
HP:0002305	551	Athetosis
HP:0004425	1261	Flat forehead
HP:0001018	430	Abnormal palmar dermatoglyphics
HP:0012453	1410	Bilateral wrist flexion contracture
HP:0001873	3247	Thrombocytopenia
HP:0012145	2359	Abnormality of multiple cell lineages in the bone marrow
HP:0000044	1021	Hypogonadotropic hypogonadism
HP:0012715	4691	Profound hearing impairment
HP:0410062	3782	Increased level of galactitol in urine
HP:0100856	2214	Poorly ossified vertebrae
HP:0000631	3175	Retinal arterial tortuosity
HP:0002476	2664	Primitive reflex
HP:0008909	2587	Lethal short-limbed short stature
HP:0012239	2809	Atransferrinemia
HP:0007015	4530	Poor gross motor coordination
HP:0010923	3195	Anterior subcapsular cataract
HP:0030690	4199	Gingival cleft
HP:0000963	1826	Thin skin
HP:0002266	2199	Focal clonic seizure
HP:0009727	3827	Achromatic retinal patches
HP:0001760	3160	Abnormal foot morphology
HP:0012766	2803	Widened cerebral subarachnoid space
HP:0000389	613	Chronic otitis media
HP:0010311	2878	Aplasia/Hypoplasia of the breasts
HP:0004443	2206	Lambdoidal craniosynostosis
HP:0025158	3245	Hyperautofluorescent retinal lesion
HP:0012330	2107	Pyelonephritis
HP:0002290	3615	Poliosis
HP:0034168	1929	Reduced circulating interleukin 22 concentration
HP:0002682	2634	Broad skull
HP:0002105	4512	Hemoptysis
HP:0000126	2897	Hydronephrosis
HP:0410026	2914	Abnormal periodontium morphology
HP:0030521	197	Bitemporal hemianopia
HP:0040210	4397	Abnormal circulating biopterin concentration
HP:0002344	2083	Progressive neurologic deterioration
HP:0012237	2327	Urocanic aciduria
HP:0003453	1105	Antineutrophil antibody positivity
HP:0032286	4063	Ultra-low vision with retained light perception
HP:0011699	86	Atrial reentry tachycardia
HP:0025112	3243	Auditory sensitivity
HP:0000660	1722	Lipemia retinalis
HP:0012315	4689	Histiocytoma
HP:0002164	2555	Nail dysplasia
